"Ephemeris for Chiron"
"","DATE","","","RIGHT ASCENS","","","DECLINATION","","Approx","Earth Dist","Observable","Constellation"
"2021","04","26","00","34","38","+06","15","21","18.9","19.7797","Not observable","Pisces"
"2021","04","27","00","34","50","+06","16","36","18.9","19.7727","Not observable","Pisces"
"2021","04","28","00","35","02","+06","17","52","18.9","19.7653","Not observable","Pisces"
"2021","04","29","00","35","14","+06","19","07","18.9","19.7578","Not observable","Pisces"
"2021","04","30","00","35","25","+06","20","21","18.9","19.7499","Not observable","Pisces"
"2021","05","01","00","35","37","+06","21","36","18.9","19.7419","Not observable","Pisces"
"2021","05","02","00","35","49","+06","22","49","18.9","19.7336","Not observable","Pisces"
"2021","05","03","00","36","00","+06","24","02","18.9","19.7251","Not observable","Pisces"
"2021","05","04","00","36","11","+06","25","15","18.9","19.7163","Not observable","Pisces"
"2021","05","05","00","36","23","+06","26","28","18.9","19.7073","Not observable","Pisces"
"2021","05","06","00","36","34","+06","27","39","18.9","19.6981","Not observable","Pisces"
"2021","05","07","00","36","45","+06","28","51","18.9","19.6887","Not observable","Pisces"
"2021","05","08","00","36","56","+06","30","01","18.9","19.6790","Not observable","Pisces"
"2021","05","09","00","37","07","+06","31","11","18.9","19.6691","Not observable","Pisces"
"2021","05","10","00","37","18","+06","32","21","18.9","19.6590","Not observable","Pisces"
"2021","05","11","00","37","29","+06","33","30","18.9","19.6487","Not observable","Pisces"
"2021","05","12","00","37","39","+06","34","38","18.9","19.6382","Not observable","Pisces"
"2021","05","13","00","37","50","+06","35","46","18.9","19.6274","Not observable","Pisces"
"2021","05","14","00","38","00","+06","36","53","18.9","19.6165","Not observable","Pisces"
"2021","05","15","00","38","10","+06","38","00","18.9","19.6053","Not observable","Pisces"
"2021","05","16","00","38","21","+06","39","05","18.9","19.5939","Not observable","Pisces"
"2021","05","17","00","38","31","+06","40","10","18.9","19.5824","Not observable","Pisces"
"2021","05","18","00","38","41","+06","41","15","18.9","19.5706","Not observable","Pisces"
"2021","05","19","00","38","50","+06","42","18","19.0","19.5587","Not observable","Pisces"
"2021","05","20","00","39","00","+06","43","21","19.0","19.5466","Not observable","Pisces"
"2021","05","21","00","39","10","+06","44","24","19.0","19.5342","Not observable","Pisces"
"2021","05","22","00","39","19","+06","45","25","19.0","19.5218","Not observable","Pisces"
"2021","05","23","00","39","28","+06","46","26","19.0","19.5091","22:03 until 22:06","Pisces"
"2021","05","24","00","39","37","+06","47","26","19.0","19.4962","21:59 until 22:06","Pisces"
"2021","05","25","00","39","46","+06","48","25","19.0","19.4832","21:56 until 22:05","Pisces"
"2021","05","26","00","39","55","+06","49","23","19.0","19.4700","21:52 until 22:05","Pisces"
"2021","05","27","00","40","04","+06","50","20","19.0","19.4567","21:48 until 22:04","Pisces"
"2021","05","28","00","40","12","+06","51","17","19.0","19.4432","21:44 until 22:04","Pisces"
"2021","05","29","00","40","21","+06","52","13","19.0","19.4295","21:40 until 22:04","Pisces"
"2021","05","30","00","40","29","+06","53","08","19.0","19.4157","21:37 until 22:03","Pisces"
"2021","05","31","00","40","37","+06","54","02","19.0","19.4017","21:33 until 22:03","Pisces"
"2021","06","01","00","40","45","+06","54","55","19.0","19.3876","21:29 until 22:03","Pisces"
"2021","06","02","00","40","53","+06","55","48","19.0","19.3733","21:25 until 22:02","Pisces"
"2021","06","03","00","41","01","+06","56","39","19.0","19.3589","21:21 until 22:02","Pisces"
"2021","06","04","00","41","08","+06","57","30","19.0","19.3444","21:17 until 22:02","Pisces"
"2021","06","05","00","41","16","+06","58","19","19.0","19.3297","21:14 until 22:02","Pisces"
"2021","06","06","00","41","23","+06","59","08","19.0","19.3149","21:10 until 22:01","Pisces"
"2021","06","07","00","41","30","+06","59","56","19.0","19.2999","21:06 until 22:01","Pisces"
"2021","06","08","00","41","37","+07","00","43","19.0","19.2849","21:02 until 22:01","Pisces"
"2021","06","09","00","41","44","+07","01","28","19.0","19.2697","20:58 until 22:01","Pisces"
"2021","06","10","00","41","50","+07","02","13","19.0","19.2544","20:54 until 22:01","Pisces"
"2021","06","11","00","41","57","+07","02","57","19.0","19.2390","20:50 until 22:01","Pisces"
"2021","06","12","00","42","03","+07","03","40","19.0","19.2235","20:47 until 22:01","Pisces"
"2021","06","13","00","42","09","+07","04","22","19.0","19.2079","20:43 until 22:01","Pisces"
"2021","06","14","00","42","15","+07","05","02","19.0","19.1922","20:39 until 22:01","Pisces"
"2021","06","15","00","42","21","+07","05","42","19.0","19.1764","20:35 until 22:01","Pisces"
"2021","06","16","00","42","26","+07","06","21","19.0","19.1605","20:31 until 22:01","Pisces"
"2021","06","17","00","42","32","+07","06","58","19.0","19.1445","20:27 until 22:01","Pisces"
"2021","06","18","00","42","37","+07","07","35","19.0","19.1285","20:23 until 22:01","Pisces"
"2021","06","19","00","42","42","+07","08","10","19.0","19.1124","20:20 until 22:01","Pisces"
"2021","06","20","00","42","47","+07","08","45","18.9","19.0962","20:16 until 22:02","Pisces"
"2021","06","21","00","42","51","+07","09","18","18.9","19.0799","20:12 until 22:02","Pisces"
"2021","06","22","00","42","56","+07","09","50","18.9","19.0636","20:08 until 22:02","Pisces"
"2021","06","23","00","43","00","+07","10","21","18.9","19.0472","20:04 until 22:02","Pisces"
"2021","06","24","00","43","04","+07","10","51","18.9","19.0308","20:00 until 22:03","Pisces"
"2021","06","25","00","43","08","+07","11","20","18.9","19.0143","19:56 until 22:03","Pisces"
"2021","06","26","00","43","12","+07","11","48","18.9","18.9978","19:52 until 22:03","Pisces"
"2021","06","27","00","43","16","+07","12","14","18.9","18.9812","19:49 until 22:03","Pisces"
"2021","06","28","00","43","19","+07","12","40","18.9","18.9646","19:45 until 22:04","Pisces"
"2021","06","29","00","43","22","+07","13","04","18.9","18.9480","19:41 until 22:04","Pisces"
"2021","06","30","00","43","26","+07","13","27","18.9","18.9313","19:37 until 22:05","Pisces"
"2021","07","01","00","43","28","+07","13","49","18.9","18.9146","19:33 until 22:05","Pisces"
"2021","07","02","00","43","31","+07","14","10","18.9","18.8979","19:29 until 22:05","Pisces"
"2021","07","03","00","43","34","+07","14","30","18.9","18.8812","19:25 until 22:06","Pisces"
"2021","07","04","00","43","36","+07","14","48","18.9","18.8644","19:21 until 22:06","Pisces"
"2021","07","05","00","43","38","+07","15","05","18.9","18.8477","19:17 until 22:07","Pisces"
"2021","07","06","00","43","40","+07","15","21","18.9","18.8309","19:13 until 22:07","Pisces"
"2021","07","07","00","43","42","+07","15","36","18.9","18.8142","19:10 until 22:08","Pisces"
"2021","07","08","00","43","43","+07","15","50","18.9","18.7975","19:06 until 22:08","Pisces"
"2021","07","09","00","43","44","+07","16","02","18.9","18.7808","19:02 until 22:09","Pisces"
"2021","07","10","00","43","46","+07","16","14","18.9","18.7641","18:58 until 22:09","Pisces"
"2021","07","11","00","43","46","+07","16","23","18.9","18.7474","18:54 until 22:10","Pisces"
"2021","07","12","00","43","47","+07","16","32","18.9","18.7307","18:50 until 22:10","Pisces"
"2021","07","13","00","43","48","+07","16","40","18.9","18.7141","18:46 until 22:11","Pisces"
"2021","07","14","00","43","48","+07","16","46","18.9","18.6975","18:42 until 22:12","Pisces"
"2021","07","15","00","43","48","+07","16","51","18.9","18.6810","18:38 until 22:12","Pisces"
"2021","07","16","00","43","48","+07","16","55","18.9","18.6645","18:34 until 22:13","Pisces"
"2021","07","17","00","43","48","+07","16","58","18.9","18.6481","18:30 until 22:13","Pisces"
"2021","07","18","00","43","48","+07","16","59","18.9","18.6317","18:26 until 22:14","Pisces"
"2021","07","19","00","43","47","+07","16","59","18.9","18.6154","18:22 until 22:15","Pisces"
"2021","07","20","00","43","46","+07","16","58","18.9","18.5991","18:18 until 22:15","Pisces"
"2021","07","21","00","43","45","+07","16","56","18.9","18.5830","18:15 until 22:16","Pisces"
"2021","07","22","00","43","44","+07","16","52","18.9","18.5669","18:11 until 22:17","Pisces"
"2021","07","23","00","43","43","+07","16","47","18.9","18.5509","18:07 until 22:17","Pisces"
"2021","07","24","00","43","41","+07","16","41","18.9","18.5349","18:03 until 22:18","Pisces"
"2021","07","25","00","43","40","+07","16","34","18.9","18.5191","17:59 until 22:19","Pisces"
"2021","07","26","00","43","38","+07","16","25","18.9","18.5033","17:55 until 22:19","Pisces"
"2021","07","27","00","43","36","+07","16","16","18.9","18.4877","17:51 until 22:20","Pisces"
"2021","07","28","00","43","33","+07","16","05","18.9","18.4721","17:47 until 22:21","Pisces"
"2021","07","29","00","43","31","+07","15","53","18.9","18.4567","17:43 until 22:21","Pisces"
"2021","07","30","00","43","28","+07","15","39","18.9","18.4413","17:39 until 22:22","Pisces"
"2021","07","31","00","43","25","+07","15","25","18.9","18.4261","17:35 until 22:23","Pisces"
"2021","08","01","00","43","22","+07","15","09","18.9","18.4110","17:31 until 22:23","Pisces"
"2021","08","02","00","43","19","+07","14","52","18.9","18.3960","17:27 until 22:24","Pisces"
"2021","08","03","00","43","16","+07","14","34","18.8","18.3811","17:23 until 22:25","Pisces"
"2021","08","04","00","43","12","+07","14","14","18.8","18.3664","17:19 until 22:25","Pisces"
"2021","08","05","00","43","08","+07","13","54","18.8","18.3518","17:15 until 22:26","Pisces"
"2021","08","06","00","43","04","+07","13","32","18.8","18.3374","17:11 until 22:27","Pisces"
"2021","08","07","00","43","00","+07","13","09","18.8","18.3231","17:07 until 22:27","Pisces"
"2021","08","08","00","42","56","+07","12","44","18.8","18.3090","17:03 until 22:28","Pisces"
"2021","08","09","00","42","52","+07","12","19","18.8","18.2950","16:59 until 22:29","Pisces"
"2021","08","10","00","42","47","+07","11","52","18.8","18.2812","16:55 until 22:29","Pisces"
"2021","08","11","00","42","42","+07","11","25","18.8","18.2675","16:51 until 22:30","Pisces"
"2021","08","12","00","42","37","+07","10","56","18.8","18.2540","16:47 until 22:31","Pisces"
"2021","08","13","00","42","32","+07","10","26","18.8","18.2407","16:43 until 22:31","Pisces"
"2021","08","14","00","42","27","+07","09","54","18.8","18.2276","16:39 until 22:32","Pisces"
"2021","08","15","00","42","21","+07","09","22","18.8","18.2147","16:35 until 22:33","Pisces"
"2021","08","16","00","42","16","+07","08","49","18.8","18.2019","16:31 until 22:33","Pisces"
"2021","08","17","00","42","10","+07","08","14","18.8","18.1893","16:27 until 22:34","Pisces"
"2021","08","18","00","42","04","+07","07","38","18.8","18.1770","16:23 until 22:34","Pisces"
"2021","08","19","00","41","58","+07","07","02","18.8","18.1648","16:19 until 22:35","Pisces"
"2021","08","20","00","41","52","+07","06","24","18.8","18.1528","16:15 until 22:36","Pisces"
"2021","08","21","00","41","45","+07","05","45","18.8","18.1411","16:11 until 22:36","Pisces"
"2021","08","22","00","41","39","+07","05","05","18.8","18.1295","16:07 until 22:37","Pisces"
"2021","08","23","00","41","32","+07","04","24","18.8","18.1182","16:03 until 22:38","Pisces"
"2021","08","24","00","41","25","+07","03","43","18.8","18.1071","15:59 until 22:38","Pisces"
"2021","08","25","00","41","18","+07","03","00","18.8","18.0962","15:55 until 22:39","Pisces"
"2021","08","26","00","41","11","+07","02","16","18.8","18.0855","15:51 until 22:39","Pisces"
"2021","08","27","00","41","04","+07","01","31","18.8","18.0750","15:47 until 22:40","Pisces"
"2021","08","28","00","40","57","+07","00","45","18.8","18.0648","15:43 until 22:40","Pisces"
"2021","08","29","00","40","49","+06","59","58","18.7","18.0548","15:39 until 22:41","Pisces"
"2021","08","30","00","40","41","+06","59","10","18.7","18.0450","15:35 until 22:42","Pisces"
"2021","08","31","00","40","34","+06","58","22","18.7","18.0355","15:31 until 22:42","Pisces"
"2021","09","01","00","40","26","+06","57","32","18.7","18.0263","15:27 until 22:43","Pisces"
"2021","09","02","00","40","18","+06","56","42","18.7","18.0172","15:23 until 22:43","Pisces"
"2021","09","03","00","40","10","+06","55","50","18.7","18.0085","15:19 until 22:44","Pisces"
"2021","09","04","00","40","01","+06","54","58","18.7","18.0000","15:15 until 22:44","Pisces"
"2021","09","05","00","39","53","+06","54","05","18.7","17.9917","15:11 until 22:45","Pisces"
"2021","09","06","00","39","45","+06","53","11","18.7","17.9837","15:07 until 22:45","Pisces"
"2021","09","07","00","39","36","+06","52","17","18.7","17.9760","15:02 until 22:46","Pisces"
"2021","09","08","00","39","27","+06","51","21","18.7","17.9685","14:58 until 22:46","Pisces"
"2021","09","09","00","39","19","+06","50","25","18.7","17.9613","14:54 until 22:47","Pisces"
"2021","09","10","00","39","10","+06","49","28","18.7","17.9544","14:50 until 22:48","Pisces"
"2021","09","11","00","39","01","+06","48","31","18.7","17.9477","14:46 until 22:48","Pisces"
"2021","09","12","00","38","52","+06","47","32","18.7","17.9414","14:42 until 22:49","Pisces"
"2021","09","13","00","38","43","+06","46","33","18.7","17.9353","14:38 until 22:49","Pisces"
"2021","09","14","00","38","34","+06","45","34","18.7","17.9295","14:34 until 22:50","Pisces"
"2021","09","15","00","38","25","+06","44","33","18.7","17.9239","14:30 until 22:50","Pisces"
"2021","09","16","00","38","15","+06","43","32","18.7","17.9187","14:26 until 22:51","Pisces"
"2021","09","17","00","38","06","+06","42","31","18.7","17.9137","14:22 until 22:51","Pisces"
"2021","09","18","00","37","56","+06","41","29","18.6","17.9091","14:18 until 22:52","Pisces"
"2021","09","19","00","37","47","+06","40","26","18.6","17.9047","14:14 until 22:52","Pisces"
"2021","09","20","00","37","37","+06","39","23","18.6","17.9006","14:10 until 22:53","Pisces"
"2021","09","21","00","37","28","+06","38","20","18.6","17.8968","14:06 until 22:53","Pisces"
"2021","09","22","00","37","18","+06","37","16","18.6","17.8933","14:02 until 22:53","Pisces"
"2021","09","23","00","37","08","+06","36","11","18.6","17.8901","13:58 until 22:54","Pisces"
"2021","09","24","00","36","59","+06","35","07","18.6","17.8872","13:54 until 22:54","Pisces"
"2021","09","25","00","36","49","+06","34","01","18.6","17.8845","13:50 until 22:55","Pisces"
"2021","09","26","00","36","39","+06","32","56","18.6","17.8822","13:45 until 22:55","Pisces"
"2021","09","27","00","36","29","+06","31","50","18.6","17.8802","13:41 until 22:50","Pisces"
"2021","09","28","00","36","20","+06","30","43","18.6","17.8785","13:37 until 22:46","Pisces"
"2021","09","29","00","36","10","+06","29","37","18.6","17.8771","13:33 until 22:42","Pisces"
"2021","09","30","00","36","00","+06","28","30","18.6","17.8760","13:29 until 22:38","Pisces"
"2021","10","01","00","35","50","+06","27","23","18.6","17.8752","13:25 until 22:33","Pisces"
"2021","10","02","00","35","40","+06","26","15","18.6","17.8747","13:21 until 22:29","Pisces"
"2021","10","03","00","35","30","+06","25","08","18.5","17.8745","13:17 until 22:25","Pisces"
"2021","10","04","00","35","20","+06","24","00","18.5","17.8746","13:13 until 22:21","Pisces"
"2021","10","05","00","35","10","+06","22","52","18.5","17.8750","13:09 until 22:17","Pisces"
"2021","10","06","00","35","00","+06","21","44","18.6","17.8757","13:05 until 22:13","Pisces"
"2021","10","07","00","34","50","+06","20","36","18.6","17.8767","13:01 until 22:09","Pisces"
"2021","10","08","00","34","41","+06","19","28","18.6","17.8781","12:57 until 22:05","Pisces"
"2021","10","09","00","34","31","+06","18","20","18.6","17.8797","12:53 until 22:00","Pisces"
"2021","10","10","00","34","21","+06","17","12","18.6","17.8817","12:49 until 21:56","Pisces"
"2021","10","11","00","34","11","+06","16","03","18.6","17.8840","12:45 until 21:52","Pisces"
"2021","10","12","00","34","01","+06","14","55","18.6","17.8865","12:41 until 21:48","Pisces"
"2021","10","13","00","33","52","+06","13","47","18.6","17.8894","12:37 until 21:44","Pisces"
"2021","10","14","00","33","42","+06","12","39","18.6","17.8926","12:32 until 21:40","Pisces"
"2021","10","15","00","33","32","+06","11","32","18.6","17.8960","12:31 until 21:36","Pisces"
"2021","10","16","00","33","23","+06","10","24","18.6","17.8998","12:30 until 21:31","Pisces"
"2021","10","17","00","33","13","+06","09","17","18.6","17.9039","12:30 until 21:27","Pisces"
"2021","10","18","00","33","04","+06","08","10","18.6","17.9082","12:29 until 21:23","Pisces"
"2021","10","19","00","32","55","+06","07","03","18.6","17.9129","12:28 until 21:19","Pisces"
"2021","10","20","00","32","45","+06","05","56","18.6","17.9179","12:27 until 21:15","Pisces"
"2021","10","21","00","32","36","+06","04","50","18.7","17.9231","12:26 until 21:11","Pisces"
"2021","10","22","00","32","27","+06","03","43","18.7","17.9287","12:25 until 21:07","Pisces"
"2021","10","23","00","32","18","+06","02","38","18.7","17.9345","12:24 until 21:03","Pisces"
"2021","10","24","00","32","09","+06","01","32","18.7","17.9406","12:23 until 20:59","Pisces"
"2021","10","25","00","32","00","+06","00","27","18.7","17.9470","12:23 until 20:54","Pisces"
"2021","10","26","00","31","51","+05","59","23","18.7","17.9537","12:22 until 20:50","Pisces"
"2021","10","27","00","31","42","+05","58","19","18.7","17.9607","12:21 until 20:46","Pisces"
"2021","10","28","00","31","33","+05","57","15","18.7","17.9680","12:20 until 20:42","Pisces"
"2021","10","29","00","31","25","+05","56","12","18.7","17.9755","12:20 until 20:38","Pisces"
"2021","10","30","00","31","16","+05","55","09","18.7","17.9833","12:19 until 20:34","Pisces"
"2021","10","31","00","31","08","+05","54","07","18.7","17.9914","12:18 until 20:30","Pisces"
"2021","11","01","00","31","00","+05","53","05","18.7","17.9998","12:17 until 20:26","Pisces"
"2021","11","02","00","30","52","+05","52","05","18.7","18.0085","12:17 until 20:22","Pisces"
"2021","11","03","00","30","44","+05","51","04","18.7","18.0174","12:16 until 20:17","Pisces"
"2021","11","04","00","30","36","+05","50","04","18.7","18.0265","12:16 until 20:13","Pisces"
"2021","11","05","00","30","28","+05","49","05","18.7","18.0360","12:15 until 20:09","Pisces"
"2021","11","06","00","30","20","+05","48","07","18.7","18.0457","12:14 until 20:05","Pisces"
