"Ephemeris for Chiron"
"","DATE","","","RIGHT ASCENS","","","DECLINATION","","Approx","Earth Dist","Observable","Constellation"
"2018","03","22","23","48","50","+02","31","17","18.7","19.6480","Not observable","Pisces"
"2018","03","23","23","49","04","+02","32","40","18.7","19.6477","Not observable","Pisces"
"2018","03","24","23","49","17","+02","34","02","18.8","19.6471","Not observable","Pisces"
"2018","03","25","23","49","30","+02","35","25","18.8","19.6463","Not observable","Pisces"
"2018","03","26","23","49","43","+02","36","47","18.8","19.6452","Not observable","Pisces"
"2018","03","27","23","49","56","+02","38","10","18.8","19.6438","Not observable","Pisces"
"2018","03","28","23","50","09","+02","39","33","18.8","19.6422","Not observable","Pisces"
"2018","03","29","23","50","22","+02","40","56","18.8","19.6403","Not observable","Pisces"
"2018","03","30","23","50","35","+02","42","18","18.8","19.6381","Not observable","Pisces"
"2018","03","31","23","50","48","+02","43","41","18.8","19.6356","Not observable","Pisces"
"2018","04","01","23","51","01","+02","45","03","18.8","19.6329","Not observable","Pisces"
"2018","04","02","23","51","14","+02","46","26","18.8","19.6299","Not observable","Pisces"
"2018","04","03","23","51","27","+02","47","48","18.8","19.6266","Not observable","Pisces"
"2018","04","04","23","51","40","+02","49","11","18.8","19.6231","Not observable","Pisces"
"2018","04","05","23","51","53","+02","50","33","18.8","19.6193","Not observable","Pisces"
"2018","04","06","23","52","05","+02","51","55","18.8","19.6152","Not observable","Pisces"
"2018","04","07","23","52","18","+02","53","17","18.8","19.6109","Not observable","Pisces"
"2018","04","08","23","52","31","+02","54","39","18.8","19.6063","Not observable","Pisces"
"2018","04","09","23","52","43","+02","56","00","18.8","19.6015","Not observable","Pisces"
"2018","04","10","23","52","56","+02","57","21","18.8","19.5963","Not observable","Pisces"
"2018","04","11","23","53","08","+02","58","42","18.8","19.5910","Not observable","Pisces"
"2018","04","12","23","53","21","+03","00","03","18.8","19.5853","Not observable","Pisces"
"2018","04","13","23","53","33","+03","01","24","18.8","19.5795","Not observable","Pisces"
"2018","04","14","23","53","45","+03","02","44","18.9","19.5733","Not observable","Pisces"
"2018","04","15","23","53","57","+03","04","04","18.9","19.5669","Not observable","Pisces"
"2018","04","16","23","54","09","+03","05","24","18.9","19.5603","Not observable","Pisces"
"2018","04","17","23","54","21","+03","06","43","18.9","19.5534","Not observable","Pisces"
"2018","04","18","23","54","33","+03","08","02","18.9","19.5463","Not observable","Pisces"
"2018","04","19","23","54","45","+03","09","21","18.9","19.5389","Not observable","Pisces"
"2018","04","20","23","54","57","+03","10","39","18.9","19.5313","Not observable","Pisces"
"2018","04","21","23","55","08","+03","11","57","18.9","19.5234","Not observable","Pisces"
"2018","04","22","23","55","20","+03","13","14","18.9","19.5153","Not observable","Pisces"
"2018","04","23","23","55","32","+03","14","31","18.9","19.5070","Not observable","Pisces"
"2018","04","24","23","55","43","+03","15","47","18.9","19.4984","Not observable","Pisces"
"2018","04","25","23","55","54","+03","17","03","18.9","19.4896","Not observable","Pisces"
"2018","04","26","23","56","05","+03","18","19","18.9","19.4806","Not observable","Pisces"
"2018","04","27","23","56","16","+03","19","34","18.9","19.4714","Not observable","Pisces"
"2018","04","28","23","56","27","+03","20","48","18.9","19.4619","Not observable","Pisces"
"2018","04","29","23","56","38","+03","22","02","18.9","19.4522","Not observable","Pisces"
"2018","04","30","23","56","49","+03","23","15","18.9","19.4424","Not observable","Pisces"
"2018","05","01","23","57","00","+03","24","28","18.9","19.4323","Not observable","Pisces"
"2018","05","02","23","57","10","+03","25","40","18.9","19.4219","Not observable","Pisces"
"2018","05","03","23","57","21","+03","26","52","18.9","19.4114","Not observable","Pisces"
"2018","05","04","23","57","31","+03","28","03","18.9","19.4007","Not observable","Pisces"
"2018","05","05","23","57","41","+03","29","13","18.9","19.3898","Not observable","Pisces"
"2018","05","06","23","57","51","+03","30","23","18.9","19.3786","Not observable","Pisces"
"2018","05","07","23","58","01","+03","31","32","18.9","19.3673","Not observable","Pisces"
"2018","05","08","23","58","11","+03","32","40","18.9","19.3558","Not observable","Pisces"
"2018","05","09","23","58","21","+03","33","48","18.9","19.3441","Not observable","Pisces"
"2018","05","10","23","58","30","+03","34","55","18.9","19.3322","Not observable","Pisces"
"2018","05","11","23","58","40","+03","36","01","18.9","19.3201","Not observable","Pisces"
"2018","05","12","23","58","49","+03","37","07","18.9","19.3079","Not observable","Pisces"
"2018","05","13","23","58","58","+03","38","11","18.9","19.2954","Not observable","Pisces"
"2018","05","14","23","59","07","+03","39","15","18.9","19.2828","22:06 until 22:12","Pisces"
"2018","05","15","23","59","16","+03","40","18","18.9","19.2700","22:02 until 22:12","Pisces"
"2018","05","16","23","59","25","+03","41","21","18.9","19.2571","21:58 until 22:11","Pisces"
"2018","05","17","23","59","34","+03","42","22","18.9","19.2439","21:54 until 22:10","Pisces"
"2018","05","18","23","59","42","+03","43","23","18.9","19.2306","21:51 until 22:10","Pisces"
"2018","05","19","23","59","50","+03","44","23","18.9","19.2172","21:47 until 22:09","Pisces"
"2018","05","20","23","59","58","+03","45","22","18.9","19.2036","21:43 until 22:08","Pisces"
"2018","05","21","00","00","06","+03","46","20","18.9","19.1899","21:39 until 22:08","Pisces"
"2018","05","22","00","00","14","+03","47","17","18.9","19.1760","21:35 until 22:07","Pisces"
"2018","05","23","00","00","22","+03","48","14","18.9","19.1620","21:31 until 22:07","Pisces"
"2018","05","24","00","00","29","+03","49","09","18.9","19.1478","21:28 until 22:06","Pisces"
"2018","05","25","00","00","37","+03","50","04","18.9","19.1335","21:24 until 22:06","Pisces"
"2018","05","26","00","00","44","+03","50","57","18.9","19.1191","21:20 until 22:05","Pisces"
"2018","05","27","00","00","51","+03","51","50","18.9","19.1046","21:16 until 22:05","Pisces"
"2018","05","28","00","00","58","+03","52","42","18.9","19.0899","21:12 until 22:04","Pisces"
"2018","05","29","00","01","05","+03","53","32","18.9","19.0751","21:08 until 22:04","Pisces"
"2018","05","30","00","01","11","+03","54","22","18.9","19.0602","21:05 until 22:03","Pisces"
"2018","05","31","00","01","18","+03","55","11","18.9","19.0452","21:01 until 22:03","Pisces"
"2018","06","01","00","01","24","+03","55","59","18.9","19.0301","20:57 until 22:03","Pisces"
"2018","06","02","00","01","30","+03","56","45","18.9","19.0149","20:53 until 22:03","Pisces"
"2018","06","03","00","01","36","+03","57","31","18.9","18.9996","20:49 until 22:02","Pisces"
"2018","06","04","00","01","42","+03","58","16","18.9","18.9842","20:45 until 22:02","Pisces"
"2018","06","05","00","01","47","+03","58","59","18.9","18.9687","20:41 until 22:02","Pisces"
"2018","06","06","00","01","53","+03","59","42","18.9","18.9531","20:38 until 22:02","Pisces"
"2018","06","07","00","01","58","+04","00","24","18.9","18.9374","20:34 until 22:01","Pisces"
"2018","06","08","00","02","03","+04","01","04","18.9","18.9217","20:30 until 22:01","Pisces"
"2018","06","09","00","02","08","+04","01","43","18.9","18.9059","20:26 until 22:01","Pisces"
"2018","06","10","00","02","12","+04","02","21","18.9","18.8900","20:22 until 22:01","Pisces"
"2018","06","11","00","02","17","+04","02","59","18.9","18.8740","20:18 until 22:01","Pisces"
"2018","06","12","00","02","21","+04","03","35","18.9","18.8580","20:14 until 22:01","Pisces"
"2018","06","13","00","02","25","+04","04","09","18.9","18.8419","20:10 until 22:01","Pisces"
"2018","06","14","00","02","29","+04","04","43","18.9","18.8258","20:07 until 22:01","Pisces"
"2018","06","15","00","02","33","+04","05","16","18.9","18.8096","20:03 until 22:01","Pisces"
"2018","06","16","00","02","37","+04","05","47","18.9","18.7934","19:59 until 22:01","Pisces"
"2018","06","17","00","02","40","+04","06","17","18.9","18.7772","19:55 until 22:01","Pisces"
"2018","06","18","00","02","43","+04","06","46","18.9","18.7609","19:51 until 22:01","Pisces"
"2018","06","19","00","02","46","+04","07","14","18.9","18.7446","19:47 until 22:02","Pisces"
"2018","06","20","00","02","49","+04","07","41","18.9","18.7283","19:43 until 22:02","Pisces"
"2018","06","21","00","02","52","+04","08","06","18.9","18.7119","19:39 until 22:02","Pisces"
"2018","06","22","00","02","54","+04","08","30","18.9","18.6956","19:35 until 22:02","Pisces"
"2018","06","23","00","02","56","+04","08","53","18.9","18.6792","19:31 until 22:02","Pisces"
"2018","06","24","00","02","58","+04","09","15","18.9","18.6628","19:28 until 22:03","Pisces"
"2018","06","25","00","03","00","+04","09","36","18.9","18.6465","19:24 until 22:03","Pisces"
"2018","06","26","00","03","02","+04","09","55","18.9","18.6301","19:20 until 22:03","Pisces"
"2018","06","27","00","03","03","+04","10","13","18.9","18.6137","19:16 until 22:03","Pisces"
"2018","06","28","00","03","05","+04","10","30","18.9","18.5974","19:12 until 22:04","Pisces"
"2018","06","29","00","03","06","+04","10","46","18.9","18.5811","19:08 until 22:04","Pisces"
"2018","06","30","00","03","07","+04","11","00","18.9","18.5648","19:04 until 22:05","Pisces"
"2018","07","01","00","03","08","+04","11","13","18.9","18.5485","19:00 until 22:05","Pisces"
"2018","07","02","00","03","08","+04","11","25","18.9","18.5322","18:56 until 22:05","Pisces"
"2018","07","03","00","03","08","+04","11","36","18.9","18.5160","18:52 until 22:06","Pisces"
"2018","07","04","00","03","09","+04","11","45","18.9","18.4998","18:48 until 22:06","Pisces"
"2018","07","05","00","03","09","+04","11","54","18.9","18.4837","18:44 until 22:07","Pisces"
"2018","07","06","00","03","08","+04","12","00","18.9","18.4676","18:40 until 22:07","Pisces"
"2018","07","07","00","03","08","+04","12","06","18.9","18.4516","18:36 until 22:08","Pisces"
"2018","07","08","00","03","07","+04","12","10","18.9","18.4356","18:33 until 22:08","Pisces"
"2018","07","09","00","03","06","+04","12","13","18.9","18.4197","18:29 until 22:09","Pisces"
"2018","07","10","00","03","05","+04","12","15","18.8","18.4039","18:25 until 22:09","Pisces"
"2018","07","11","00","03","04","+04","12","15","18.8","18.3881","18:21 until 22:10","Pisces"
"2018","07","12","00","03","03","+04","12","15","18.8","18.3724","18:17 until 22:10","Pisces"
"2018","07","13","00","03","01","+04","12","13","18.8","18.3568","18:13 until 22:11","Pisces"
"2018","07","14","00","03","00","+04","12","09","18.8","18.3413","18:09 until 22:12","Pisces"
"2018","07","15","00","02","58","+04","12","04","18.8","18.3259","18:05 until 22:12","Pisces"
"2018","07","16","00","02","55","+04","11","58","18.8","18.3106","18:01 until 22:13","Pisces"
"2018","07","17","00","02","53","+04","11","51","18.8","18.2953","17:57 until 22:13","Pisces"
"2018","07","18","00","02","51","+04","11","43","18.8","18.2802","17:53 until 22:14","Pisces"
"2018","07","19","00","02","48","+04","11","33","18.8","18.2652","17:49 until 22:15","Pisces"
"2018","07","20","00","02","45","+04","11","22","18.8","18.2503","17:45 until 22:15","Pisces"
"2018","07","21","00","02","42","+04","11","09","18.8","18.2356","17:41 until 22:16","Pisces"
"2018","07","22","00","02","39","+04","10","56","18.8","18.2209","17:37 until 22:17","Pisces"
"2018","07","23","00","02","35","+04","10","41","18.8","18.2064","17:33 until 22:17","Pisces"
"2018","07","24","00","02","32","+04","10","25","18.8","18.1920","17:29 until 22:18","Pisces"
"2018","07","25","00","02","28","+04","10","07","18.8","18.1778","17:25 until 22:19","Pisces"
"2018","07","26","00","02","24","+04","09","49","18.8","18.1637","17:21 until 22:19","Pisces"
"2018","07","27","00","02","20","+04","09","29","18.8","18.1498","17:17 until 22:20","Pisces"
"2018","07","28","00","02","16","+04","09","08","18.8","18.1360","17:13 until 22:21","Pisces"
"2018","07","29","00","02","11","+04","08","45","18.8","18.1223","17:09 until 22:21","Pisces"
"2018","07","30","00","02","06","+04","08","22","18.8","18.1088","17:05 until 22:22","Pisces"
"2018","07","31","00","02","02","+04","07","57","18.8","18.0955","17:01 until 22:23","Pisces"
"2018","08","01","00","01","57","+04","07","31","18.8","18.0823","16:57 until 22:23","Pisces"
"2018","08","02","00","01","52","+04","07","04","18.8","18.0694","16:53 until 22:24","Pisces"
"2018","08","03","00","01","46","+04","06","36","18.8","18.0565","16:49 until 22:25","Pisces"
"2018","08","04","00","01","41","+04","06","06","18.8","18.0439","16:45 until 22:25","Pisces"
"2018","08","05","00","01","35","+04","05","35","18.8","18.0314","16:41 until 22:26","Pisces"
"2018","08","06","00","01","29","+04","05","03","18.8","18.0192","16:37 until 22:27","Pisces"
"2018","08","07","00","01","23","+04","04","30","18.8","18.0071","16:33 until 22:27","Pisces"
"2018","08","08","00","01","17","+04","03","56","18.8","17.9952","16:29 until 22:28","Pisces"
"2018","08","09","00","01","11","+04","03","21","18.7","17.9835","16:25 until 22:29","Pisces"
"2018","08","10","00","01","05","+04","02","44","18.7","17.9721","16:21 until 22:29","Pisces"
"2018","08","11","00","00","58","+04","02","07","18.7","17.9608","16:17 until 22:30","Pisces"
"2018","08","12","00","00","51","+04","01","28","18.7","17.9498","16:13 until 22:31","Pisces"
"2018","08","13","00","00","45","+04","00","48","18.7","17.9389","16:09 until 22:31","Pisces"
"2018","08","14","00","00","38","+04","00","07","18.7","17.9283","16:05 until 22:32","Pisces"
"2018","08","15","00","00","30","+03","59","25","18.7","17.9179","16:01 until 22:33","Pisces"
"2018","08","16","00","00","23","+03","58","42","18.7","17.9077","15:57 until 22:33","Pisces"
"2018","08","17","00","00","16","+03","57","58","18.7","17.8978","15:53 until 22:34","Pisces"
"2018","08","18","00","00","08","+03","57","13","18.7","17.8881","15:49 until 22:34","Pisces"
"2018","08","19","00","00","01","+03","56","27","18.7","17.8786","15:45 until 22:35","Pisces"
"2018","08","20","23","59","53","+03","55","40","18.7","17.8694","15:41 until 22:36","Pisces"
"2018","08","21","23","59","45","+03","54","52","18.7","17.8604","15:37 until 22:36","Pisces"
"2018","08","22","23","59","37","+03","54","03","18.7","17.8517","15:33 until 22:37","Pisces"
"2018","08","23","23","59","29","+03","53","14","18.7","17.8432","15:29 until 22:38","Pisces"
"2018","08","24","23","59","21","+03","52","23","18.7","17.8350","15:25 until 22:38","Pisces"
"2018","08","25","23","59","12","+03","51","31","18.7","17.8270","15:21 until 22:39","Pisces"
"2018","08","26","23","59","04","+03","50","39","18.7","17.8193","15:17 until 22:39","Pisces"
"2018","08","27","23","58","55","+03","49","45","18.7","17.8118","15:13 until 22:40","Pisces"
"2018","08","28","23","58","47","+03","48","51","18.7","17.8046","15:08 until 22:40","Pisces"
"2018","08","29","23","58","38","+03","47","56","18.7","17.7977","15:04 until 22:41","Pisces"
"2018","08","30","23","58","29","+03","47","00","18.7","17.7910","15:00 until 22:42","Pisces"
"2018","08","31","23","58","20","+03","46","03","18.6","17.7846","14:56 until 22:42","Pisces"
"2018","09","01","23","58","11","+03","45","06","18.6","17.7785","14:52 until 22:43","Pisces"
"2018","09","02","23","58","02","+03","44","08","18.6","17.7726","14:48 until 22:43","Pisces"
"2018","09","03","23","57","53","+03","43","09","18.6","17.7670","14:44 until 22:44","Pisces"
"2018","09","04","23","57","44","+03","42","09","18.6","17.7617","14:40 until 22:44","Pisces"
"2018","09","05","23","57","35","+03","41","09","18.6","17.7567","14:36 until 22:45","Pisces"
"2018","09","06","23","57","25","+03","40","08","18.6","17.7520","14:32 until 22:45","Pisces"
"2018","09","07","23","57","16","+03","39","06","18.6","17.7475","14:28 until 22:46","Pisces"
"2018","09","08","23","57","06","+03","38","04","18.6","17.7434","14:24 until 22:46","Pisces"
"2018","09","09","23","56","57","+03","37","01","18.6","17.7395","14:20 until 22:47","Pisces"
"2018","09","10","23","56","47","+03","35","58","18.6","17.7359","14:16 until 22:48","Pisces"
"2018","09","11","23","56","38","+03","34","54","18.6","17.7326","14:12 until 22:48","Pisces"
"2018","09","12","23","56","28","+03","33","49","18.6","17.7296","14:08 until 22:49","Pisces"
"2018","09","13","23","56","18","+03","32","44","18.6","17.7269","14:04 until 22:49","Pisces"
"2018","09","14","23","56","09","+03","31","39","18.6","17.7245","14:00 until 22:50","Pisces"
"2018","09","15","23","55","59","+03","30","33","18.6","17.7225","13:56 until 22:50","Pisces"
"2018","09","16","23","55","49","+03","29","27","18.6","17.7207","13:52 until 22:47","Pisces"
"2018","09","17","23","55","39","+03","28","20","18.6","17.7192","13:47 until 22:43","Pisces"
"2018","09","18","23","55","29","+03","27","13","18.5","17.7180","13:43 until 22:39","Pisces"
"2018","09","19","23","55","19","+03","26","06","18.5","17.7171","13:39 until 22:35","Pisces"
"2018","09","20","23","55","10","+03","24","58","18.5","17.7165","13:35 until 22:31","Pisces"
"2018","09","21","23","55","00","+03","23","50","18.5","17.7162","13:31 until 22:27","Pisces"
"2018","09","22","23","54","50","+03","22","42","18.5","17.7162","13:27 until 22:23","Pisces"
"2018","09","23","23","54","40","+03","21","33","18.5","17.7165","13:23 until 22:18","Pisces"
"2018","09","24","23","54","30","+03","20","25","18.5","17.7171","13:19 until 22:14","Pisces"
"2018","09","25","23","54","20","+03","19","16","18.5","17.7180","13:15 until 22:10","Pisces"
"2018","09","26","23","54","10","+03","18","07","18.5","17.7193","13:11 until 22:06","Pisces"
"2018","09","27","23","54","01","+03","16","58","18.5","17.7208","13:07 until 22:02","Pisces"
"2018","09","28","23","53","51","+03","15","48","18.5","17.7226","13:03 until 21:58","Pisces"
"2018","09","29","23","53","41","+03","14","39","18.5","17.7247","12:59 until 21:54","Pisces"
"2018","09","30","23","53","31","+03","13","30","18.6","17.7271","12:55 until 21:50","Pisces"
"2018","10","01","23","53","22","+03","12","20","18.6","17.7299","12:51 until 21:45","Pisces"
"2018","10","02","23","53","12","+03","11","11","18.6","17.7329","12:47 until 21:41","Pisces"
"2018","10","03","23","53","02","+03","10","01","18.6","17.7362","12:44 until 21:37","Pisces"
"2018","10","04","23","52","53","+03","08","52","18.6","17.7399","12:43 until 21:33","Pisces"
"2018","10","05","23","52","43","+03","07","43","18.6","17.7438","12:42 until 21:29","Pisces"
"2018","10","06","23","52","34","+03","06","34","18.6","17.7480","12:41 until 21:25","Pisces"
"2018","10","07","23","52","24","+03","05","25","18.6","17.7526","12:40 until 21:21","Pisces"
"2018","10","08","23","52","15","+03","04","16","18.6","17.7574","12:39 until 21:16","Pisces"
"2018","10","09","23","52","05","+03","03","07","18.6","17.7625","12:38 until 21:12","Pisces"
"2018","10","10","23","51","56","+03","01","59","18.6","17.7679","12:37 until 21:08","Pisces"
"2018","10","11","23","51","47","+03","00","51","18.6","17.7737","12:36 until 21:04","Pisces"
"2018","10","12","23","51","38","+02","59","43","18.6","17.7797","12:35 until 21:00","Pisces"
"2018","10","13","23","51","29","+02","58","35","18.6","17.7860","12:34 until 20:56","Pisces"
"2018","10","14","23","51","20","+02","57","28","18.6","17.7925","12:33 until 20:52","Pisces"
"2018","10","15","23","51","11","+02","56","21","18.6","17.7994","12:32 until 20:48","Pisces"
"2018","10","16","23","51","02","+02","55","15","18.6","17.8066","12:31 until 20:43","Pisces"
"2018","10","17","23","50","54","+02","54","09","18.7","17.8140","12:30 until 20:39","Pisces"
"2018","10","18","23","50","45","+02","53","03","18.7","17.8217","12:29 until 20:35","Pisces"
"2018","10","19","23","50","37","+02","51","58","18.7","17.8297","12:28 until 20:31","Pisces"
"2018","10","20","23","50","28","+02","50","53","18.7","17.8380","12:27 until 20:27","Pisces"
"2018","10","21","23","50","20","+02","49","49","18.7","17.8465","12:26 until 20:23","Pisces"
"2018","10","22","23","50","12","+02","48","45","18.7","17.8553","12:25 until 20:19","Pisces"
"2018","10","23","23","50","04","+02","47","42","18.7","17.8644","12:25 until 20:15","Pisces"
"2018","10","24","23","49","56","+02","46","40","18.7","17.8737","12:24 until 20:11","Pisces"
"2018","10","25","23","49","48","+02","45","38","18.7","17.8833","12:23 until 20:07","Pisces"
"2018","10","26","23","49","41","+02","44","37","18.7","17.8931","12:22 until 20:02","Pisces"
"2018","10","27","23","49","33","+02","43","36","18.7","17.9032","12:21 until 19:58","Pisces"
"2018","10","28","23","49","26","+02","42","37","18.7","17.9136","12:21 until 19:54","Pisces"
"2018","10","29","23","49","19","+02","41","37","18.7","17.9242","12:20 until 19:50","Pisces"
"2018","10","30","23","49","12","+02","40","39","18.7","17.9350","12:19 until 19:46","Pisces"
"2018","10","31","23","49","05","+02","39","41","18.7","17.9461","12:18 until 19:42","Pisces"
"2018","11","01","23","48","58","+02","38","44","18.7","17.9574","12:18 until 19:38","Pisces"
"2018","11","02","23","48","51","+02","37","48","18.7","17.9690","12:17 until 19:34","Pisces"
"2018","11","03","23","48","45","+02","36","53","18.7","17.9808","12:16 until 19:30","Pisces"
"2018","11","04","23","48","38","+02","35","58","18.7","17.9928","12:16 until 19:26","Pisces"
"2018","11","05","23","48","32","+02","35","05","18.7","18.0050","12:15 until 19:22","Pisces"
"2018","11","06","23","48","26","+02","34","12","18.7","18.0175","12:15 until 19:18","Pisces"
