Time,mercury,venus,mars,jupiter,saturn,uranus,neptune,ceres,chiron
A.D. 2020-Apr-20 00:00:00.0000 UTC,14.34240043109687,70.61853922142767,316.6248984575415,298.04185813989824,303.56908978861037,33.79450712862606,350.8739447373339,333.42468047591154,0.2791666666666666
A.D. 2020-Apr-21 00:00:00.0000 UTC,16.002743934134717,71.35080883313317,317.328984380345,298.11948131579135,303.60388561667986,33.85001779639481,350.9022005107109,333.7403544628364,0.2791666666666666
A.D. 2020-Apr-22 00:00:00.0000 UTC,17.68973739739881,72.06350496049932,318.0314376306694,298.19406921204074,303.6370402217718,33.905599579867875,350.93014339898895,334.0538514609845,0.2791666666666666
A.D. 2020-Apr-23 00:00:00.0000 UTC,19.40432559757425,72.75562937715034,318.7322390704923,298.26559982792776,303.66854622474665,33.96124069397434,350.95776693507855,334.365143070777,0.2791666666666666
A.D. 2020-Apr-24 00:00:00.0000 UTC,21.147453899413026,73.42614890482855,319.43137171873565,298.33405233744776,303.6983969535216,34.01692931213085,350.98506477091314,334.67420103900355,0.2791666666666666
A.D. 2020-Apr-25 00:00:00.0000 UTC,22.920043118132824,74.07399580760408,320.12882096360215,298.3994071624713,303.7265864762281,34.07265359035625,351.01203069456324,334.9809973748136,0.2791666666666666
A.D. 2020-Apr-26 00:00:00.0000 UTC,24.722959220158117,74.69806863263118,320.8245747636126,298.4616460320967,303.7531096274735,34.128401694784195,351.03865864756557,335.2855044651689,0.2791666666666666
A.D. 2020-Apr-27 00:00:00.0000 UTC,26.556977300815465,75.29723359393107,321.51862382310713,298.5207520235177,303.7779620253677,34.18416183208299,351.06494274175975,335.58769518282423,0.2791666666666666
A.D. 2020-Apr-28 00:00:00.0000 UTC,28.42273946798477,75.8703265993361,322.21096173441765,298.57670958151203,303.8011400778961,34.239922282323434,351.0908772751316,335.88754298230145,0.2791666666666666
A.D. 2020-Apr-29 00:00:00.0000 UTC,30.320706584087432,76.4161560497259,322.9015850815446,298.6295045136581,303.82264097733736,34.295671434249876,351.1164567463923,336.1850219817845,0.2791666666666666
A.D. 2020-Apr-30 00:00:00.0000 UTC,32.251104301740675,76.93350659680833,323.59049349293565,298.6791239553233,303.8424626800191,34.35139782338819,351.1416758679666,336.48010702642756,0.2791666666666666
A.D. 2020-May-01 00:00:00.0000 UTC,34.21386448500725,77.42114411785481,324.27768960953597,298.72555629219,303.8606038656506,34.40709017340847,351.1665295764206,336.77277372084626,0.2791666666666666
A.D. 2020-May-02 00:00:00.0000 UTC,36.20856392767082,77.87782221532588,324.963178899647,298.76879102053715,303.8770638665899,34.46273743994805,351.19101303797447,337.06299840367427,0.2791666666666666
A.D. 2020-May-03 00:00:00.0000 UTC,38.23436321241109,78.30229051117273,325.6469692144979,298.8088185214844,303.89184255496275,34.51832885309635,351.2151216447721,337.3507580210476,0.2791666666666666
A.D. 2020-May-04 00:00:00.0000 UTC,40.28994950042624,78.69330479798101,326.32906996277774,298.8456297328779,303.9049401784503,34.57385395000072,351.23885099586573,337.6360298417734,0.2791666666666666
A.D. 2020-May-05 00:00:00.0000 UTC,42.37348785180783,79.04963868612252,327.0094908267891,298.87921572981566,303.91635714810894,34.62930258415516,351.26219685706343,337.9187909705103,0.2791666666666666
A.D. 2020-May-06 00:00:00.0000 UTC,44.4825861742113,79.37009583766843,327.6882400779917,298.90956727258174,303.9260938046509,34.684664896520964,351.28515509783205,338.199017662188,0.2791666666666666
A.D. 2020-May-07 00:00:00.0000 UTC,46.61427889856103,79.65352150570857,328.3653227549604,298.9366744312388,303.93415021517575,34.739931240038324,351.30772161181204,338.4766845288925,0.2791666666666666
A.D. 2020-May-08 00:00:00.0000 UTC,48.765033819668226,79.89881230386558,329.04073913764705,298.96052641312923,303.9405260629049,34.79509206420416,351.329892237022,338.75176381123316,0.2791666666666666
A.D. 2020-May-09 00:00:00.0000 UTC,50.930785089946596,80.10492405319893,329.714483945403,298.9811116732717,303.9452206724734,34.850137783703694,351.35166269614234,339.02422490753696,0.2791666666666666
A.D. 2020-May-10 00:00:00.0000 UTC,53.106993097628845,80.27087876384421,330.38654645207555,298.998418290399,303.94823316707624,34.90505866328237,351.3730285717516,339.2940342737101,0.2791666666666666
A.D. 2020-May-11 00:00:00.0000 UTC,55.28872910492996,80.39577254664631,331.05691137533705,299.01243450002005,303.94956270803095,34.95984474372528,351.39398531844176,339.56115567139926,0.2791666666666666
A.D. 2020-May-12 00:00:00.0000 UTC,57.47077955511478,80.4787860890979,331.7255601660396,299.0231492445569,303.9492087493434,35.014485816093334,351.4145283014324,339.82555063234867,0.2791666666666666
A.D. 2020-May-13 00:00:00.0000 UTC,59.64776252469895,80.51919851653587,332.39247230329084,299.03055263481275,303.9471712541098,35.06897143486424,351.43465284621544,340.087178977014,0.2791666666666666
A.D. 2020-May-14 00:00:00.0000 UTC,61.81424744788498,80.51640457228517,333.05762633847166,299.03463628009104,303.9434508493109,35.123290953114335,351.4543542862221,340.34599926898494,0.2791666666666666
A.D. 2020-May-15 00:00:00.0000 UTC,63.96486923027131,80.46993448543843,333.72100060346054,299.035393496876,303.93804892148916,35.17743356417685,351.4736280014688,340.6019691528081,0.2791666666666666
A.D. 2020-May-16 00:00:00.0000 UTC,66.09442910940244,80.3794756981108,334.3825736208044,299.03281943201665,303.9309676693841,35.231388339788204,351.49246944663895,340.85504557713307,0.2791666666666666
A.D. 2020-May-17 00:00:00.0000 UTC,68.19797675388081,80.24489564809643,335.0423243087294,299.02691114005194,303.92221013229084,35.28514426049572,351.51087417041475,341.1051849316553,0.2791666666666666
A.D. 2020-May-18 00:00:00.0000 UTC,70.27087063120675,80.06626489566712,335.70023208116567,299.0176676463652,303.91178020963946,35.338690238200705,351.5288378291914,341.3523431360804,0.2791666666666666
A.D. 2020-May-19 00:00:00.0000 UTC,72.30881613724473,79.8438799633955,336.35627692665224,299.0050900164304,303.89968268206627,35.392015133008904,351.54635619835534,341.5964757146584,0.2791666666666666
A.D. 2020-May-20 00:00:00.0000 UTC,74.30788300496243,79.5782853027049,337.01043952640526,298.98918144055375,303.88592323912405,35.44510776755916,351.56342518374277,341.83753788233315,0.2791666666666666
A.D. 2020-May-21 00:00:00.0000 UTC,76.26450490467968,79.2702938163239,337.6627014471079,298.9699473342259,303.87050851431894,35.497956942179435,351.5800408350728,342.0754846584794,0.2791666666666666
