north_node,south_node
107.9110524,287.9110524
107.8814511,287.8814511
107.8779478,287.8779478
107.8932974,287.8932974
107.9169732,287.9169732
107.9375541,287.9375541
107.9452348,287.9452348
107.9339484,287.9339484
107.9024348,287.9024348
107.8541452,287.8541452
107.7960537,287.7960537
107.7368095,287.7368095
107.6847375,287.6847375
107.6462061,287.6462061
107.6246423,287.6246423
107.6202597,287.6202597
107.6304096,287.6304096
107.6503725,287.6503725
107.6743816,287.6743816
107.6966942,287.6966942
107.7125595,287.7125595
107.7189476,287.7189476
107.7149336,287.7149336
107.7016818,287.7016818
107.6820499,287.6820499
107.659891,287.659891
107.6391814,287.6391814
107.6231541,287.6231541
107.6136465,287.6136465
107.6108251,287.6108251
107.6133479,287.6133479
107.6189079,287.6189079
107.6250283,287.6250283
107.629778,287.629778
107.6323347,287.6323347
107.6330283,287.6330283
107.6330254,287.6330254
107.6337544,287.6337544
107.636265,287.636265
107.6407619,287.6407619
107.646434,287.646434
107.6515964,287.6515964
107.6540865,287.6540865
107.6518076,287.6518076
107.6432914,287.6432914
107.6281586,287.6281586
107.6073802,287.6073802
107.5832767,287.5832767
107.5592266,287.5592266
107.5390978,287.5390978
107.526471,287.526471
107.5237868,287.5237868
107.531597,287.531597
107.5481129,287.5481129
107.5692143,287.5692143
107.5890155,287.5890155
107.6009779,287.6009779
107.5994084,287.5994084
107.5810211,287.5810211
107.5461197,287.5461197
107.4989624,287.4989624
107.4469503,287.4469503
107.3990954,287.3990954
107.363617,287.363617
107.3459445,287.3459445
107.3473558,287.3473558
107.3646334,287.3646334
107.3907465,287.3907465
107.4162751,287.4162751
107.4311923,287.4311923
107.4266526,287.4266526
107.3965107,287.3965107
107.3383862,287.3383862
107.254161,287.254161
107.149851,287.149851
107.0348448,287.0348448
106.9205622,286.9205622
106.8186662,286.8186662
106.7390554,286.7390554
106.6879562,286.6879562
106.6664771,286.6664771
106.6699667,286.6699667
106.6884179,286.6884179
106.7080141,286.7080141
106.7137127,286.7137127
106.6924863,286.6924863
106.6365354,286.6365354
106.5456314,286.5456314
106.4277332,286.4277332
106.2972857,286.2972857
106.1718399,286.1718399
106.0674656,286.0674656
105.9949372,285.9949372
105.9572941,285.9572941
105.9494568,285.9494568
105.9596654,285.9596654
105.9720846,285.9720846
105.9698957,285.9698957
105.9382821,285.9382821
105.866878,285.866878
105.7514152,285.7514152
105.5944298,285.5944298
105.4049727,285.4049727
105.1973414,285.1973414
104.9889587,284.9889587
104.797647,284.797647
104.6386753,284.6386753
104.5220374,284.5220374
104.450443,284.450443
104.4184462,284.4184462
104.4130034,284.4130034
104.4155473,284.4155473
104.4054052,284.4054052
104.3640864,284.3640864
104.2796104,284.2796104
104.1497212,284.1497212
103.9829814,283.9829814
103.796889,283.796889
103.6135918,283.6135918
103.4541798,283.4541798
103.3335803,283.3335803
103.2573422,283.2573422
103.2209646,283.2209646
103.2115049,283.2115049
103.2106797,283.2106797
103.1985882,283.1985882
103.1573313,283.1573313
103.0739987,283.0739987
102.9426979,282.9426979
102.7654351,282.7654351
102.5517793,282.5517793
102.317359,282.317359
102.0813902,282.0813902
101.8635797,281.8635797
101.6808639,281.6808639
101.5444974,281.5444974
101.4579847,281.4579847
101.4162499,281.4162499
101.4062826,281.4062826
101.4092988,281.4092988
101.4042156,281.4042156
101.3719307,281.3719307
101.2995512,281.2995512
101.1836107,281.1836107
101.0310636,281.0310636
100.8577682,280.8577682
100.6844959,280.6844959
100.5317201,280.5317201
100.4147811,280.4147811
100.3407178,280.3407178
100.307367,280.307367
100.3045569,280.3045569
100.3167354,280.3167354
100.3262616,280.3262616
100.3166968,280.3166968
100.2755925,280.2755925
100.1964335,280.1964335
100.0795383,280.0795383
99.931841,279.931841
99.7656169,279.7656169
99.5963584,279.5963584
99.44014,279.44014
99.3108979,279.3108979
99.2180599,279.2180599
99.1649121,279.1649121
99.1479933,279.1479933
99.1576756,279.1576756
99.1799156,279.1799156
99.198956,279.198956
99.2005365,279.2005365
99.1749337,279.1749337
99.119077,279.119077
99.0371943,279.0371943
98.939587,278.939587
98.8399778,278.8399778
98.7521118,278.7521118
98.6866962,278.6866962
98.6493435,278.6493435
98.6399059,278.6399059
98.6531066,278.6531066
98.6800804,278.6800804
98.710355,278.710355
98.7338609,278.7338609
98.7426509,278.7426509
98.7321044,278.7321044
98.701478,278.701478
98.6537676,278.6537676
98.5949462,278.5949462
98.5327367,278.5327367
98.4751433,278.4751433
98.4290051,278.4290051
98.3988243,278.3988243
98.3860625,278.3860625
98.3890259,278.3890259
98.4033688,278.4033688
98.4231227,278.4231227
98.4420379,278.4420379
98.4549753,278.4549753
98.4589308,278.4589308
98.4534855,278.4534855
98.4406623,278.4406623
98.4239584,278.4239584
98.4072753,278.4072753
98.3938391,278.3938391
98.3854598,278.3854598
98.3823118,278.3823118
98.3831972,278.3831972
98.3861265,278.3861265
98.3890188,278.3890188
98.3903347,278.3903347
98.3894961,278.3894961
98.3870124,278.3870124
98.3843004,278.3843004
98.3832473,278.3832473
98.3856134,278.3856134
98.3924174,278.3924174
98.4034574,278.4034574
98.4171,278.4171
98.4304194,278.4304194
98.4397103,278.4397103
98.4413231,278.4413231
98.4326654,278.4326654
98.4131274,278.4131274
98.3846459,278.3846459
98.3516295,278.3516295
98.3201512,278.3201512
98.2965279,278.2965279
98.2856005,278.2856005
98.2894257,278.2894257
98.3063414,278.3063414
98.3312374,278.3312374
98.3564867,278.3564867
98.3734629,278.3734629
98.37427,278.37427
98.3533017,278.3533017
98.3083647,278.3083647
98.2412047,278.2412047
98.1573633,278.1573633
98.0653841,278.0653841
97.9754685,277.9754685
97.8977682,277.8977682
97.8405765,277.8405765
97.8087229,277.8087229
97.8024661,277.8024661
97.8171259,277.8171259
97.8435867,277.8435867
97.8696805,277.8696805
97.8823164,277.8823164
97.8700788,277.8700788
97.8258502,277.8258502
97.7488585,277.7488585
97.6454898,277.6454898
97.5283416,277.5283416
97.4135221,277.4135221
97.3167682,277.3167682
97.2495065,277.2495065
97.2160013,277.2160013
97.2123767,277.2123767
97.2275803,277.2275803
97.2458864,277.2458864
97.2501483,277.2501483
97.2250778,277.2250778
97.1599788,277.1599788
97.0505591,277.0505591
96.8996313,276.8996313
96.7166708,276.7166708
96.5163257,276.5163257
96.3160931,276.3160931
96.1334964,276.1334964
95.9831882,275.9831882
95.8744387,275.8744387
95.8094289,275.8094289
95.7826571,275.7826571
95.7816204,275.7816204
95.7887688,275.7887688
95.7845522,275.7845522
95.7511803,275.7511803
95.6764929,275.6764929
95.5570992,275.5570992
95.3998017,275.3998017
95.2205356,275.2205356
95.0407729,275.0407729
94.8820809,274.8820809
94.7607425,274.7607425
94.6837139,274.6837139
94.6473737,274.6473737
94.6387966,274.6387966
94.6389699,274.6389699
94.6269047,274.6269047
94.583703,274.583703
94.4958915,274.4958915
94.3575936,274.3575936
94.1713405,274.1713405
93.9475145,273.9475145
93.7025717,273.7025717
93.4563388,273.4563388
93.2288062,273.2288062
93.0369144,273.0369144
92.8918294,272.8918294
92.7971152,272.7971152
92.7480819,272.7480819
92.7324461,272.7324461
92.7322953,272.7322953
92.7271834,272.7271834
92.6979783,272.6979783
92.6308522,272.6308522
92.5205851,272.5205851
92.3721876,272.3721876
92.2001046,272.2001046
92.0247343,272.0247343
91.8674409,271.8674409
91.7450021,271.7450021
91.6656941,271.6656941
91.6277967,271.6277967
91.6206272,271.6206272
91.6274387,271.6274387
91.6292124,271.6292124
91.6084412,271.6084412
91.5522456,271.5522456
91.4544113,271.4544113
91.3161593,271.3161593
91.145654,271.145654
90.9564206,270.9564206
90.7649785,270.7649785
90.5880946,270.5880946
90.4400911,270.4400911
90.3306088,270.3306088
90.2631345,270.2631345
90.2344914,270.2344914
90.235373,270.235373
90.2519018,270.2519018
90.2680642,270.2680642
90.2687087,270.2687087
90.2426089,270.2426089
90.1849426,270.1849426
90.0984841,270.0984841
89.9930158,269.9930158
89.8828849,269.8828849
89.7834874,269.7834874
89.7073969,269.7073969
89.6615975,269.6615975
89.6462786,269.6462786
89.6553716,269.6553716
89.6783955,269.6783955
89.702957,269.702957
89.7172929,269.7172929
89.7123909,269.7123909
89.6833907,269.6833907
89.6301295,269.6301295
89.5568422,269.5568422
89.4711506,269.4711506
89.3825716,269.3825716
89.3008212,269.3008212
89.2342005,269.2342005
89.1883018,269.1883018
89.1652104,269.1652104
89.1632927,269.1632927
89.1775986,269.1775986
89.2008312,269.2008312
89.2247515,269.2247515
89.2417849,269.2417849
89.2465234,269.2465234
89.2368035,269.2368035
89.2140373,269.2140373
89.1826058,269.1826058
89.1486633,269.1486633
89.1184738,269.1184738
89.0968898,269.0968898
89.0864021,269.0864021
89.0868794,269.0868794
89.0959923,269.0959923
89.1100719,269.1100719
89.1251203,269.1251203
89.1377158,269.1377158
89.1456322,269.1456322
89.1481011,269.1481011
89.1457238,269.1457238
89.1400957,269.1400957
89.1332546,269.1332546
89.1270961,269.1270961
89.1228903,269.1228903
89.1209971,269.1209971
89.1208322,269.1208322
89.1210921,269.1210921
89.1201944,269.1201944
89.1168322,269.1168322
89.1104928,269.1104928
89.1017843,269.1017843
89.0924491,269.0924491
89.0849921,269.0849921
89.0819214,269.0819214
89.0849282,269.0849282
89.0941762,269.0941762
89.1078704,269.1078704
89.1225839,269.1225839
89.1338564,269.1338564
89.1372512,269.1372512
89.1294186,269.1294186
89.1089534,269.1089534
89.0768521,269.0768521
89.0364651,269.0364651
88.9929686,268.9929686
88.9524527,268.9524527
88.9207861,268.9207861
88.9024604,268.9024604
88.8996285,268.8996285
88.9115192,268.9115192
88.9343483,268.9343483
88.9617705,268.9617705
88.9858383,268.9858383
88.9983549,268.9983549
88.9924438,268.9924438
88.9640869,268.9640869
88.9133119,268.9133119
88.8446817,268.8446817
88.7667998,268.7667998
88.6907369,268.6907369
88.6276027,268.6276027
88.5858365,268.5858365
88.568993,268.568993
88.5746245,268.5746245
88.5947009,268.5947009
88.6172782,268.6172782
88.6290786,268.6290786
88.6182603,268.6182603
88.5767794,268.5767794
88.5019334,268.5019334
88.3968538,268.3968538
88.2699238,268.2699238
88.1332898,268.1332898
88.0007479,268.0007479
87.8853587,267.8853587
87.797176,267.797176
87.7414592,267.7414592
87.7176611,267.7176611
87.7193588,267.7193588
87.7351565,267.7351565
87.7504734,267.7504734
87.7500188,267.7500188
87.7206453,267.7206453
87.6541454,267.6541454
87.5494198,267.5494198
87.4133821,267.4133821
87.2600775,267.2600775
87.1078755,267.1078755
86.9752115,266.9752115
86.8760903,266.8760903
86.8164646,266.8164646
86.7928501,266.7928501
86.7931757,266.7931757
86.7996569,266.7996569
86.7927171,266.7927171
86.7549923,266.7549923
86.6746193,266.6746193
86.5472844,266.5472844
86.3768056,266.3768056
86.1742827,266.1742827
85.9560594,265.9560594
85.7408891,265.7408891
85.5467889,265.5467889
85.3880841,265.3880841
85.273092,265.273092
85.2027737,265.2027737
85.1705312,265.1705312
85.1631836,265.1631836
85.1630382,265.1630382
85.1508537,265.1508537
85.1093603,265.1093603
85.0268171,265.0268171
84.8999067,264.8999067
84.7351453,264.7351453
84.5480711,264.5480711
84.3599787,264.3599787
84.1928372,264.1928372
84.0636543,264.0636543
83.9803264,263.9803264
83.9397909,263.9397909
83.9291816,263.9291816
83.9291546,263.9291546
83.9183231,263.9183231
83.87769,263.87769
83.7941781,263.7941781
83.6627551,263.6627551
83.4869689,263.4869689
83.2779711,263.2779711
83.0523296,263.0523296
82.8290948,262.8290948
82.6266401,262.6266401
82.4597744,262.4597744
82.3375214,262.3375214
82.2618355,262.2618355
82.2273822,262.2273822
82.2223946,262.2223946
82.2305254,262.2305254
82.2335308,262.2335308
82.2145079,262.2145079
82.1612308,262.1612308
82.0689371,262.0689371
81.9418108,261.9418108
81.792494,261.792494
81.6393486,261.6393486
81.5020036,261.5020036
81.3964302,261.3964302
81.3309083,261.3309083
81.3043707,261.3043707
81.3071452,261.3071452
81.323733,261.323733
81.3365716,261.3365716
81.3297862,261.3297862
81.2921587,261.2921587
81.2188803,261.2188803
81.1119565,261.1119565
80.9793762,260.9793762
80.8333434,260.8333434
80.6879793,260.6879793
80.5569275,260.5569275
80.4512401,260.4512401
80.3778134,260.3778134
80.338526,260.338526
80.3301309,260.3301309
80.3448803,260.3448803
80.3718125,260.3718125
80.3985784,260.3985784
80.4136047,260.4136047
80.4082713,260.4082713
80.3786761,260.3786761
80.3265384,260.3265384
80.2588878,260.2588878
80.1864008,260.1864008
80.1207439,260.1207439
80.071718,260.071718
80.0449048,260.0449048
80.0406644,260.0406644
80.0545039,260.0545039
80.0786251,260.0786251
80.1040113,260.1040113
80.1224726,260.1224726
80.1282098,260.1282098
80.1186483,260.1186483
80.0945128,260.0945128
80.0592631,260.0592631
80.0181023,260.0181023
79.9768117,259.9768117
79.9406487,259.9406487
79.9134937,259.9134937
79.8973471,259.8973471
79.8922074,259.8922074
79.8963032,259.8963032
79.9066105,259.9066105
79.9195568,259.9195568
79.9317859,259.9317859
79.9408386,259.9408386
79.9456025,259.9456025
79.946402,259.946402
79.9446805,259.9446805
79.9423704,259.9423704
79.9411524,259.9411524
79.9416707,259.9416707
79.9434246,259.9434246
79.9447935,259.9447935
79.9437264,259.9437264
79.938517,259.938517
79.9285329,259.9285329
79.9146045,259.9146045
79.8989848,259.8989848
79.884888,259.884888
79.8757267,259.8757267
79.8742534,259.8742534
79.8818157,259.8818157
79.8978802,259.8978802
79.9199173,259.9199173
79.9436784,259.9436784
79.9638284,259.9638284
79.9748398,259.9748398
79.972022,259.972022
79.9525386,259.9525386
79.916236,259.916236
79.8660805,259.8660805
79.8080131,259.8080131
79.7501118,259.7501118
79.7010866,259.7010866
79.6683166,259.6683166
79.6558879,259.6558879
79.6632608,259.6632608
79.684898,259.684898
79.7111555,259.7111555
79.7302333,259.7302333
79.7308679,259.7308679
79.704881,259.704881
79.6491296,259.6491296
