name_id,date,time,correct,displaced,degree,degree_type,symbol,body,body1
3,2018-11-16,09:54:00,1%,0%,6,Applying,60,Mars,Sun
3,2019-02-07,08:15:00,0.5%,0.5%,6,Applying,60,Neptune,Pluto
3,2019-04-02,09:02:00,0.5%,0.5%,6,Seperating,60,Venus,Uranus
3,2019-04-03,08:35:00,0.9375%,0.0625%,5,Applying,60,Mercury,Pluto
2,2019-04-30,10:35:00,1%,0%,5,Applying,60,Neptune,Pluto
2,2019-04-30,10:35:00,1%,0%,8,Applying,60,Neptune,Sun
2,2019-05-07,17:15:00,0.375%,0.625%,8,Applying,60,Mars,Uranus
2,2019-05-07,17:15:00,0.375%,0.625%,4,Applying,60,Mars,Venus
2,2019-06-27,12:00:00,0.3125%,0.6875%,10,Applying,60,Uranus,Venus
2,2019-06-27,12:00:00,0.3125%,0.6875%,10,Applying,60,Uranus,Neptune
2,2019-07-01,14:05:00,0.9375%,0.0625%,8,Applying,60,Venus,Uranus
1,2019-05-07,10:15:00,1%,0%,9,Applying,60,Mars,Uranus
1,2019-06-03,11:50:00,0.5%,0.5%,6,Seperating,60,Sun,Chiron
1,2019-07-01,11:05:00,0.625%,0.375%,8,Applying,60,Venus,Neptune
3,2019-04-30,08:37:00,0.875%,0.125%,8,Applying,60,Neptune,Sun
3,2019-05-07,09:40:00,1%,0%,9,Applying,60,Mars,Uranus
3,2019-05-07,09:40:00,1%,0%,4,Applying,60,Mars,Venus
3,2019-05-07,09:40:00,1%,0%,6,Seperating,60,Mars,Mercury
3,2019-06-03,11:50:00,0.6%,0.4%,6,Seperating,60,Sun,Chiron
3,2019-06-27,14:20:00,0%,1%,10,Applying,60,Uranus,Venus
3,2019-07-01,11:05:00,1%,0%,8,Applying,60,Venus,Uranus
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,8,Applying,60,Neptune,Sun
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,5,Applying,60,Neptune,Pluto
4,2019-05-07,11:50:00,1%,0%,9,Applying,60,Mars,Uranus
4,2019-06-03,09:30:00,0.8333333333333334%,0.16666666666666666%,6,Applying,60,Sun,Chiron
4,2019-07-01,14:05:00,0.25%,0.75%,8,Applying,60,Venus,Uranus
2,2019-10-03,11:25:00,0.125%,0.875%,4,Seperating,60,Jupiter,Venus
2,2019-10-10,16:10:00,0.5833333333333334%,0.4166666666666667%,4,Seperating,60,Neptune,Pluto
2,2019-10-26,10:30:00,0.75%,0.25%,8,Applying,60,Mars,Jupiter
2,2019-10-26,10:30:00,0.75%,0.25%,8,Applying,60,Mars,Ceres
3,2019-10-03,11:25:00,0.625%,0.375%,4,Applying,60,Ceres,Sun
3,2019-10-10,16:10:00,0.5%,0.5%,4,Seperating,60,Neptune,Pluto
3,2019-10-26,10:30:00,1%,0%,7,Applying,60,Mars,Jupiter
3,2019-10-26,10:30:00,1%,0%,8,Applying,60,Mars,Ceres
3,2019-10-28,08:30:00,1%,0%,10,Applying,60,Sun,Saturn
4,2019-10-03,16:20:00,0.75%,0.25%,4,Applying,60,Ceres,Sun
4,2019-10-03,16:20:00,0.75%,0.25%,4,Seperating,60,Jupiter,Venus
1,2019-10-03,16:20:00,1%,0%,4,Seperating,60,Jupiter,Venus
1,2019-10-10,15:55:00,0.125%,0.875%,4,Seperating,60,Neptune,Pluto
1,2019-10-26,10:10:00,0.6428571428571429%,0.35714285714285715%,8,Applying,60,Mars,Jupiter
1,2019-10-26,10:10:00,0.6428571428571429%,0.35714285714285715%,8,Applying,60,Mars,Ceres
1,2019-10-29,12:45:00,1%,0%,6,Seperating,60,Mercury,Pluto
1,2019-10-31,09:55:00,0.7142857142857143%,0.2857142857142857%,5,Applying,60,Jupiter,Mars
2,2019-11-28,13:05:00,1%,0%,6,Seperating,60,Jupiter,Mars
2,2019-11-28,14:40:00,0%,1%,6,Seperating,60,Jupiter,Mars
2,2019-12-04,14:20:00,1%,0%,5,Applying,60,Neptune,Venus
2,2019-12-04,14:20:00,1%,0%,5,Seperating,60,Neptune,Pluto
2,2019-12-31,16:25:00,1%,0%,6,Applying,60,Uranus,Sun
2,2019-12-31,16:25:00,1%,0%,5,Seperating,60,Uranus,Saturn
2,2019-12-31,16:25:00,1%,0%,6,Seperating,60,Uranus,Neptune
2,2020-01-22,10:40:00,0.6875%,0.3125%,5,Applying,60,Jupiter,Neptune
2,2020-02-01,11:11:00,0.4166666666666667%,0.5833333333333334%,6,Applying,60,Uranus,Mercury
3,2019-10-29,13:05:00,1%,0%,4,Seperating,60,Venus,Pluto
3,2019-10-31,14:50:00,1%,0%,5,Applying,60,Jupiter,Mars
3,2019-11-28,14:40:00,0.75%,0.25%,6,Seperating,60,Jupiter,Mars
1,2019-12-04,14:35:00,1%,0%,5,Applying,60,Neptune,Venus
1,2019-12-04,14:35:00,1%,0%,5,Seperating,60,Neptune,Pluto
3,2019-12-31,16:25:00,0.25%,0.75%,6,Applying,60,Neptune,Sun
3,2019-12-31,16:25:00,0.25%,0.75%,5,Seperating,60,Neptune,Saturn
3,2020-01-20,08:15:00,1%,0%,5,Applying,60,Mars,Mercury
3,2020-01-22,10:40:00,1%,0%,5,Applying,60,Jupiter,Neptune
3,2020-02-01,11:11:00,0%,1%,6,Applying,60,Uranus,Mercury
4,2019-10-29,12:45:00,1%,0%,6,Seperating,60,Venus,Pluto
4,2019-10-29,12:45:00,1%,0%,4,Seperating,60,Venus,Pluto
4,2019-10-31,09:55:00,0%,1%,6,Applying,60,Ceres,Mars
4,2019-10-31,09:55:00,0%,1%,5,Applying,60,Jupiter,Mars
4,2019-12-04,14:35:00,1%,0%,5,Applying,60,Neptune,Venus
4,2019-12-04,14:35:00,1%,0%,5,Seperating,60,Neptune,Pluto
4,2019-12-31,16:05:00,0%,1%,5,Seperating,60,Neptune,Saturn
4,2019-12-31,16:05:00,0%,1%,6,Applying,60,Neptune,Sun
4,2020-01-20,20:25:00,0.5%,0.5%,5,Applying,60,Mars,Mercury
4,2020-01-22,10:20:00,1%,0%,5,Applying,60,Jupiter,Neptune
4,2020-02-01,11:30:00,0.625%,0.375%,6,Applying,60,Uranus,Mercury
1,2019-11-28,14:15:00,1%,0%,6,Seperating,60,Jupiter,Mars
2,2019-11-28,13:05:00,1%,0%,4,Applying,60,Jupiter,Pluto
2,2019-11-28,14:40:00,0%,1%,4,Applying,60,Jupiter,Pluto
1,2019-12-04,14:35:00,1%,0%,5,Applying,60,Neptune,Venus
1,2019-12-04,14:35:00,1%,0%,5,Seperating,60,Neptune,Pluto
1,2019-12-31,16:05:00,0.5%,0.5%,6,Applying,60,Neptune,Sun
1,2019-12-31,16:05:00,0.5%,0.5%,5,Seperating,60,Neptune,Saturn
1,2019-12-31,16:05:00,0.5%,0.5%,6,Seperating,60,Neptune,Pluto
1,2020-01-20,08:25:00,1%,0%,5,Applying,60,Mars,Mercury
1,2020-01-22,10:20:00,0.5%,0.5%,5,Applying,60,Jupiter,Neptune
1,2020-02-01,11:30:00,0.4%,0.6%,6,Applying,60,Uranus,Mercury
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,6,Seperating,60,Mars,Sun
4,2020-03-18,12:50:00,0.125%,0.875%,6,Seperating,60,Mars,Sun
3,2020-03-18,12:50:00,1%,0%,6,Seperating,60,Mars,Sun
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,6,Seperating,60,Mars,Sun
1,2020-03-24,12:00:00,1%,0%,8,Seperating,60,Sun,Moon
3,2020-03-24,12:00:00,1%,0%,8,Seperating,60,Sun,Moon
4,2020-03-24,11:40:00,1%,0%,8,Seperating,60,Sun,Moon
2,2020-03-24,11:40:00,1%,0%,8,Seperating,60,Sun,Mars
1,2020-03-28,14:55:00,1%,0%,4,Seperating,60,Venus,Neptune
3,2020-03-28,14:55:00,1%,0%,4,Seperating,60,Venus,Neptune
2,2020-03-28,14:55:00,1%,0%,4,Seperating,60,Venus,Neptune
4,2020-03-28,14:55:00,0.5%,0.5%,4,Seperating,60,Venus,Neptune
1,2020-04-14,11:25:00,0%,1%,5,Applying,60,Pluto,Neptune
3,2020-04-14,11:25:00,0%,1%,5,Applying,60,Pluto,Neptune
4,2020-04-14,11:25:00,0.5%,0.5%,5,Applying,60,Pluto,Neptune
2,2020-04-14,11:25:00,0%,1%,5,Applying,60,Pluto,Neptune
1,2020-04-26,14:40:00,0.6666666666666666%,0.3333333333333333%,9,Seperating,60,Venus,Chiron
2,2020-04-26,14:40:00,0%,1%,9,Seperating,60,Venus,Chiron
4,2020-04-26,14:40:00,0.75%,0.25%,9,Seperating,60,Venus,Chiron
3,2020-04-26,14:40:00,1%,0%,9,Seperating,60,Venus,Chiron
3,2020-05-12,09:45:00,1%,0%,6,Applying,60,Jupiter,Neptune
1,2020-05-12,09:45:00,0.08333333333333333%,0.9166666666666666%,6,Applying,60,Jupiter,Neptune
2,2020-05-12,09:45:00,0.8333333333333334%,0.16666666666666666%,6,Applying,60,Jupiter,Neptune
4,2020-05-12,09:45:00,0.25%,0.75%,6,Applying,60,Jupiter,Neptune
1,2020-05-15,06:35:00,1%,0%,6,Applying,60,Mars,Uranus
4,2020-05-15,06:35:00,1%,0%,6,Applying,60,Mars,Uranus
2,2020-05-15,06:35:00,1%,0%,6,Applying,60,Mars,Uranus
4,2020-05-22,09:25:00,1%,0%,6,Applying,60,Sun,Chiron
2,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,6,Applying,60,Sun,Chiron
1,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,6,Applying,60,Sun,Chiron
4,2020-06-08,07:55:00,0.5%,0.5%,8,Applying,60,Jupiter,Mars
4,2020-06-08,07:55:00,0.5%,0.5%,5,Applying,60,Jupiter,Neptune
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,8,Applying,60,Jupiter,Mars
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,5,Applying,60,Jupiter,Neptune
2,2020-06-08,07:55:00,1%,0%,8,Applying,60,Jupiter,Mars
2,2020-06-08,07:55:00,1%,0%,5,Applying,60,Jupiter,Neptune
3,2020-06-08,07:55:00,1%,0%,8,Applying,60,Jupiter,Mars
3,2020-06-08,07:55:00,1%,0%,5,Applying,60,Jupiter,Neptune
3,2020-06-17,08:40:00,1%,0%,5,Seperating,60,Uranus,Mercury
2,2020-06-17,08:40:00,0.6666666666666666%,0.5%,5,Seperating,60,Uranus,Mercury
1,2020-06-17,08:40:00,0.6875%,0.3125%,5,Seperating,60,Uranus,Mercury
4,2020-06-17,08:40:00,0.5%,0.5%,5,Seperating,60,Uranus,Mercury
1,2020-06-19,10:35:00,0.3333333333333333%,0.6666666666666666%,5,Seperating,60,Venus,Ceres
3,2020-07-14,07:00:00,0%,1%,4,Applying,60,Uranus,Mercury
3,2020-07-14,07:00:00,0%,1%,10,Applying,60,Uranus,Neptune
2,2020-07-14,07:00:00,0%,1%,4,Applying,60,Uranus,Mercury
2,2020-07-14,07:00:00,0%,1%,10,Applying,60,Uranus,Neptune
1,2020-07-14,07:00:00,1%,0%,4,Applying,60,Uranus,Mercury
1,2020-07-14,07:00:00,1%,0%,10,Applying,60,Uranus,Neptune
4,2020-07-14,07:00:00,1%,0%,4,Applying,60,Uranus,Mercury
4,2020-07-14,07:00:00,1%,0%,10,Applying,60,Uranus,Neptune
1,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,9,Seperating,60,Ceres,Jupiter
2,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,9,Seperating,60,Ceres,Jupiter
3,2020-08-06,01:40:00,0%,1%,9,Applying,60,Ceres,Jupiter
4,2020-08-06,01:40:00,0%,1%,9,Seperating,60,Ceres,Jupiter
