name_id,date,time,correct,displaced,degree,degree_type,symbol,body,body1
4,2019-04-25,10:05:00,0%,1%,2,Applying,60,Saturn,Uranus
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,2,Applying,60,Neptune,Saturn
4,2019-06-24,09:25:00,0.25%,0.75%,0,Seperating,60,Neptune,Saturn
4,2019-06-27,12:00:00,0%,1%,0,Applying,60,Uranus,Sun
2,2019-09-13,14:30:00,0.4166666666666667%,0.5833333333333334%,3,Applying,60,Neptune,Saturn
2,2019-09-13,14:30:00,0.4166666666666667%,0.5833333333333334%,3,Seperating,60,Neptune,Pluto
2,2019-10-05,13:07:00,0.4166666666666667%,0.4166666666666667%,2,Applying,60,Saturn,Neptune
2,2019-10-10,16:10:00,0.5833333333333334%,0.4166666666666667%,2,Applying,60,Neptune,Saturn
3,2019-08-12,09:35:00,1%,0%,3,Seperating,60,Saturn,Neptune
3,2019-08-17,13:30:00,1%,0%,3,Seperating,60,Neptune,Saturn
3,2019-08-17,13:30:00,1%,0%,3,Seperating,60,Neptune,Pluto
3,2019-09-13,14:30:00,1%,0%,3,Applying,60,Neptune,Saturn
3,2019-10-05,13:07:00,1%,0%,2,Applying,60,Saturn,Neptune
3,2019-10-10,16:10:00,0.5%,0.5%,2,Applying,60,Neptune,Saturn
4,2019-08-12,13:55:00,1%,0%,3,Seperating,60,Saturn,Neptune
4,2019-08-12,13:55:00,1%,0%,3,Seperating,60,Pluto,Neptune
4,2019-08-17,09:20:00,1%,0%,3,Seperating,60,Neptune,Saturn
4,2019-08-17,09:20:00,1%,0%,3,Applying,60,Neptune,Pluto
4,2019-09-13,15:00:00,0.5%,0.5%,3,Applying,60,Neptune,Saturn
4,2019-10-05,12:45:00,1%,0%,2,Applying,60,Saturn,Neptune
1,2019-08-12,09:35:00,0.3%,0.7%,3,Seperating,60,Saturn,Neptune
1,2019-08-17,09:20:00,0.875%,0.125%,3,Seperating,60,Saturn,Neptune
1,2019-08-17,09:20:00,0.875%,0.125%,3,Seperating,60,Pluto,Neptune
1,2019-09-13,15:00:00,0.8333333333333334%,0.16666666666666666%,3,Applying,60,Neptune,Saturn
1,2019-09-13,15:00:00,0.8333333333333334%,0.16666666666666666%,3,Seperating,60,Neptune,Pluto
1,2019-10-05,12:45:00,0.75%,0.25%,2,Applying,60,Saturn,Neptune
1,2019-10-10,15:55:00,0.125%,0.875%,2,Applying,60,Neptune,Saturn
2,2019-12-04,14:20:00,1%,0%,2,Seperating,60,Neptune,Saturn
2,2019-12-23,09:10:00,1%,0%,2,Seperating,60,Mars,Saturn
2,2019-12-23,09:10:00,1%,0%,0,Seperating,60,Mars,Pluto
2,2020-01-22,10:40:00,0.6875%,0.3125%,1,Applying,60,Jupiter,Venus
3,2019-11-28,14:40:00,0.75%,0.25%,1,Seperating,60,Jupiter,Ceres
1,2019-12-04,14:35:00,1%,0%,2,Seperating,60,Neptune,Saturn
3,2019-12-23,09:10:00,1%,0%,2,Seperating,60,Mars,Saturn
3,2019-12-23,09:10:00,1%,0%,0,Applying,60,Mars,Pluto
3,2020-01-22,10:40:00,1%,0%,1,Applying,60,Jupiter,Venus
4,2019-12-04,14:35:00,1%,0%,2,Seperating,60,Neptune,Saturn
4,2020-01-22,10:20:00,1%,0%,1,Applying,60,Jupiter,Venus
1,2019-12-04,14:35:00,1%,0%,2,Seperating,60,Neptune,Saturn
1,2019-12-23,08:50:00,0.8333333333333334%,0.16666666666666666%,2,Seperating,60,Mars,Saturn
1,2019-12-23,08:50:00,0.8333333333333334%,0.16666666666666666%,0,Seperating,60,Mars,Pluto
1,2020-01-22,10:20:00,0.5%,0.5%,1,Applying,60,Jupiter,Venus
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,2,Seperating,60,Mars,Neptune
4,2020-03-18,12:50:00,0.125%,0.875%,2,Seperating,60,Mars,Neptune
3,2020-03-18,12:50:00,1%,0%,2,Seperating,60,Mars,Neptune
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,2,Seperating,60,Mars,Neptune
2,2020-03-24,11:40:00,1%,0%,3,Seperating,60,Sun,Saturn
3,2020-05-15,06:35:00,1%,0%,0,Applying,60,Mars,Sun
1,2020-05-20,10:25:00,1%,0%,3,Applying,60,Uranus,Mars
1,2020-05-20,10:25:00,1%,0%,0,Applying,60,Uranus,Ceres
2,2020-05-20,10:25:00,0.8333333333333334%,0.16666666666666666%,3,Applying,60,Uranus,Mars
2,2020-05-20,10:25:00,0.8333333333333334%,0.16666666666666666%,0,Applying,60,Uranus,Ceres
4,2020-05-20,10:25:00,1%,0%,3,Applying,60,Uranus,Mars
4,2020-05-20,10:25:00,1%,0%,0,Applying,60,Uranus,Ceres
3,2020-05-20,10:25:00,1%,0%,3,Applying,60,Uranus,Mars
3,2020-05-20,10:25:00,1%,0%,0,Applying,60,Uranus,Ceres
3,2020-05-22,09:25:00,1%,0%,0,Applying,60,Sun,Chiron
2,2020-06-12,11:00:00,0.75%,0.25%,2,Seperating,60,Ceres,Uranus
4,2020-06-12,11:00:00,0.875%,0.125%,2,Seperating,60,Ceres,Uranus
3,2020-06-12,11:00:00,1%,0%,2,Seperating,60,Ceres,Uranus
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,2,Seperating,60,Ceres,Uranus
3,2020-06-17,08:40:00,1%,0%,2,Seperating,60,Uranus,Ceres
2,2020-06-17,08:40:00,0.6666666666666666%,0.5%,2,Seperating,60,Uranus,Ceres
1,2020-06-17,08:40:00,0.6875%,0.3125%,2,Seperating,60,Uranus,Ceres
4,2020-06-17,08:40:00,0.5%,0.5%,2,Seperating,60,Uranus,Ceres
4,2020-06-18,10:35:00,0.5%,0.5%,3,Seperating,60,Venus,Chiron
3,2020-06-19,10:35:00,0.8333333333333334%,0.16666666666666666%,3,Seperating,60,Venus,Chiron
2,2020-06-19,10:35:00,1%,0%,3,Seperating,60,Venus,Chiron
3,2020-07-14,07:00:00,0%,1%,2,Applying,60,Uranus,Ceres
2,2020-07-14,07:00:00,0%,1%,2,Applying,60,Uranus,Ceres
1,2020-07-14,07:00:00,1%,0%,2,Applying,60,Uranus,Ceres
4,2020-07-14,07:00:00,1%,0%,2,Applying,60,Uranus,Ceres
3,2020-07-17,08:55:00,1%,0%,2,Seperating,60,Venus,Mars
3,2020-07-17,08:55:00,1%,0%,3,Seperating,60,Venus,Chiron
2,2020-07-17,08:55:00,0.9166666666666666%,0.08333333333333333%,2,Seperating,60,Venus,Mars
2,2020-07-17,08:55:00,0.9166666666666666%,0.08333333333333333%,3,Seperating,60,Venus,Chiron
1,2020-07-17,08:55:00,1%,0%,2,Seperating,60,Venus,Mars
1,2020-07-17,08:55:00,1%,0%,3,Seperating,60,Venus,Chiron
4,2020-07-17,10:45:00,0.75%,0.25%,2,Seperating,60,Venus,Mars
4,2020-07-17,08:55:00,1%,0%,2,Seperating,60,Venus,Mars
4,2020-07-17,10:45:00,0.75%,0.25%,3,Seperating,60,Venus,Chiron
4,2020-07-17,08:55:00,1%,0%,3,Seperating,60,Venus,Chiron
1,2020-07-19,10:45:00,0%,1%,2,Applying,60,Mercury,Uranus
2,2020-07-19,10:45:00,0%,1%,2,Applying,60,Mercury,Uranus
3,2020-07-19,10:45:00,1%,0%,2,Applying,60,Mercury,Uranus
4,2020-07-17,10:45:00,0.75%,0.25%,2,Applying,60,Mercury,Uranus
4,2020-07-17,08:55:00,1%,0%,2,Applying,60,Mercury,Uranus
1,2020-08-01,10:40:00,1%,0%,0,Seperating,60,Jupiter,Neptune
2,2020-08-01,22:40:00,1%,0%,0,Seperating,60,Jupiter,Neptune
3,2020-08-01,10:40:00,1%,0%,0,Seperating,60,Jupiter,Neptune
4,2020-08-01,10:40:00,1%,0%,0,Seperating,60,Jupiter,Neptune
1,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,0,Seperating,60,Ceres,Uranus
2,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,0,Seperating,60,Ceres,Uranus
3,2020-08-06,01:40:00,0%,1%,0,Seperating,60,Ceres,Uranus
4,2020-08-06,01:40:00,0%,1%,0,Seperating,60,Ceres,Uranus
