name_id,date,time,correct,displaced,degree,degree_type,symbol,body,body1
2,2019-07-01,14:05:00,0.9375%,0.0625%,8,Applying,90,Venus,Chiron
2,2019-07-04,11:35:00,1%,0%,4,Applying,90,Mars,Uranus
1,2019-05-07,10:15:00,1%,0%,10,Applying,90,Mars,Chiron
1,2019-05-07,10:15:00,1%,0%,6,Seperating,90,Mars,Neptune
1,2019-06-03,11:50:00,0.5%,0.5%,6,Applying,90,Sun,Neptune
1,2019-06-25,09:15:00,0.25%,1.75%,10,Applying,90,Chiron,Saturn
1,2019-06-27,14:20:00,0.4375%,0.5625%,8,Applying,90,Uranus,Mars
1,2019-06-27,14:20:00,0.4375%,0.5625%,5,Applying,90,Uranus,Mercury
1,2019-07-01,11:05:00,0.625%,0.375%,8,Seperating,90,Venus,Neptune
1,2019-07-01,11:05:00,0.625%,0.375%,8,Applying,90,Venus,Chiron
1,2019-07-04,10:10:00,1%,0%,4,Applying,90,Mars,Uranus
3,2019-04-22,08:45:00,0.125%,0.875%,4,Seperating,90,Ceres,Neptune
3,2019-04-25,09:00:00,0.5%,0.5%,9,Applying,90,Saturn,Mercury
3,2019-04-25,09:00:00,0.5%,0.5%,9,Seperating,90,Saturn,Pluto
3,2019-04-30,08:37:00,0.875%,0.125%,5,Seperating,90,Neptune,Ceres
3,2019-04-30,08:37:00,0.875%,0.125%,5,Applying,90,Neptune,Jupiter
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,5,Applying,90,Neptune,Jupiter
4,2019-04-30,10:05:00,0.16666666666666666%,0.8333333333333334%,5,Seperating,90,Neptune,Ceres
3,2019-05-07,09:40:00,1%,0%,6,Seperating,90,Mars,Neptune
3,2019-05-07,09:40:00,1%,0%,10,Applying,90,Mars,Chiron
3,2019-06-03,11:50:00,0.6%,0.4%,6,Applying,90,Sun,Neptune
3,2019-06-27,14:20:00,0%,1%,8,Applying,90,Uranus,Mars
3,2019-06-27,14:20:00,0%,1%,5,Applying,90,Uranus,Mercury
3,2019-07-01,11:05:00,1%,0%,8,Seperating,90,Venus,Neptune
3,2019-07-01,11:05:00,1%,0%,8,Applying,90,Venus,Chiron
3,2019-07-04,10:10:00,0%,1%,4,Applying,90,Mars,Uranus
