name_id,date,time,correct,displaced,first_condition,degree,degree_type,energy,conditionbody
2,2019-12-25,11:15:00,1%,0%,Sun,10,Applying,Positive,Moon
2,2019-12-31,16:25:00,1%,0%,Neptune,6,Applying,Positive,Moon
2,2019-01-04,19:00:00,0.7916666666666666%,0.20833333333333334%,Uranus,4,Applying,Positive,Moon
2,2020-01-22,10:40:00,0.6875%,0.3125%,Jupiter,10,Applying,Positive,Moon
3,2019-10-29,13:05:00,1%,0%,Mercury,6,Applying,Positive,Moon
3,2019-10-29,13:05:00,1%,0%,Venus,4,Applying,Positive,Moon
3,2019-10-31,14:50:00,1%,0%,Ceres,4,Applying,Positive,Moon
3,2019-11-26,11:40:00,1%,0%,Sun,5,Applying,Positive,Moon
3,2019-11-28,14:40:00,0.75%,0.25%,Venus,5,Applying,Positive,Moon
3,2019-12-31,16:25:00,0.25%,0.75%,Neptune,6,Applying,Positive,Moon
3,2020-01-04,19:00:00,1%,0%,Uranus,4,Applying,Positive,Moon
3,2020-01-20,08:15:00,1%,0%,Mars,9,Applying,Positive,Moon
3,2020-01-22,10:40:00,1%,0%,Jupiter,10,Applying,Positive,Moon
4,2019-10-29,12:45:00,1%,0%,Venus,4,Applying,Positive,Moon
4,2019-10-29,12:45:00,1%,0%,Mercury,6,Applying,Positive,Moon
4,2019-10-31,09:55:00,0%,1%,Jupiter,5,Applying,Positive,Moon
4,2019-10-31,09:55:00,0%,1%,Ceres,6,Applying,Positive,Moon
4,2019-11-26,11:25:00,1%,0%,Sun,5,Applying,Positive,Moon
4,2019-12-25,10:55:00,0.5%,0.5%,Sun,10,Applying,Positive,Moon
4,2019-12-31,16:05:00,0%,1%,Neptune,7,Applying,Positive,Moon
4,2020-01-04,19:00:00,0.5%,0.5%,Uranus,4,Applying,Positive,Moon
4,2020-01-20,20:25:00,0.5%,0.5%,Mars,4,Applying,Positive,Moon
4,2020-01-22,10:20:00,1%,0%,Jupiter,10,Applying,Positive,Moon
1,2019-11-26,11:25:00,0.625%,0.375%,Sun,5,Applying,Positive,Moon
1,2019-11-28,14:15:00,1%,0%,Venus,5,Applying,Positive,Moon
1,2019-11-28,14:15:00,1%,0%,Ceres,7,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Venus,5,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Venus,5,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Ceres,7,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Ceres,7,Applying,Positive,Moon
1,2019-12-23,08:50:00,0.8333333333333334%,0.16666666666666666%,Mars,6,Applying,Positive,Moon
1,2019-12-31,16:05:00,0.5%,0.5%,Neptune,7,Applying,Positive,Moon
1,2020-01-04,19:00:00,0%,1%,Uranus,4,Applying,Positive,Moon
1,2020-01-20,08:25:00,1%,0%,Mars,9,Applying,Positive,Moon
1,2020-01-22,10:20:00,0.5%,0.5%,Jupiter,10,Applying,Positive,Moon
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,Pluto,4,Applying,Positive,Moon
4,2020-03-18,12:50:00,0.125%,0.875%,Pluto,4,Applying,Positive,Moon
3,2020-03-18,12:50:00,1%,0%,Pluto,4,Applying,Positive,Moon
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,Jupiter,4,Applying,Positive,Moon
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,Pluto,6,Applying,Positive,Moon
3,2020-03-20,09:20:00,1%,0%,Ceres,5,Applying,Positive,Moon
1,2020-03-20,09:20:00,1%,0%,Ceres,5,Applying,Positive,Moon
2,2020-03-20,09:00:00,1%,0%,Ceres,5,Applying,Positive,Moon
4,2020-03-20,09:00:00,0.5%,0.5%,Ceres,5,Applying,Positive,Moon
1,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
1,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
3,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
3,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
4,2020-04-14,11:25:00,0.5%,0.5%,Pluto,8,Applying,Positive,Moon
4,2020-04-14,11:25:00,0.5%,0.5%,Jupiter,9,Applying,Positive,Moon
2,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
2,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
3,2020-05-12,09:45:00,1%,0%,Saturn,8,Applying,Positive,Moon
1,2020-05-12,09:45:00,0.08333333333333333%,0.9166666666666666%,Saturn,8,Applying,Positive,Moon
2,2020-05-12,09:45:00,0.8333333333333334%,0.16666666666666666%,Saturn,8,Applying,Positive,Moon
4,2020-05-12,09:45:00,0.25%,0.75%,Saturn,8,Applying,Positive,Moon
3,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
1,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
4,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
2,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
1,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
2,2020-05-20,10:25:00,0.8333333333333334%,0.16666666666666666%,Uranus,6,Applying,Positive,Moon
4,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
3,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
3,2020-05-22,09:25:00,1%,0%,Sun,6,Applying,Positive,Moon
4,2020-05-22,09:25:00,1%,0%,Sun,6,Applying,Positive,Moon
2,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,Sun,6,Applying,Positive,Moon
1,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,Sun,6,Applying,Positive,Moon
4,2020-06-08,07:55:00,0.5%,0.5%,Jupiter,9,Applying,Positive,Moon
4,2020-06-08,07:55:00,0.5%,0.5%,Pluto,7,Applying,Positive,Moon
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,Jupiter,7,Applying,Positive,Moon
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,Pluto,9,Applying,Positive,Moon
2,2020-06-08,07:55:00,1%,0%,Jupiter,9,Applying,Positive,Moon
2,2020-06-08,07:55:00,1%,0%,Pluto,7,Applying,Positive,Moon
3,2020-06-08,07:55:00,1%,0%,Jupiter,9,Applying,Positive,Moon
3,2020-06-08,07:55:00,1%,0%,Pluto,7,Applying,Positive,Moon
2,2020-06-12,11:00:00,0.75%,0.25%,Mars,10,Applying,Positive,Moon
2,2020-06-12,11:00:00,0.75%,0.25%,Neptune,10,Applying,Positive,Moon
4,2020-06-12,11:00:00,0.875%,0.125%,Mars,10,Applying,Positive,Moon
4,2020-06-12,11:00:00,0.875%,0.125%,Neptune,10,Applying,Positive,Moon
3,2020-06-12,11:00:00,1%,0%,Mars,10,Applying,Positive,Moon
3,2020-06-12,11:00:00,1%,0%,Neptune,10,Applying,Positive,Moon
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,Mars,10,Applying,Positive,Moon
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,Neptune,10,Applying,Positive,Moon
3,2020-07-14,07:00:00,0%,1%,Uranus,6,Applying,Positive,Moon
2,2020-07-14,07:00:00,0%,1%,Uranus,6,Applying,Positive,Moon
1,2020-07-14,07:00:00,1%,0%,Uranus,6,Applying,Positive,Moon
4,2020-07-14,07:00:00,1%,0%,Uranus,6,Applying,Positive,Moon
1,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
2,2020-07-20,12:05:00,0.6666666666666666%,0.3333333333333333%,Sun,6,Applying,Positive,Moon
3,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
4,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
1,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Neptune,10,Applying,Positive,Moon
2,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Neptune,10,Applying,Positive,Moon
3,2020-08-06,01:40:00,0%,1%,Neptune,10,Applying,Positive,Moon
4,2020-08-06,01:40:00,0%,1%,Neptune,10,Applying,Positive,Moon
