time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres
A.D. 2018-Jan-01 12:20:00.0000 UTC,1.934034596822139,-0.48855865840214346,0.8973830490759748,1.0525358680161365,0.8984807518881242,-0.5709190261083725,-0.911827605899201,0.45367783788980964,10.918644210393047
A.D. 2018-Jan-02 12:20:00.0000 UTC,1.7913781655139607,-0.5258479561321252,0.8909386983104892,1.0541311961483013,0.8976319179315261,-0.5703269134859299,-0.911530097182867,0.45211634180801485,11.016955578248426
A.D. 2018-Jan-03 12:20:00.0000 UTC,1.646749076775673,-0.5627276606636884,0.8843914696599189,1.0557564749751838,0.8968035545816411,-0.5697337018072033,-0.9112371811140719,0.45055900251069186,11.114572224785881
A.D. 2018-Jan-04 12:20:00.0000 UTC,1.5008979530452602,-0.5991736324120981,0.8777388730629487,1.0574112074603774,0.8959953545678732,-0.569139666020082,-0.9109490494429936,0.4490057151710153,11.211419506616025
A.D. 2018-Jan-05 12:20:00.0000 UTC,1.3544660843105596,-0.635162098357482,0.8709783494151213,1.0590948808348157,0.8952070132616656,-0.5685450831037607,-0.9106658970654684,0.44745637452128917,11.307420595455875
A.D. 2018-Jan-06 12:20:00.0000 UTC,1.2080031240508702,-0.6706695163767985,0.8641073823176161,1.0608070006297836,0.8944382478980484,-0.5679502203194591,-0.910387913903899,0.4459108816824839,11.402496828605146
A.D. 2018-Jan-07 12:20:00.0000 UTC,1.061982075660495,-0.7056724843432192,0.8571235757611615,1.0625471134286368,0.893688809249799,-0.5673553272300881,-0.9101152790020813,0.44436914847255576,11.496568136978969
A.D. 2018-Jan-08 12:20:00.0000 UTC,0.9168119124077798,-0.7401477010326113,0.8500246931789718,1.064314817321093,0.8929584858308142,-0.5667606318880326,-0.9098481573224109,0.4428310991362563,11.589553476174759
A.D. 2018-Jan-09 12:20:00.0000 UTC,0.7728481752731597,-0.7740719679808769,0.8428086663377711,1.0661097630019736,0.8922471028367798,-0.5661663402307326,-0.9095866987620611,0.4412966702077611,11.681371218616137
A.D. 2018-Jan-10 12:20:00.0000 UTC,0.6304018671660441,-0.8074222152602926,0.8354735867995844,1.0679316496227662,0.8915545184367364,-0.5655726373034888,-0.9093310385314988,0.43976580939420173,11.771939498245974
A.D. 2018-Jan-11 12:20:00.0000 UTC,0.4897469227454793,-0.840175536498915,0.8280176907121181,1.069780218764355,0.890880619385933,-0.5649796891616495,-0.9090812981249558,0.43823847416995854,11.861176518815725
A.D. 2018-Jan-12 12:20:00.0000 UTC,0.35112649108850236,-0.8723092239691556,0.8204393434928039,1.0716552485321478,0.8902253170285215,-0.5643876447591083,-0.9088375863834695,0.43671463046960135,11.9490008430603
A.D. 2018-Jan-13 12:20:00.0000 UTC,0.2147582295716306,-0.903800799730744,0.8127370271092859,1.0735565485611578,0.8895885440287455,-0.5637966375391765,-0.9086000004184823,0.43519425161485165,12.035331677817888
A.D. 2018-Jan-14 12:20:00.0000 UTC,0.0808387736613067,-0.934628042388232,0.8049093300122562,1.075483955912438,0.8889702517196192,-0.563206786718398,-0.9083686263551115,0.4336773174513082,12.120089164502597
A.D. 2018-Jan-15 12:20:00.0000 UTC,-0.050452480974773464,-0.9647690110300392,0.7969549383159883,1.0774373314152514,0.8883704077455422,-0.5626181984007724,-0.9081435399649127,0.4321638135917812,12.203194679344099
A.D. 2018-Jan-16 12:20:00.0000 UTC,-0.17895017103941935,-0.9942020687517238,0.7888726262469243,1.0794165558575886,0.8877889936245726,-0.5620309667135185,-0.9079248073065155,0.43065373064077245,12.284571141451393
A.D. 2018-Jan-17 12:20:00.0000 UTC,-0.3045002389104539,-1.0229059080797922,0.7806612440167736,1.0814215254895,0.887226001922153,-0.5614451751381857,-0.9077124854911325,0.429147063293328,12.364143324683647
A.D. 2018-Jan-18 12:20:00.0000 UTC,-0.4269576081742376,-1.0508595799770248,0.7723197018238738,1.0834521464827562,0.8866814328525972,-0.5608608981532951,-0.9075066236585578,0.42764380924211753,12.44183816557398
A.D. 2018-Jan-19 12:20:00.0000 UTC,-0.5461841953953078,-1.0780425271863043,0.7638469494331507,1.085508328220203,0.8861552902658963,-0.5602782032299983,-0.9073072642019161,0.4261439678742856,12.517585060714955
A.D. 2018-Jan-20 12:20:00.0000 UTC,-0.6620472024608351,-1.1044346217958811,0.7552419514550806,1.0875899754886247,0.8856475770893334,-0.5596971531561736,-0.9071144442340393,0.4246475387788402,12.591316147263566
A.D. 2018-Jan-21 12:20:00.0000 UTC,-0.7744176428271226,-1.1300162065019241,0.746503658703582,1.0896969797231981,0.885158290325363,-0.5591178086384826,-0.9069281972670731,0.4231545200979923,12.66296656204374
A.D. 2018-Jan-22 12:20:00.0000 UTC,-0.8831690631245269,-1.1547681392678772,0.7376309757639893,1.0918292093780837,0.8846874156542143,-0.5585402311541138,-0.9067485550881481,0.4216649067392279,12.732474676304285
A.D. 2018-Jan-23 12:20:00.0000 UTC,-0.988176429101532,-1.1786718419205533,0.7286227242099603,1.09398649930049,0.8842349215744623,-0.5579644860875341,-0.906575549856151,0.4201786884250083,12.799782302000809
A.D. 2018-Jan-24 12:20:00.0000 UTC,-1.0893151516397204,-1.2017093543382815,0.7194776001219954,1.0961686387684138,0.8838007529050039,-0.5573906462604507,-0.906409216499214,0.4186958475166767,12.864834861925186
A.D. 2018-Jan-25 12:20:00.0000 UTC,-1.18646023390321,-1.2238633965700312,0.7101941243402097,1.0983753578008073,0.8833848234774002,-0.556818795987398,-0.9062495955220611,0.4172163565443147,12.927581511065
A.D. 2018-Jan-26 12:20:00.0000 UTC,-1.2794855234694715,-1.2451174404138394,0.7007705851545857,1.1006063117164804,0.8829870081050357,-0.5562490356854667,-0.9060967362809332,0.41574017545360226,12.98797519035708
