time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres,sun,moon,north_node,south_node
A.D. 2018-Jan-01 12:20:00.0000 UTC,261.5627419,250.6180857,289.4461861,285.9804887,254.8259305,155.4243339,224.9181216,248.2276406,47.66317105,250.4417527,76.95947422,135.0489658,315.0489658
A.D. 2018-Jan-02 12:20:00.0000 UTC,261.2773423,250.5224551,289.4722309,286.6314958,255.1424527,158.1188302,225.9371908,248.6363338,48.24105569,250.4779641,70.76918516,134.990729,314.990729
A.D. 2018-Jan-03 12:20:00.0000 UTC,260.9722235,250.4380523,289.4995278,287.3086219,255.4578937,160.8957676,226.9340108,249.0413546,48.81013308,250.5216333,65.07875724,134.9449268,314.9449268
A.D. 2018-Jan-04 12:20:00.0000 UTC,260.6526862,250.3648478,289.528171,288.0138971,255.7723467,163.7483383,227.9091254,249.4428344,49.37047293,250.5727434,59.32874458,134.9152557,314.9152557
A.D. 2018-Jan-05 12:20:00.0000 UTC,260.3234033,250.3028065,289.5582644,288.7495514,256.0859069,166.6680231,228.8630899,249.8409045,49.92215165,250.6312759,52.91535854,134.902655,314.902655
A.D. 2018-Jan-06 12:20:00.0000 UTC,259.9884717,250.251888,289.5899205,289.5180358,256.3986697,169.6446503,229.7964676,250.235695,50.46524999,250.6972107,44.96679807,134.9054087,314.9054087
A.D. 2018-Jan-07 12:20:00.0000 UTC,259.6514666,250.212047,289.6232602,290.3220496,256.7107308,172.6665441,230.7098254,250.6273355,50.99985116,250.7705247,33.95869489,134.9196549,314.9196549
A.D. 2018-Jan-08 12:20:00.0000 UTC,259.3154937,250.1832382,289.6584127,291.1645708,257.0221856,175.720766,231.6037312,251.0159738,51.52603982,250.8511924,17.13702905,134.9401999,314.9401999
A.D. 2018-Jan-09 12:20:00.0000 UTC,258.9832406,250.1654154,289.6955167,292.0488907,257.3331304,178.7934372,232.4787504,251.4019467,52.04390159,250.9391854,351.3679381,134.9615062,314.9615062
A.D. 2018-Jan-10 12:20:00.0000 UTC,258.6570238,250.1585196,289.7347202,292.9786533,257.6436623,181.8701266,233.3354446,251.7846531,52.55352288,251.0344721,320.7537421,134.9787049,314.9787049
A.D. 2018-Jan-11 12:20:00.0000 UTC,258.3388318,250.1624766,289.7761815,293.9578977,257.9538801,184.9362798,234.1743694,252.1648763,53.0549911,251.1370184,296.775514,134.9884707,314.9884707
A.D. 2018-Jan-12 12:20:00.0000 UTC,258.030365,250.1772085,289.8200694,294.991108,258.2638848,187.9776574,234.9960738,252.5425851,53.54839486,251.2467872,281.5788264,134.989574,314.989574
A.D. 2018-Jan-13 12:20:00.0000 UTC,257.7330711,250.2026371,289.8665644,296.0832657,258.57378,190.9807486,235.8010989,252.9178774,54.03382395,251.3637389,271.8159274,134.9829413,314.9829413
A.D. 2018-Jan-14 12:20:00.0000 UTC,257.4481763,250.2386812,289.9158578,297.239909,258.8836718,193.9331318,236.5899766,253.290868,54.51136907,251.4878305,265.0135128,134.971188,314.971188
A.D. 2018-Jan-15 12:20:00.0000 UTC,257.1767137,250.2852561,289.9681533,298.4671977,259.1936698,196.8237631,237.3632292,253.6616748,54.9811221,251.6190169,259.8582425,134.9577827,314.9577827
A.D. 2018-Jan-16 12:20:00.0000 UTC,256.9195484,250.3422725,290.023667,299.7719829,259.503887,199.6431743,238.1213689,254.0304167,55.44317592,251.7572498,255.6418704,134.9459995,314.9459995
A.D. 2018-Jan-17 12:20:00.0000 UTC,256.677399,250.4096373,290.0826281,301.16188,259.8144402,202.3835817,238.8648976,254.3972134,55.89762452,251.9024785,251.9408086,134.9380435,314.9380435
A.D. 2018-Jan-18 12:20:00.0000 UTC,256.4508572,250.4872533,290.1452792,302.6453439,260.1254505,205.0389077,239.5943065,254.7621859,56.34456299,252.0546497,248.4578307,134.934514,314.934514
A.D. 2018-Jan-19 12:20:00.0000 UTC,256.2404041,250.5750194,290.2118755,304.23174,260.4370434,207.6047273,240.3100757,255.1254556,56.78408716,252.2137072,244.9317027,134.9345443,314.9345443
A.D. 2018-Jan-20 12:20:00.0000 UTC,256.0464254,250.6728302,290.2826859,305.9314088,260.7493487,210.0781588,241.0126743,255.4871453,57.21629361,252.3795919,241.0611058,134.9363222,314.9363222
A.D. 2018-Jan-21 12:20:00.0000 UTC,255.8692238,250.7805769,290.3579926,307.7557129,261.062501,212.4577133,241.7025602,255.8473786,57.6412796,252.5522415,236.395045,134.9378977,314.9378977
A.D. 2018-Jan-22 12:20:00.0000 UTC,255.7090305,250.8981464,290.438092,309.7170528,261.3766398,214.7431191,242.3801803,256.2062801,58.05914275,252.7315907,230.0968299,134.9379311,314.9379311
A.D. 2018-Jan-23 12:20:00.0000 UTC,255.5660143,251.0254213,290.5232944,311.8288328,261.6919093,216.9351364,243.0459699,256.5639751,58.46998069,252.9175704,220.3092822,134.9361415,314.9361415
A.D. 2018-Jan-24 12:20:00.0000 UTC,255.4402908,251.1622801,290.6139247,314.1053515,262.0084589,219.0353737,243.7003527,256.9205899,58.87389076,253.1101076,202.3587317,134.9333811,314.9333811
A.D. 2018-Jan-25 12:20:00.0000 UTC,255.3319288,251.3085963,290.7103238,316.5615799,262.3264432,221.0461141,244.3437405,257.2762513,59.27096969,253.309125,167.6143608,134.931329,314.931329
A.D. 2018-Jan-26 12:20:00.0000 UTC,255.2409578,251.4642388,290.81285,319.2127846,262.6460224,222.970157,244.9765331,257.6310867,59.66131335,253.5145408,126.8902328,134.9319117,314.9319117
A.D. 2018-Jan-27 12:20:00.0000 UTC,255.1673727,251.6290715,290.921882,322.0739415,262.9673635,224.8106779,245.5991179,257.9852247,60.04501669,253.7262684,103.3907798,134.9366432,314.9366432
A.D. 2018-Jan-28 12:20:00.0000 UTC,255.1111401,251.8029532,291.0378235,325.1588821,263.2906411,226.5711071,246.2118701,258.3387953,60.42217391,253.9442163,91.31594345,134.9460692,314.9460692
A.D. 2018-Jan-29 12:20:00.0000 UTC,255.0722027,251.9857384,291.1611089,328.4791251,263.6160398,228.2550289,246.8151527,258.6919314,60.79287935,254.168289,84.09554524,134.9594398,314.9594398
A.D. 2018-Jan-30 12:20:00.0000 UTC,255.0504849,252.1772781,291.29221,332.0423699,263.9437564,229.8660999,247.4093181,259.0447702,61.15722858,254.3983881,79.07537865,134.9746768,314.9746768
A.D. 2018-Jan-31 12:20:00.0000 UTC,255.0458974,252.3774215,291.4316421,335.8506861,264.2740013,231.4079855,247.9947098,259.3974545,61.51531945,254.6344139,75.1169,134.9886461,314.9886461
A.D. 2018-Feb-01 12:20:00.0000 UTC,255.0583401,252.586016,291.5799665,339.8985332,264.607,232.8843107,248.5716629,259.7501333,61.86725211,254.8762662,71.62557879,134.9976976,314.9976976
A.D. 2018-Feb-02 12:20:00.0000 UTC,255.0877049,252.8029077,291.7377932,344.1708679,264.9429918,234.2986233,249.1405052,260.1029604,62.21312782,255.1238445,68.1938588,134.9983865,314.9983865
A.D. 2018-Feb-03 12:20:00.0000 UTC,255.1338773,253.0279409,291.9057829,348.6417338,265.2822302,235.6543665,249.7015567,260.4560942,62.55304743,255.3770481,64.42089326,134.988258,314.988258
A.D. 2018-Feb-04 12:20:00.0000 UTC,255.1967377,253.2609573,292.0846517,353.2737885,265.624983,236.9548578,250.2551291,260.8096967,62.88710984,255.6357748,59.7335119,134.9665522,314.9665522
A.D. 2018-Feb-05 12:20:00.0000 UTC,255.2761637,253.5017958,292.2751754,358.0191824,265.971534,238.2032738,250.8015248,261.163934,63.21541106,255.8999215,53.02736245,134.9346749,314.9346749
A.D. 2018-Feb-06 12:20:00.0000 UTC,255.3720315,253.7502925,292.478196,2.821979971,266.3221853,239.4026406,251.3410375,261.5189769,63.53804411,256.1693834,41.62964396,134.896279,314.896279
A.D. 2018-Feb-07 12:20:00.0000 UTC,255.4842181,254.0062808,292.6946276,7.621943733,266.6772599,240.5558298,251.873952,261.8750019,63.85509925,256.4440543,18.25125866,134.8568351,314.8568351
A.D. 2018-Feb-08 12:20:00.0000 UTC,255.6126028,254.2695917,292.9254642,12.35910299,267.0371042,241.6655572,252.400545,262.2321928,64.16666442,256.7238269,334.5863401,134.8226659,314.8226659
A.D. 2018-Feb-09 12:20:00.0000 UTC,255.7570692,254.5400539,293.1717875,16.97827355,267.4020914,242.7343858,252.9210859,262.590741,64.47282566,257.008593,298.4199844,134.799567,314.799567
A.D. 2018-Feb-10 12:20:00.0000 UTC,255.9175064,254.8174942,293.4347751,21.43270777,267.7726241,243.7647291,253.4358368,262.9508471,64.77366728,257.2982432,281.3265797,134.7913001,314.7913001
A.D. 2018-Feb-11 12:20:00.0000 UTC,256.0938106,255.101737,293.715711,25.68634114,268.1491375,244.7588561,253.9450533,263.3127215,65.06927198,257.592667,272.5948439,134.7983439,314.7983439
A.D. 2018-Feb-12 12:20:00.0000 UTC,256.2858861,255.3926049,294.0159972,29.71450221,268.5321036,245.7188983,254.4489848,263.6765854,65.35972116,257.891753,267.3161059,134.8173102,314.8173102
A.D. 2018-Feb-13 12:20:00.0000 UTC,256.4936472,255.6899188,294.3371673,33.50330777,268.9220349,246.6468562,254.9478752,264.0426723,65.64509505,258.1953894,263.6797325,134.8413822,314.8413822
A.D. 2018-Feb-14 12:20:00.0000 UTC,256.7170192,255.9934978,294.6809003,37.04817273,269.3194894,247.5446061,255.4419631,264.4112287,65.92547269,258.5034634,260.9066523,134.8615856,314.8615856
A.D. 2018-Feb-15 12:20:00.0000 UTC,256.9559394,256.3031595,295.0490364,40.35189536,269.7250757,248.4139074,255.9314823,264.7825158,66.20093207,258.8158615,258.5985093,134.8688249,314.8688249
A.D. 2018-Feb-16 12:20:00.0000 UTC,257.2103592,256.61872,295.4435949,43.42269006,270.1394588,249.2564098,256.4166622,265.1568106,66.47155011,259.1324698,256.5094729,134.856052,314.856052
A.D. 2018-Feb-17 12:20:00.0000 UTC,257.480247,256.9399938,295.8667933,46.27240975,270.5633669,250.0736603,256.8977284,265.5344069,66.73740253,259.4531737,254.4462611,134.8200359,314.8200359
A.D. 2018-Feb-18 12:20:00.0000 UTC,257.7655875,257.2667938,296.3210701,48.91507668,270.9975985,250.8671102,257.3749022,265.9156174,66.99856366,259.7778575,252.2024918,134.7622605,314.7622605
A.D. 2018-Feb-19 12:20:00.0000 UTC,258.0663746,257.5989315,296.8091099,51.36574975,271.443031,251.6381212,257.8484018,266.300774,67.25510609,260.1064047,249.4763419,134.688731,314.688731
A.D. 2018-Feb-20 12:20:00.0000 UTC,258.3826162,257.936216,297.3338732,53.63970245,271.9006304,252.3879712,258.3184412,266.6902302,67.50710029,260.4386973,245.6882614,134.6087618,314.6087618
A.D. 2018-Feb-21 12:20:00.0000 UTC,258.7143377,258.2784545,297.8986307,55.75186058,272.3714634,253.1178598,258.785231,267.0843629,67.75461415,260.7746153,239.4026584,134.5330566,314.5330566
A.D. 2018-Feb-22 12:20:00.0000 UTC,259.0615793,258.6254513,298.5070044,57.7164436,272.8567109,253.8289129,259.2489776,267.4835739,67.99771277,261.1140366,225.7939947,134.4715308,314.4715308
A.D. 2018-Feb-23 12:20:00.0000 UTC,259.4243925,258.9770079,299.1630159,59.54675711,273.3576851,254.5221874,259.7098837,267.8882937,68.23645836,261.4568366,184.3626724,134.4313388,314.4313388
A.D. 2018-Feb-24 12:20:00.0000 UTC,259.8028368,259.3329227,299.8711421,61.25509182,273.8758497,255.1986751,260.168148,268.2989848,68.47091055,261.8028881,122.9403592,134.4154836,314.4154836
A.D. 2018-Feb-25 12:20:00.0000 UTC,260.1969751,259.692991,300.6363808,62.85269577,274.412844,255.8593064,260.6239659,268.7161458,68.70112689,262.1520618,100.7595799,134.4222239,314.4222239
A.D. 2018-Feb-26 12:20:00.0000 UTC,260.6068678,260.0570057,301.4643258,64.3497951,274.9705121,256.5049551,261.0775299,269.1403173,68.92716404,262.5042261,92.18395236,134.4453219,314.4453219
A.D. 2018-Feb-27 12:20:00.0000 UTC,261.032565,260.4247573,302.361253,65.75564449,275.5509367,257.1364424,261.5290307,269.5720873,69.14907891,262.8592488,87.62747847,134.4750434,314.4750434
A.D. 2018-Feb-28 12:20:00.0000 UTC,261.4740958,260.7960354,303.3342129,67.07859466,276.1564786,257.7545417,261.9786582,270.0120973,69.36692961,263.2169974,84.66433734,134.4997333,314.4997333
A.D. 2018-Mar-01 12:20:00.0000 UTC,261.9314544,261.1706289,304.391132,68.32616814,276.7898222,258.3599831,262.4266016,270.4610478,69.58077554,263.5773403,82.43481623,134.507734,314.507734
A.D. 2018-Mar-02 12:20:00.0000 UTC,262.404584,261.548327,305.540923,69.50513714,277.4540296,258.9534576,262.8730474,270.9197041,69.79067659,263.9401467,80.53602804,134.4893903,314.4893903
A.D. 2018-Mar-03 12:20:00.0000 UTC,262.8933555,261.9289184,306.7936038,70.62159753,278.1526062,259.5356203,263.3181691,271.3889025,69.9966916,264.3052871,78.71614332,134.4388749,314.4388749
A.D. 2018-Mar-04 12:20:00.0000 UTC,263.3975436,262.3121911,308.1604162,71.68103625,278.8895818,260.1070917,263.7621479,271.8695575,70.19887679,264.6726322,76.74948203,134.3555545,314.3555545
A.D. 2018-Mar-05 12:20:00.0000 UTC,263.9168005,262.6979319,309.6539473,72.68839359,279.6696112,260.6684594,264.2053562,272.3626722,70.3972849,265.0420525,74.33688881,134.2445938,314.2445938
A.D. 2018-Mar-06 12:20:00.0000 UTC,264.4506287,263.0859261,311.2882358,73.64811992,280.4981015,261.2202798,264.6478034,272.8693505,70.59196511,265.4134182,70.92580287,134.1165272,314.1165272
A.D. 2018-Mar-07 12:20:00.0000 UTC,264.9983537,263.4759573,313.0788414,74.56422695,281.3813671,261.7630791,265.08968,273.3908123,70.78296322,265.7865995,65.16378932,133.9856576,313.9856576
A.D. 2018-Mar-08 12:20:00.0000 UTC,265.5591,263.8678081,315.0428554,75.4403353,282.3268255,262.2973563,265.5311961,273.9284099,70.97032218,266.1614662,52.49906913,133.8674051,313.8674051
A.D. 2018-Mar-09 12:20:00.0000 UTC,266.1317711,264.26126,317.1988079,76.27971719,283.3432412,262.8235846,265.9725461,274.4836479,71.15408244,266.5378888,12.48301505,133.775044,313.775044
A.D. 2018-Mar-10 12:20:00.0000 UTC,266.7150318,264.6560936,319.5664088,77.08533406,284.4410327,263.3422134,266.4139213,275.0582058,71.33428205,266.9157374,308.5200142,133.7165664,313.7165664
A.D. 2018-Mar-11 12:20:00.0000 UTC,267.3073132,265.0520901,322.1660537,77.85987066,285.6326638,263.8536698,266.8555137,275.6539635,71.51095677,267.2948829,285.9945488,133.6925554,313.6925554
A.D. 2018-Mar-12 12:20:00.0000 UTC,267.9068082,265.449023,325.0179917,78.60576506,286.933143,264.3583609,267.2975169,276.2730332,71.68414012,267.6751961,277.6777675,133.6956505,313.6956505
A.D. 2018-Mar-13 12:20:00.0000 UTC,268.5114941,265.8466761,328.1410445,79.32523531,288.3606654,264.8566747,267.7401266,276.9177956,71.85386335,268.0565486,273.434715,133.7118892,313.7118892
A.D. 2018-Mar-14 12:20:00.0000 UTC,269.1191594,266.2448254,331.5507741,80.02030284,289.9374391,265.3489818,268.1835416,277.5909439,72.0201554,268.4388124,270.8034788,133.7236786,313.7236786
A.D. 2018-Mar-15 12:20:00.0000 UTC,269.7274425,266.6432483,335.2570479,80.69281332,291.6907516,265.8356367,268.6279636,278.2955362,72.18304276,268.8218602,268.9380899,133.7136234,313.7136234
A.D. 2018-Mar-16 12:20:00.0000 UTC,270.3338786,267.041722,339.2610748,81.34445534,293.6543423,266.3169791,269.0735983,279.0350576,72.34254921,269.2055653,267.4621531,133.6683323,313.6683323
A.D. 2018-Mar-17 12:20:00.0000 UTC,270.9359527,267.4400238,343.5521894,81.97677699,295.8701525,266.7933353,269.5206553,279.8134962,72.49869533,269.589802,266.1660776,133.5813129,313.5813129
A.D. 2018-Mar-18 12:20:00.0000 UTC,271.5311568,267.8379308,348.1049396,82.59120062,298.3905145,267.2650191,269.9693489,280.6354334,72.65149756,269.9744452,264.8983215,133.4543001,313.4543001
A.D. 2018-Mar-19 12:20:00.0000 UTC,272.1170477,268.2352203,352.877295,83.18903579,301.2807818,267.7323328,270.4198977,281.5061555,72.80096708,270.3593704,263.5065295,133.2968068,313.2968068
A.D. 2018-Mar-20 12:20:00.0000 UTC,272.6913034,268.6316691,357.8108812,83.77149058,304.6222357,268.1955678,270.8725248,282.4317887,72.94710844,270.744453,261.7740578,133.1240648,313.1240648
A.D. 2018-Mar-21 12:20:00.0000 UTC,273.2517759,269.0270536,2.833869411,84.33968116,308.5146921,268.6550049,271.3274581,283.4194682,73.08991832,271.129568,259.2847872,132.9538756,312.9538756
A.D. 2018-Mar-22 12:20:00.0000 UTC,273.7965385,269.4211488,7.866486941,84.89463993,313.0773527,269.1109145,271.7849297,284.4775463,73.22938467,271.5145895,254.9791484,132.8031155,312.8031155
A.D. 2018-Mar-23 12:20:00.0000 UTC,274.3239266,269.8137282,12.82824353,85.43732266,318.444761,269.5635568,272.2451766,285.6158535,73.36548638,271.8993903,244.9474548,132.6846104,312.6846104
A.D. 2018-Mar-24 12:20:00.0000 UTC,274.8325709,270.2045635,17.64531469,85.96861486,324.7520808,270.0131818,272.7084413,286.846024,73.49819361,272.2838419,203.6159605,132.6049227,312.6049227
A.D. 2018-Mar-25 12:20:00.0000 UTC,275.3214221,270.5934244,22.25646653,86.48933786,332.1014231,270.4600303,273.1749727,288.1819042,73.62746847,272.6678148,124.1730079,132.5633466,312.5633466
A.D. 2018-Mar-26 12:20:00.0000 UTC,275.7897665,270.9800792,26.61646752,87.0002548,340.5033935,270.9043345,273.6450271,289.6400644,73.75326585,273.0511787,105.0396249,132.5521722,312.5521722
A.D. 2018-Mar-27 12:20:00.0000 UTC,276.2372333,271.3642952,30.69679783,87.50207656,349.8048739,271.3463197,274.1188701,291.2404407,73.87553391,273.4338035,98.70013806,132.5580748,312.5580748
A.D. 2018-Mar-28 12:20:00.0000 UTC,276.6637922,271.7458398,34.48418556,87.9954675,359.6475388,271.7862055,274.5967773,293.0071363,73.9942139,273.8155601,95.502868,132.5643657,312.5643657
A.D. 2018-Mar-29 12:20:00.0000 UTC,277.069742,272.1244808,37.97784835,88.48105057,9.517998633,272.2242064,275.0790355,294.9694145,74.10923881,274.1963211,93.47893265,132.5537778,312.5537778
A.D. 2018-Mar-30 12:20:00.0000 UTC,277.4556906,272.4999868,41.1862931,88.95941167,18.89432733,272.6605333,275.5659424,297.1629124,74.22053088,274.5759605,91.97625869,132.5114326,312.5114326
A.D. 2018-Mar-31 12:20:00.0000 UTC,277.8225284,272.8721274,44.12428022,89.43110335,27.39847211,273.0953931,276.0578074,299.6310838,74.32799822,274.9543538,90.69912642,132.4276007,312.4276007
A.D. 2018-Apr-01 12:20:00.0000 UTC,278.1713939,273.2406731,46.81027137,89.89664733,34.85752676,273.5289893,276.5549511,302.4268208,74.43153121,275.331378,89.46764324,132.29982,312.29982
A.D. 2018-Apr-02 12:20:00.0000 UTC,278.5036357,273.6053945,49.26446946,90.35653623,41.26892741,273.9615208,277.0577059,305.6140754,74.53099915,275.7069111,88.12684025,132.1339043,312.1339043
A.D. 2018-Apr-03 12:20:00.0000 UTC,278.8207715,273.966062,51.5074263,90.81123531,46.72869313,274.3931825,277.5664162,309.2690376,74.62624722,276.0808312,86.48323729,131.9434241,311.9434241
A.D. 2018-Apr-04 12:20:00.0000 UTC,279.1244456,274.3224458,53.55912208,91.26118421,51.37062452,274.8241649,278.0814399,313.4799187,74.71709349,276.4530175,84.20660108,131.7474534,311.7474534
A.D. 2018-Apr-05 12:20:00.0000 UTC,279.4163862,274.6743158,55.43840849,91.70679871,55.33026738,275.2546547,278.6031495,318.3435428,74.80332541,276.8233495,80.56862214,131.5668017,311.5668017
A.D. 2018-Apr-06 12:20:00.0000 UTC,279.6983655,275.0214413,57.16271498,92.14847279,58.72868307,275.6848351,279.1319331,323.9557709,74.88469539,277.1917074,73.44822534,131.4194723,311.4194723
A.D. 2018-Apr-07 12:20:00.0000 UTC,279.9721607,275.3635918,58.74793328,92.58658065,61.66764579,276.1148865,279.6681964,330.3918383,74.9609151,277.5579723,53.64181604,131.3164476,311.3164476
A.D. 2018-Apr-08 12:20:00.0000 UTC,280.2395197,275.7005369,60.20841471,93.02147847,64.23018414,276.5449869,280.212364,337.6738168,75.03164823,277.9220265,345.9849577,131.2589369,311.2589369
A.D. 2018-Apr-09 12:20:00.0000 UTC,280.5021284,276.0320463,61.55703557,93.45350612,66.48310194,276.9753125,280.7648802,345.7290352,75.0965015,278.2837533,302.0378794,131.2379596,311.2379596
A.D. 2018-Apr-10 12:20:00.0000 UTC,280.7615875,276.3578899,62.8052995,93.88298858,68.47989434,277.4060378,281.3262115,354.3570448,75.15501351,278.6430374,289.8134488,131.2363291,311.2363291
A.D. 2018-Apr-11 12:20:00.0000 UTC,281.0193885,276.6778381,63.96345586,94.3102373,70.26342082,277.837336,281.8968468,3.234666375,75.2066408,278.9997646,284.5619529,131.2325044,311.2325044
A.D. 2018-Apr-12 12:20:00.0000 UTC,281.2768973,276.9916618,65.04062302,94.73555145,71.86814259,278.2693796,282.4773001,11.97730238,75.25074018,279.3538222,281.5761625,131.2053212,311.2053212
A.D. 2018-Apr-13 12:20:00.0000 UTC,281.5353421,277.2991326,66.04490892,95.15921939,73.32191618,278.7023407,283.068112,20.23421239,75.28654576,279.7050993,279.5483664,131.1384711,311.1384711
A.D. 2018-Apr-14 12:20:00.0000 UTC,281.7958054,277.6000235,66.98352285,95.58151982,74.64740064,279.1363912,283.6698514,27.76462588,75.31313907,280.0534867,277.9669394,131.0237662,311.0237662
A.D. 2018-Apr-15 12:20:00.0000 UTC,282.0592196,277.8941086,67.86287894,96.00272294,75.86315212,279.5717029,284.2831169,34.45942106,75.32940932,280.3988772,276.5703954,130.8625529,310.8625529
A.D. 2018-Apr-16 12:20:00.0000 UTC,282.3263656,278.1811639,68.68869083,96.42309162,76.98447292,280.0084455,284.9085391,40.31640254,75.33399999,280.7411658,275.179984,130.6651104,310.6651104
A.D. 2018-Apr-17 12:20:00.0000 UTC,282.597874,278.4609672,69.46605526,96.84288198,78.02406933,280.446771,285.5467816,45.3987105,75.32523787,281.0802489,273.6210259,130.4483201,310.4483201
A.D. 2018-Apr-18 12:20:00.0000 UTC,282.8742288,278.7332972,70.19952454,97.26234343,78.99256221,280.8867522,286.198542,49.79861743,75.30103854,281.4160237,271.6475211,130.2322017,310.2322017
A.D. 2018-Apr-19 12:20:00.0000 UTC,283.1557724,278.9979326,70.89317009,97.68171845,79.89888529,281.3290452,286.8645544,53.61408129,75.2587792,281.7483872,268.7899467,130.0360897,310.0360897
A.D. 2018-Apr-20 12:20:00.0000 UTC,283.4427128,279.2546521,71.55063875,98.10124268,80.75059783,281.7733321,287.5455913,56.93653037,75.19512381,282.0772361,263.8697622,129.8752223,309.8752223
A.D. 2018-Apr-21 12:20:00.0000 UTC,283.7351332,279.5032333,72.17520177,98.52114521,81.55413155,282.2198946,288.2424675,59.84594819,75.10577637,282.4024662,252.7116414,129.7583063,309.7583063
A.D. 2018-Apr-22 12:20:00.0000 UTC,284.0330013,279.7434532,72.7697987,98.9416493,82.31498772,282.6689336,288.9560437,62.40992282,74.98512188,282.7239733,212.2503501,129.6863415,309.6863415
A.D. 2018-Apr-23 12:20:00.0000 UTC,284.33618,279.9750883,73.33707777,99.36297354,83.0378963,283.1206281,289.6872302,64.68453259,74.82568743,283.041653,139.6313052,129.6527354,309.6527354
A.D. 2018-Apr-24 12:20:00.0000 UTC,284.6444376,280.1979156,73.87943254,99.78533307,83.72694518,283.5751563,290.4369907,66.71590099,74.61730962,283.3554022,118.3548999,129.6445781,309.6445781
A.D. 2018-Apr-25 12:20:00.0000 UTC,284.9574578,280.4117131,74.39903527,100.208941,84.38568583,284.0326984,291.2063458,68.54185267,74.34580508,283.6651192,110.9178611,129.6448458,309.6448458
A.D. 2018-Apr-26 12:20:00.0000 UTC,285.274849,280.6162611,74.89786544,100.634009,85.01721937,284.4934382,291.996376,70.19342558,73.99076667,283.9707047,107.0609114,129.635236,309.635236
A.D. 2018-Apr-27 12:20:00.0000 UTC,285.5961521,280.8113419,75.37773414,101.0607482,85.62426683,284.9575624,292.808224,71.6961604,73.52173707,284.2720612,104.5445788,129.5992881,309.5992881
A.D. 2018-Apr-28 12:20:00.0000 UTC,285.9208488,280.9967406,75.8403045,101.489369,86.20922683,285.4252614,293.643098,73.07116145,72.89117951,284.5690935,102.6151701,129.5253852,309.5253852
A.D. 2018-Apr-29 12:20:00.0000 UTC,286.2483682,281.1722448,76.28710806,101.9200811,86.77422262,285.8967286,294.5022744,74.33595278,72.02063179,284.8617086,100.9292835,129.4091647,309.4091647
A.D. 2018-Apr-30 12:20:00.0000 UTC,286.5780931,281.3376445,76.71955711,102.3530935,87.32114041,286.3721603,295.3871004,75.50516154,70.77091028,285.1498149,99.27924233,129.2548044,309.2548044
A.D. 2018-May-01 12:20:00.0000 UTC,286.9093656,281.4927315,77.13895466,102.7886139,87.85166125,286.851755,296.2989977,76.59106235,68.87011745,285.4333223,97.49087752,129.0746967,309.0746967
A.D. 2018-May-02 12:20:00.0000 UTC,287.2414927,281.6372999,77.54650348,103.2268488,88.36728801,287.3357145,297.2394663,77.60401138,65.7099822,285.7121421,95.35844799,128.8872651,308.8872651
A.D. 2018-May-03 12:20:00.0000 UTC,287.5737505,281.7711458,77.94331349,103.6680041,88.86936804,287.8242433,298.2100879,78.55279219,59.62372486,285.9861872,92.55877875,128.7131445,308.7131445
A.D. 2018-May-04 12:20:00.0000 UTC,287.9053886,281.8940676,78.33040893,104.112285,89.35911269,288.3175492,299.2125288,79.44489289,44.3384178,286.2553718,88.45911218,128.5705215,308.5705215
A.D. 2018-May-05 12:20:00.0000 UTC,288.2356327,282.005866,78.70873547,104.5598968,89.83761429,288.8158439,300.2485428,80.28672944,352.5205388,286.5196119,81.53727602,128.4708133,308.4708133
A.D. 2018-May-06 12:20:00.0000 UTC,288.5636879,282.1063447,79.0791673,105.011045,90.30586085,289.319343,301.3199735,81.08382621,296.727262,286.7788256,67.16492772,128.4158953,308.4158953
A.D. 2018-May-07 12:20:00.0000 UTC,288.8887407,282.1953105,79.44251339,105.465936,90.76474869,289.828267,302.4287543,81.84096222,280.0393313,287.0329327,30.25908428,128.3977436,308.3977436
A.D. 2018-May-08 12:20:00.0000 UTC,289.2099599,282.2725739,79.79952325,105.9247772,91.21509322,290.3428408,303.5769089,82.56229037,273.5741712,287.2818553,336.7572422,128.400469,308.400469
A.D. 2018-May-09 12:20:00.0000 UTC,289.5264983,282.3379492,80.15089235,106.3877777,91.65763853,290.8632946,304.7665491,83.25143535,270.2643888,287.5255175,312.0282028,128.4041201,308.4041201
A.D. 2018-May-10 12:20:00.0000 UTC,289.8374932,282.3912554,80.49726684,106.8551485,92.09306565,291.3898644,305.9998715,83.91157418,268.2870191,287.7638465,301.6108347,128.3891895,308.3891895
A.D. 2018-May-11 12:20:00.0000 UTC,290.1420665,282.4323162,80.83924713,107.3271029,92.52199965,291.9227917,307.2791516,84.54550266,266.9898598,287.9967717,295.9234344,128.3407163,308.3407163
A.D. 2018-May-12 12:20:00.0000 UTC,290.439325,282.4609613,81.17739124,107.8038569,92.94501614,292.4623245,308.6067341,85.1556909,266.0850843,288.224226,292.137858,128.2511204,308.2511204
A.D. 2018-May-13 12:20:00.0000 UTC,290.7283595,282.4770271,81.51221815,108.2856297,93.36264731,293.0087175,309.9850211,85.74433039,265.4266537,288.4461456,289.2073312,128.121302,308.121302
A.D. 2018-May-14 12:20:00.0000 UTC,291.0082445,282.4803578,81.84421031,108.7726442,93.7753871,293.5622321,311.4164548,86.31337322,264.9327768,288.6624707,286.6309424,127.9599604,307.9599604
