time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres,sun,moon,north_node,south_node
A.D. 2018-Sep-12 12:20:00.0000 UTC,282.8783587,238.317978,141.0741851,224.8195066,170.7762002,61.39003124,100.0309814,151.1025431,270.4346227,275.7151495,249.1309767,124.3290107,304.3290107
A.D. 2018-Sep-13 12:20:00.0000 UTC,281.8565993,238.2737689,141.6184366,225.4873663,171.9279159,62.04877448,100.5181381,152.107022,270.5232846,275.4168778,237.0090402,124.1551351,304.1551351
A.D. 2018-Sep-14 12:20:00.0000 UTC,280.8276485,238.2451376,142.1592592,226.1425772,173.0824731,62.69732867,101.00846,153.1244941,270.6123482,275.1177356,223.7501637,123.9787563,303.9787563
A.D. 2018-Sep-15 12:20:00.0000 UTC,279.7946788,238.2325674,142.6966895,226.7854432,174.2391627,63.33603351,101.5021811,154.1547785,270.7018218,274.8177559,209.3924756,123.8175396,303.8175396
A.D. 2018-Sep-16 12:20:00.0000 UTC,278.7604365,238.2365563,143.2307777,227.4162652,175.3972668,63.96522257,101.9995394,155.197662,270.7917138,274.5169697,194.3130881,123.6867826,303.6867826
A.D. 2018-Sep-17 12:20:00.0000 UTC,277.7272806,238.2576169,143.7615849,228.0353405,176.5560614,64.58522307,102.500777,156.252897,270.8820325,274.2154054,179.1828176,123.5961293,303.5961293
A.D. 2018-Sep-18 12:20:00.0000 UTC,276.697223,238.2962755,144.2891819,228.6429622,177.7148193,65.19635577,103.0061401,157.3202014,270.9727857,273.9130899,164.7139263,123.5471612,303.5471612
A.D. 2018-Sep-19 12:20:00.0000 UTC,275.6719674,238.3530716,144.813648,229.2394191,178.8728132,65.79893497,103.5158798,158.3992575,271.0639812,273.610048,151.3777973,123.5325538,303.5325538
A.D. 2018-Sep-20 12:20:00.0000 UTC,274.6529447,238.428557,145.3350695,229.8249947,180.0293186,66.39326826,104.0302513,159.4897112,271.1556262,273.3063034,139.3096187,123.5372069,303.5372069
A.D. 2018-Sep-21 12:20:00.0000 UTC,273.6413456,238.5232946,145.8535398,230.3999672,181.1836166,66.97965668,104.549515,160.5911722,271.2477275,273.0018778,128.3935754,123.5411741,303.5411741
A.D. 2018-Sep-22 12:20:00.0000 UTC,272.6381739,238.6378565,146.3691582,230.9646096,182.3349973,67.55839483,105.0739364,161.7032138,271.3402915,272.696792,118.3903444,123.523931,303.523931
A.D. 2018-Sep-23 12:20:00.0000 UTC,271.6442603,238.7728225,146.8820289,231.5191885,183.4827621,68.12977078,105.6037866,162.8253731,271.4333239,272.3910652,109.0228413,123.4689609,303.4689609
A.D. 2018-Sep-24 12:20:00.0000 UTC,270.6602747,238.9287769,147.3922601,232.0639648,184.6262267,68.69406618,106.1393426,163.9571512,271.5268299,272.0847153,100.0122614,123.367611,303.367611
A.D. 2018-Sep-25 12:20:00.0000 UTC,269.686762,239.1063061,147.8999628,232.5991929,185.7647235,69.25155646,106.6808874,165.0980144,271.620814,271.7777594,91.08243566,123.2211224,303.2211224
A.D. 2018-Sep-26 12:20:00.0000 UTC,268.724163,239.3059961,148.4052492,233.1251208,186.8976037,69.80251095,107.2287111,166.2473952,271.7152804,271.4702138,81.94817739,123.0403408,303.0403408
A.D. 2018-Sep-27 12:20:00.0000 UTC,267.7728306,239.5284296,148.9082312,233.6419901,188.0242399,70.34719312,107.783111,167.4046929,271.8102331,271.1620951,72.29692701,122.8431821,302.8431821
A.D. 2018-Sep-28 12:20:00.0000 UTC,266.8330451,239.7741836,149.4090192,234.150036,189.1440274,70.8858611,108.3443923,168.5692759,271.9056763,270.8534206,61.77167244,122.6505215,302.6505215
A.D. 2018-Sep-29 12:20:00.0000 UTC,265.905028,240.0438276,149.907721,234.6494882,190.2563871,71.4187683,108.9128692,169.7404836,272.0016152,270.5442098,49.97098456,122.4816528,302.4816528
A.D. 2018-Sep-30 12:20:00.0000 UTC,264.9889536,240.3379217,150.4044413,235.1405713,191.3607663,71.94616393,109.4888651,170.917628,272.0980566,270.2344851,36.50335628,122.3504435,302.3504435
A.D. 2018-Oct-01 12:20:00.0000 UTC,264.0849597,240.657015,150.899281,235.6235048,192.456641,72.4682934,110.072713,172.0999966,272.1950088,269.924273,21.15748199,122.262919,302.262919
A.D. 2018-Oct-02 12:20:00.0000 UTC,263.1931564,241.0016431,151.3923371,236.0985045,193.5435169,72.98539875,110.664756,173.2868544,272.2924825,269.6136046,4.200094942,122.2165449,302.2165449
A.D. 2018-Oct-03 12:20:00.0000 UTC,262.3136342,241.3723265,151.8837037,236.5657818,194.6209305,73.49771868,111.2653468,174.4774471,272.3904905,269.3025164,346.566432,122.2010979,302.2010979
A.D. 2018-Oct-04 12:20:00.0000 UTC,261.4464703,241.7695676,152.3734726,237.0255444,195.6884502,74.00548831,111.8748479,175.671004,272.4890473,268.9910499,329.5356554,122.2007585,302.2007585
A.D. 2018-Oct-05 12:20:00.0000 UTC,260.5917346,242.1938473,152.8617354,237.4779956,196.7456766,74.5089388,112.4936308,176.8667408,272.5881688,268.6792519,314.0434099,122.1969591,302.1969591
A.D. 2018-Oct-06 12:20:00.0000 UTC,259.7494944,242.645621,153.3485865,237.9233346,197.7922428,75.00829709,113.1220766,178.0638635,272.6878717,268.3671739,300.3528303,122.1715313,302.1715313
A.D. 2018-Oct-07 12:20:00.0000 UTC,258.919819,243.1253117,153.8341265,238.361755,198.8278146,75.50378552,113.7605759,179.2615723,272.7881726,268.0548715,288.2422084,122.1097489,302.1097489
A.D. 2018-Oct-08 12:20:00.0000 UTC,258.1027835,243.6333023,154.3184655,238.7934454,199.8520893,75.99562186,114.4095294,180.4590638,272.8890882,267.7424038,277.302586,122.0028962,302.0028962
A.D. 2018-Oct-09 12:20:00.0000 UTC,257.2984729,244.1699255,154.8017265,239.218589,200.8647959,76.48402025,115.0693496,181.6555361,272.9906351,267.4298326,267.1081636,121.8499946,301.8499946
A.D. 2018-Oct-10 12:20:00.0000 UTC,256.506986,244.7354514,155.2840468,239.637364,201.8656944,76.96919222,115.7404616,182.8501918,273.0928303,267.1172222,257.2704761,121.6583517,301.6583517
A.D. 2018-Oct-11 12:20:00.0000 UTC,255.7284386,245.3300743,155.765578,240.0499446,202.8545753,77.45134774,116.4233037,184.0422416,273.1956913,266.8046387,247.438942,121.4426843,301.4426843
A.D. 2018-Oct-12 12:20:00.0000 UTC,254.9629676,245.9538983,156.2464848,240.4565008,203.8312589,77.93069598,117.1183281,185.2309079,273.2992366,266.4921496,237.2873878,121.2227628,301.2227628
A.D. 2018-Oct-13 12:20:00.0000 UTC,254.2107335,246.606923,156.7269422,240.8571991,204.7955946,78.40744566,117.8260003,186.4154278,273.4034852,266.1798234,226.5071816,121.019818,301.019818
A.D. 2018-Oct-14 12:20:00.0000 UTC,253.4719245,247.2890305,157.2071334,241.2522017,205.7474593,78.88180516,118.5467992,187.5950567,273.5084564,265.8677292,214.8230104,120.8523133,300.8523133
A.D. 2018-Oct-15 12:20:00.0000 UTC,252.7467599,247.999973,157.6872478,241.6416673,206.6867569,79.35398256,119.2812165,188.769071,273.6141699,265.5559367,202.0485464,120.731986,300.731986
A.D. 2018-Oct-16 12:20:00.0000 UTC,252.0354938,248.7393615,158.1674788,242.02575,207.6134162,79.82418564,120.0297566,189.9367705,273.7206452,265.2445162,188.1879675,120.6611196,300.6611196
A.D. 2018-Oct-17 12:20:00.0000 UTC,251.3384197,249.5066555,158.6480229,242.4046001,208.52739,80.29262186,120.792936,191.0974807,273.8279016,264.9335386,173.5400056,120.6317655,300.6317655
A.D. 2018-Oct-18 12:20:00.0000 UTC,250.6558751,250.3011537,159.1290789,242.7783634,209.4286535,80.75949873,121.5712835,192.2505557,273.9359586,264.6230757,158.6919152,120.6272133,300.6272133
A.D. 2018-Oct-19 12:20:00.0000 UTC,249.9882466,251.1219863,159.610848,243.1471819,210.3172035,81.22502397,122.3653398,193.3953795,274.0448354,264.3132004,144.3253294,120.6254891,300.6254891
A.D. 2018-Oct-20 12:20:00.0000 UTC,249.3359758,251.9681079,160.0935325,243.5111933,211.1930567,81.68940578,123.1756567,194.5313685,274.1545512,264.0039864,130.9477717,120.6040795,300.6040795
A.D. 2018-Oct-21 12:20:00.0000 UTC,248.6995647,252.838292,160.5773357,243.8705315,212.0562481,82.15285288,124.0027966,195.6579719,274.2651246,263.695508,118.7571457,120.5448557,300.5448557
A.D. 2018-Oct-22 12:20:00.0000 UTC,248.0795831,253.7311277,161.0624609,244.2253257,212.9068298,82.61557494,124.8473319,196.7746733,274.3765742,263.3878401,107.6849766,120.4379871,300.4379871
A.D. 2018-Oct-23 12:20:00.0000 UTC,247.4766756,254.6450198,161.5491106,244.5757015,213.7448698,83.07778281,125.709844,197.8809915,274.488918,263.081058,97.50901529,120.2839819,300.2839819
A.D. 2018-Oct-24 12:20:00.0000 UTC,246.8915706,255.5781913,162.0374846,244.9217798,214.57045,83.53968884,126.5909226,198.9764805,274.6021739,262.7752374,87.94101875,120.093314,300.093314
A.D. 2018-Oct-25 12:20:00.0000 UTC,246.3250901,256.5286906,162.5277785,245.2636777,215.3836652,84.00150758,127.4911643,200.06073,274.7163599,262.4704551,78.66662035,119.8838482,299.8838482
A.D. 2018-Oct-26 12:20:00.0000 UTC,245.7781612,257.4944038,163.0201825,245.6015087,216.1846222,84.46345643,128.4111715,201.1333653,274.8314948,262.1667894,69.34877997,119.6767971,299.6767971
A.D. 2018-Oct-27 12:20:00.0000 UTC,245.2518291,258.4730708,163.5148792,245.9353834,216.9734382,84.92575655,129.3515506,202.194047,274.9475986,261.8643214,59.60967153,119.4922651,299.4922651
A.D. 2018-Oct-28 12:20:00.0000 UTC,244.7472728,259.4623063,164.0120433,246.26541,217.750241,85.3886337,130.31291,203.2424714,275.0646939,261.5631364,49.00337427,119.3454247,299.3454247
A.D. 2018-Oct-29 12:20:00.0000 UTC,244.2658217,260.4596236,164.5118416,246.5916955,218.5151682,85.85231885,131.2958572,204.2783698,275.1828059,261.2633247,37.00023781,119.2440357,299.2440357
A.D. 2018-Oct-30 12:20:00.0000 UTC,243.8089745,261.4624598,165.014433,246.9143455,219.2683671,86.31704838,132.3009952,205.3015084,275.3019625,260.9649824,23.03948617,119.1875668,299.1875668
A.D. 2018-Oct-31 12:20:00.0000 UTC,243.3784195,262.4682024,165.5199701,247.2334645,220.0099931,86.78306402,133.3289184,206.3116877,275.4221945,260.6682115,6.769930755,119.1678132,299.1678132
A.D. 2018-Nov-01 12:20:00.0000 UTC,242.976058,263.4742153,166.0286005,247.5491554,220.7402094,87.25061267,134.3802085,207.3087407,275.5435345,260.3731199,348.5496747,119.1706934,299.1706934
A.D. 2018-Nov-02 12:20:00.0000 UTC,242.6040289,264.4778639,166.5404696,247.8615195,221.4591861,87.71994631,135.4554298,208.2925323,275.6660169,260.0798209,329.7800182,119.1788282,299.1788282
A.D. 2018-Nov-03 12:20:00.0000 UTC,242.2647364,265.4765396,167.0557232,248.1706554,222.1670983,88.19132219,136.555125,209.2629576,275.7896772,259.7884327,312.261455,119.1744989,299.1744989
A.D. 2018-Nov-04 12:20:00.0000 UTC,241.9608795,266.4676814,167.5745089,248.4766596,222.8641254,88.66500314,137.6798097,210.2199393,275.9145518,259.4990777,297.0522166,119.1426071,299.1426071
A.D. 2018-Nov-05 12:20:00.0000 UTC,241.6954838,267.4487957,168.0969794,248.7796253,223.5504495,89.14125855,138.8299677,211.1634268,276.0406777,259.211882,284.2076743,119.0732626,299.0732626
A.D. 2018-Nov-06 12:20:00.0000 UTC,241.4719347,268.4174742,168.6232937,249.0796436,224.2262555,89.62036561,140.0060451,212.0933941,276.1680932,258.9269751,273.2661728,118.9636219,298.9636219
A.D. 2018-Nov-07 12:20:00.0000 UTC,241.2940108,269.3714084,169.1536192,249.3768037,224.8917299,90.102611,141.2084449,213.0098385,276.2968378,258.6444893,263.6703488,118.8186105,298.8186105
A.D. 2018-Nov-08 12:20:00.0000 UTC,241.1659155,270.3084025,169.688131,249.6711934,225.5470614,90.58829214,142.4375193,213.91278,276.4269531,258.3645591,254.9255422,118.650264,298.650264
A.D. 2018-Nov-09 12:20:00.0000 UTC,241.0923037,271.2263841,170.2270121,249.9628992,226.1924403,91.07771843,143.6935623,214.8022594,276.5584821,258.0873211,246.6156334,118.4756423,298.4756423
A.D. 2018-Nov-10 12:20:00.0000 UTC,241.0783002,272.1234134,170.7704515,250.2520068,226.8280581,91.57121219,144.9768013,215.6783375,276.6914696,257.8129125,238.3728986,118.3135709,298.3135709
A.D. 2018-Nov-11 12:20:00.0000 UTC,241.1295047,272.9976908,171.3186427,250.5386008,227.4541077,92.06910929,146.2873879,216.5410939,276.8259617,257.541471,229.8389463,118.180778,298.180778
A.D. 2018-Nov-12 12:20:00.0000 UTC,241.2519745,273.8475636,171.871782,250.8227645,228.0707823,92.57176,147.6253896,217.3906251,276.962006,257.2731342,220.6277916,118.0882647,298.0882647
A.D. 2018-Nov-13 12:20:00.0000 UTC,241.4521764,274.6715305,172.430067,251.10458,228.6782752,93.07952969,148.9907806,218.2270435,277.0996507,257.0080391,210.3005041,118.0388404,298.0388404
A.D. 2018-Nov-14 12:20:00.0000 UTC,241.7368939,275.4682446,172.9936951,251.3841274,229.2767793,93.59279979,150.3834326,219.0504758,277.2389451,256.7463217,198.379289,118.0264839,298.0264839
A.D. 2018-Nov-15 12:20:00.0000 UTC,242.113075,276.236514,173.5628634,251.6614858,229.8664866,94.111969,151.8031064,219.8610613,277.3799396,256.4881172,184.468507,118.0376978,298.0376978
A.D. 2018-Nov-16 12:20:00.0000 UTC,242.5876005,276.9753002,174.1377671,251.9367321,230.4475877,94.63745446,153.2494441,220.658951,277.5226853,256.2335598,168.5639561,118.0545646,298.0545646
A.D. 2018-Nov-17 12:20:00.0000 UTC,243.1669554,277.6837142,174.7185997,252.2099418,231.0202718,95.16969318,154.7219605,221.444306,277.6672344,255.9827821,151.4329947,118.0587822,298.0587822
A.D. 2018-Nov-18 12:20:00.0000 UTC,243.8567849,278.3610111,175.3055519,252.4811885,231.5847259,95.70914342,156.2200366,222.2172964,277.8136397,255.7359149,134.5257337,118.0356591,298.0356591
A.D. 2018-Nov-19 12:20:00.0000 UTC,244.6613252,279.0065832,175.8988114,252.7505439,232.1411349,96.25628641,157.7429139,222.9780999,277.9619551,255.493087,119.168683,117.9770919,297.9770919
A.D. 2018-Nov-20 12:20:00.0000 UTC,245.5827132,279.6199523,176.4985615,253.018078,232.689681,96.8116282,159.2896897,223.726901,278.1122351,255.2544245,105.8997035,117.8829788,297.8829788
A.D. 2018-Nov-21 12:20:00.0000 UTC,246.6202035,280.200762,177.10498,253.2838583,233.2305433,97.3757017,160.8593144,224.4638895,278.2645351,255.0200504,94.55945659,117.7607881,297.7607881
A.D. 2018-Nov-22 12:20:00.0000 UTC,247.7693538,280.7487714,177.7182366,253.547951,233.7638978,97.94906913,162.4505893,225.1892594,278.4189121,254.7900843,84.68638594,117.62349,297.62349
A.D. 2018-Nov-23 12:20:00.0000 UTC,249.0212795,281.2638489,178.3384908,253.8104208,234.2899168,98.53232491,164.0621676,225.9032083,278.5754249,254.5646429,75.76907968,117.4865606,297.4865606
A.D. 2018-Nov-24 12:20:00.0000 UTC,250.3621162,281.7459686,178.9658897,254.0713357,234.8087698,99.12609907,165.6925568,226.6059365,278.7341358,254.343841,67.32129782,117.3648229,297.3648229
A.D. 2018-Nov-25 12:20:00.0000 UTC,251.7728443,282.1952061,179.6005664,254.3307925,235.3206239,99.73106047,167.3401236,227.2976474,278.8951114,254.1277929,58.86446819,117.2697765,297.2697765
A.D. 2018-Nov-26 12:20:00.0000 UTC,253.229618,282.6117347,180.2426388,254.5889081,235.8256448,100.3479196,169.0030999,227.9785475,279.0584238,253.9166132,49.86861735,117.2078578,297.2078578
A.D. 2018-Nov-27 12:20:00.0000 UTC,254.7046775,282.9958184,180.8922108,254.8454609,236.3239969,100.9774311,170.6795929,228.6488462,279.2241501,253.7104182,39.66831865,117.1797924,297.1797924
A.D. 2018-Nov-28 12:20:00.0000 UTC,256.1678213,283.3478044,181.5493735,255.1007425,236.8158436,101.6203962,172.3675966,229.3087554,279.3923725,253.5093258,27.37673789,117.1809502,297.1809502
A.D. 2018-Nov-29 12:20:00.0000 UTC,257.588287,283.6681128,182.2142076,255.354817,237.3013465,102.2776652,174.065007,229.9584887,279.5631775,253.3134549,11.92865349,117.2024807,297.2024807
A.D. 2018-Nov-30 12:20:00.0000 UTC,258.9367896,283.9572266,182.8867857,255.6077355,237.7806648,102.9501413,175.7696376,230.5982599,279.7366551,253.1229254,352.6869903,117.2329744,297.2329744
A.D. 2018-Dec-01 12:20:00.0000 UTC,260.1874139,284.2156811,183.5671739,255.8595588,238.2539548,103.6387844,177.4792386,231.2282823,279.912899,252.9378567,330.9326203,117.2604069,297.2604069
A.D. 2018-Dec-02 12:20:00.0000 UTC,261.3190909,284.4440543,184.2554335,256.1103495,238.7213694,104.3446167,179.1915156,231.8487678,280.0920064,252.7583677,310.1407389,117.2741171,297.2741171
A.D. 2018-Dec-03 12:20:00.0000 UTC,262.3164862,284.6429587,184.9516222,256.3601708,239.1830579,105.0687289,180.9041504,232.4599262,280.2740783,252.5845762,292.9901438,117.2665591,297.2665591
A.D. 2018-Dec-04 12:20:00.0000 UTC,263.1702554,284.8130335,185.6557946,256.6090858,239.6391667,105.8122861,182.6148219,233.0619654,280.4592206,252.4165988,279.6962148,117.2345655,297.2345655
A.D. 2018-Dec-05 12:20:00.0000 UTC,263.8767404,284.954938,186.3680015,256.8571577,240.089839,106.5765348,184.3212258,233.6550908,280.6475436,252.25455,269.3121729,117.1798883,297.1798883
A.D. 2018-Dec-06 12:20:00.0000 UTC,264.437256,285.0693458,187.0882899,257.1044505,240.5352154,107.3628098,186.0210955,234.2395058,280.839163,252.0985425,260.8655308,117.108852,297.108852
A.D. 2018-Dec-07 12:20:00.0000 UTC,264.8571428,285.156941,187.8167025,257.351029,240.9754343,108.172542,187.7122216,234.8154121,281.0342001,251.9486866,253.6325684,117.0310958,297.0310958
A.D. 2018-Dec-08 12:20:00.0000 UTC,265.1447452,285.2184139,188.5532773,257.596959,241.4106325,109.0072657,189.3924703,235.3830099,281.2327819,251.8050899,247.0958346,116.9575912,296.9575912
A.D. 2018-Dec-09 12:20:00.0000 UTC,265.310438,285.2544592,189.2980457,257.8423076,241.8409451,109.8686265,191.0598015,235.9424974,281.435041,251.6678567,240.85698,116.8983181,296.8983181
A.D. 2018-Dec-10 12:20:00.0000 UTC,265.3657743,285.2657732,190.0510308,258.0871423,242.2665052,110.7583895,192.7122821,236.4940714,281.6411156,251.5370871,234.5609068,116.8601042,296.8601042
A.D. 2018-Dec-11 12:20:00.0000 UTC,265.3227936,285.2530539,190.8122461,258.3315313,242.687444,111.6784477,194.3480993,237.0379261,281.8511494,251.4128774,227.8268881,116.8451767,296.8451767
A.D. 2018-Dec-12 12:20:00.0000 UTC,265.1934929,285.2170006,191.5816948,258.5755434,243.1038908,112.6308324,195.9655713,237.574254,282.0652918,251.2953188,220.1701337,116.8508354,296.8508354
A.D. 2018-Dec-13 12:20:00.0000 UTC,264.9894488,285.1583136,192.3593681,258.8192477,243.5159727,113.6177219,197.5631556,238.1032448,282.2836982,251.1844981,210.8972295,116.8703151,296.8703151
A.D. 2018-Dec-14 12:20:00.0000 UTC,264.7215663,285.0776948,193.1452441,259.0627135,243.9238145,114.6414524,199.1394541,238.6250856,282.5065302,251.0804966,198.9881147,116.8945945,296.8945945
A.D. 2018-Dec-15 12:20:00.0000 UTC,264.3999304,284.9758478,193.9392873,259.3060105,244.3275388,115.7045277,200.6932166,239.1399604,282.7339559,250.9833907,183.1507366,116.9146081,296.9146081
A.D. 2018-Dec-16 12:20:00.0000 UTC,264.0337331,284.853478,194.7414474,259.5492083,244.7272658,116.80963,202.2233426,239.6480503,282.9661501,250.8932513,162.749187,116.9233452,296.9233452
A.D. 2018-Dec-17 12:20:00.0000 UTC,263.6312576,284.7112924,195.5516594,259.7923772,245.123113,117.9596298,203.7288798,240.1495333,283.2032949,250.8101438,139.9632052,116.9171179,296.9171179
A.D. 2018-Dec-18 12:20:00.0000 UTC,263.1998987,284.5500004,196.3698422,260.0355872,245.5151958,119.1575951,205.2090219,240.6445839,283.44558,250.7341273,119.3381621,116.8960148,296.8960148
A.D. 2018-Dec-19 12:20:00.0000 UTC,262.746209,284.3703137,197.1958978,260.2789087,245.9036264,120.4067993,206.6631039,241.1333731,283.6932033,250.6652548,103.2776724,116.8634076,296.8634076
A.D. 2018-Dec-20 12:20:00.0000 UTC,262.275959,284.1729478,198.029709,260.5224121,246.2885146,121.7107279,208.090596,241.6160682,283.9463712,250.6035724,91.24686805,116.8247595,296.8247595
A.D. 2018-Dec-21 12:20:00.0000 UTC,261.7942045,283.958624,198.8711362,260.7661684,246.6699667,123.0730808,209.4910957,242.0928321,284.2053007,250.5491191,81.93327764,116.7861851,296.7861851
A.D. 2018-Dec-22 12:20:00.0000 UTC,261.3053567,283.728074,199.7200159,261.0102506,247.0480875,124.4977731,210.8643204,242.5638248,284.4702211,250.5019282,74.26038858,116.7531312,296.7531312
A.D. 2018-Dec-23 12:20:00.0000 UTC,260.8132523,283.4820444,200.5761588,261.2547348,247.4229801,125.9889275,212.2100997,243.0292033,284.7413764,250.4620279,67.46038248,116.7294187,296.7294187
A.D. 2018-Dec-24 12:20:00.0000 UTC,260.3212182,283.2213009,201.4393493,261.4997013,247.794748,127.5508591,213.5283673,243.4891238,285.0190277,250.4294437,60.93871891,116.7167656,296.7167656
A.D. 2018-Dec-25 12:20:00.0000 UTC,259.8321326,282.9466305,202.3093472,261.7452351,248.1634951,129.1880488,214.8191541,243.9437415,285.3034538,250.4041991,54.12804557,116.7147916,296.7147916
A.D. 2018-Dec-26 12:20:00.0000 UTC,259.3484783,282.6588409,203.1858904,261.9914249,248.5293257,130.9051036,216.0825798,244.3932106,285.5949514,250.3863164,46.32546101,116.7214088,296.7214088
A.D. 2018-Dec-27 12:20:00.0000 UTC,258.8723911,282.358758,204.0686977,262.2383623,248.8923435,132.7067013,217.3188444,244.8376838,285.8938348,250.3758162,36.45061759,116.7334602,296.7334602
A.D. 2018-Dec-28 12:20:00.0000 UTC,258.4057023,282.0472227,204.9574722,262.4861406,249.2526507,134.59752,218.5282194,245.2773108,286.200436,250.3727169,22.67110864,116.747458,296.747458
A.D. 2018-Dec-29 12:20:00.0000 UTC,257.9499771,281.725087,205.8519042,262.7348553,249.6103474,136.582145,219.7110393,245.7122381,286.515106,250.3770342,2.33416887,116.7602947,296.7602947
A.D. 2018-Dec-30 12:20:00.0000 UTC,257.5065486,281.3932112,206.7516721,262.984604,249.9655323,138.6649503,220.8676923,246.1426087,286.8382165,250.3887807,334.9717819,116.7698075,296.7698075
A.D. 2018-Dec-31 12:20:00.0000 UTC,257.0765481,281.0524607,207.656443,263.2354874,250.318305,140.8499502,221.9986128,246.5685622,287.1701613,250.4079662,307.9312918,116.7751007,296.7751007
A.D. 2019-Jan-01 12:20:00.0000 UTC,256.6609313,280.7037041,208.5658739,263.4876101,250.6687981,143.1406196,223.1042741,246.9902354,287.5113587,250.4345967,288.247147,116.7765645,296.7765645
A.D. 2019-Jan-02 12:20:00.0000 UTC,256.2605025,280.3478109,209.4796124,263.7410814,251.0172021,145.5396822,224.1851824,247.4077627,287.8622536,250.4686758,275.2218459,116.7755837,296.7755837
A.D. 2019-Jan-03 12:20:00.0000 UTC,255.875934,279.9856496,210.3972971,263.9960162,251.3631281,148.0488683,225.2418712,247.8212768,288.2233193,250.5102036,266.2456583,116.7739946,296.7739946
A.D. 2019-Jan-04 12:20:00.0000 UTC,255.5077842,279.6180853,211.318557,264.252535,251.7071378,150.6686468,226.2748955,248.2309085,288.5950593,250.5591769,259.5772234,116.7734177,296.7734177
A.D. 2019-Jan-05 12:20:00.0000 UTC,255.1565132,279.2459784,212.243013,264.5107646,252.0492237,153.3979479,227.2848276,248.6367875,288.9780093,250.6155892,254.2363203,116.7746503,296.7746503
A.D. 2019-Jan-06 12:20:00.0000 UTC,254.8224957,278.8701823,213.1702789,264.7708387,252.3894627,156.2338904,228.2722531,249.0390423,289.3727403,250.6794307,249.6490283,116.7773247,296.7773247
A.D. 2019-Jan-07 12:20:00.0000 UTC,254.5060331,278.4915419,214.0999613,265.0328978,252.7279452,159.1715338,229.2377674,249.4378006,289.7798595,250.7506879,245.4374237,116.7799599,296.7799599
A.D. 2019-Jan-08 12:20:00.0000 UTC,254.2073633,278.1108913,215.0316602,265.2970895,253.0647643,162.2036887,230.1819714,249.8331883,290.2000138,250.8293433,241.3029867,116.7804385,296.7804385
A.D. 2019-Jan-09 12:20:00.0000 UTC,253.9266693,277.7290525,215.9649701,265.5635688,253.4000141,165.3208121,231.1054695,250.2253284,290.6338921,250.9153753,236.946267,116.7768065,296.7768065
A.D. 2019-Jan-10 12:20:00.0000 UTC,253.6640874,277.3468338,216.8994805,265.8324988,253.7337894,168.51102,232.0088663,250.6143281,291.0822292,251.0087583,231.9811133,116.7681284,296.7681284
A.D. 2019-Jan-11 12:20:00.0000 UTC,253.4197136,276.9650283,217.8347767,266.1040506,254.0661847,171.7602353,232.892764,250.9994801,291.5458086,251.1094622,225.7922834,116.7550389,296.7550389
A.D. 2019-Jan-12 12:20:00.0000 UTC,253.1936097,276.584412,218.7704405,266.3784043,254.397295,175.0524862,233.7577606,251.3836032,292.025467,251.2174522,217.2317501,116.739854,296.739854
A.D. 2019-Jan-13 12:20:00.0000 UTC,252.9858086,276.2057428,219.7060519,266.6557497,254.7272149,178.3703476,234.6044482,251.7640108,292.5220989,251.3326895,203.9400761,116.726048,296.726048
A.D. 2019-Jan-14 12:20:00.0000 UTC,252.7963188,275.8297587,220.6411888,266.9362867,255.0560394,181.6954984,235.4334106,252.1417914,293.0366607,251.4551302,181.5263676,116.7173531,296.7173531
A.D. 2019-Jan-15 12:20:00.0000 UTC,252.6251283,275.4571757,221.5754289,267.2202264,255.383863,185.0093568,236.2452227,252.5170628,293.5701767,251.5847258,148.4629447,116.7166928,296.7166928
A.D. 2019-Jan-16 12:20:00.0000 UTC,252.4722083,275.088687,222.5083503,267.5077921,255.7107804,188.293738,237.0404487,252.889942,294.1237446,251.7214229,118.3039752,116.7252999,296.7252999
A.D. 2019-Jan-17 12:20:00.0000 UTC,252.3375161,274.7249613,223.439531,267.7992205,256.0368857,191.531476,237.8196409,253.2605451,294.6985426,251.8651625,99.60471841,116.7422291,296.7422291
A.D. 2019-Jan-18 12:20:00.0000 UTC,252.2209984,274.3666426,224.3685492,268.0947638,256.3622735,194.7069589,238.583339,253.628987,295.2958373,252.0158805,88.39142469,116.7643698,296.7643698
A.D. 2019-Jan-19 12:20:00.0000 UTC,252.122594,274.0143512,225.2949823,268.3946921,256.687039,197.8065398,239.3320687,253.9953824,295.9169934,252.1735074,80.94086099,116.7869269,296.7869269
A.D. 2019-Jan-20 12:20:00.0000 UTC,252.0422372,273.668685,226.2184066,268.6992973,257.0112798,200.8188012,240.0663423,254.3598466,296.5634847,252.3379699,75.39015083,116.8042433,296.8042433
A.D. 2019-Jan-21 12:20:00.0000 UTC,251.9798617,273.3302219,227.1383991,269.0088961,257.3350965,203.7346736,240.7866593,254.7224968,297.236906,252.5091922,70.78683695,116.8107985,296.8107985
A.D. 2019-Jan-22 12:20:00.0000 UTC,251.9354032,272.9995202,228.0545401,269.3238325,257.6585945,206.5474227,241.4935078,255.083453,297.9389832,252.6870973,66.55045859,116.8022196,296.8022196
A.D. 2019-Jan-23 12:20:00.0000 UTC,251.9088017,272.6771179,228.9664178,269.6444788,257.9818828,209.2525284,242.1873651,255.442838,298.671584,252.8716078,62.20890541,116.7761552,296.7761552
