time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres,sun,moon
A.D. 2018-Sep-22 12:20:00.0000 UTC,272.63817388092417,238.637856546996,146.36915816943232,230.9646095512875,182.33499728378646,67.55839482952051,105.07393638858842,161.7032138454301,271.34029148369456,272.69679201157015,118.39034439156693
A.D. 2018-Sep-23 12:20:00.0000 UTC,271.64426029465807,238.7728225256674,146.88202885790378,231.51918849108262,183.4827621259527,68.12977078147689,105.60378664222263,162.82537312901258,271.4333239092836,272.391065189348,109.0228412821738
A.D. 2018-Sep-24 12:20:00.0000 UTC,270.66027469323114,238.9287768632796,147.39226008260192,232.06396477482886,184.62622672313225,68.69406618467869,106.13934259235157,163.9571512311714,271.5268298876171,272.0847153101768,100.01226136945473
A.D. 2018-Sep-25 12:20:00.0000 UTC,269.68676201746496,239.10630608698338,147.89996278896666,232.59919285603908,185.76472345847924,69.25155645545567,106.6808874294862,165.09801444990262,271.6208139990117,271.7777593672047,91.08243565974071
A.D. 2018-Sep-26 12:20:00.0000 UTC,268.7241630036104,239.3059961332139,148.40524922252175,233.12512078234496,186.89760374391682,69.80251094712165,107.22871114856852,166.24739517670136,271.7152804174445,271.4702138210364,81.94817738986255
A.D. 2018-Sep-27 12:20:00.0000 UTC,267.772830609688,239.5284296075449,148.90823124903548,233.64199005063648,188.02423990935097,70.34719312310881,107.78311101389444,167.40469288658304,271.8102330938128,271.16209512504383,72.29692701305338
A.D. 2018-Sep-28 12:20:00.0000 UTC,266.8330451491226,239.7741835593948,149.40901920237138,234.1500359694696,189.1440274318357,70.88586109920551,108.34439232222506,168.56927591453896,271.9056762899474,270.8534206152934,61.771672438774026
A.D. 2018-Sep-29 12:20:00.0000 UTC,265.9050280370836,240.04382756331032,149.90772103296547,234.6494882287609,190.25638705874889,71.41876830474492,108.91286919902092,169.74048357875316,272.00161523206725,270.5442097512532,49.97098455625051
A.D. 2018-Sep-30 12:20:00.0000 UTC,264.9889536304151,240.33792174935925,150.40444134200146,235.14057127260654,191.36076629458503,71.94616392835947,109.4888650549446,170.9176280293205,272.0980565582155,270.234485052039,36.50335628429546
A.D. 2018-Oct-01 12:20:00.0000 UTC,264.08495967397704,240.6570150004962,150.89928097190182,235.62350483830156,192.45664099091977,72.46829339945455,110.0727129788425,172.09999657967853,272.1950087598941,269.92427295918645,21.157481994586906
A.D. 2018-Oct-02 12:20:00.0000 UTC,263.1931563761522,241.00164309223237,151.39233711007225,236.0985044758711,193.54351685255463,72.9853987535831,110.66475596645971,173.28685438767678,272.2924824790456,269.61360463849843,4.200094942339529
A.D. 2018-Oct-03 12:20:00.0000 UTC,262.3136341581749,241.3723264683317,151.8837037223546,236.5657817760073,194.62093049655087,73.49771867748473,111.2653468249084,174.47744714917388,272.3904904742687,269.3025164178136,346.56643202233766
A.D. 2018-Oct-04 12:20:00.0000 UTC,261.4464702922232,241.7695675590542,152.3734726357079,237.02554436744282,195.68845024636283,74.00548830597813,111.87484791353266,175.67100402409866,272.4890473165725,268.99104992593254,329.53565540874513
A.D. 2018-Oct-05 12:20:00.0000 UTC,260.59173456628014,242.19384734618453,152.86173540033923,237.47799564363154,196.74567659273757,74.50893880302333,112.49363084179636,176.86674075745842,272.5881688392469,268.67925189741385,314.0434098550118
A.D. 2018-Oct-06 12:20:00.0000 UTC,259.7494943687067,242.64562100591263,153.3485864626075,237.9233345542131,197.79224280029428,75.00829709165879,113.12207661355588,178.06386352174601,272.68787167138487,268.3671738794013,300.3528303241188
A.D. 2018-Oct-07 12:20:00.0000 UTC,258.9198189916062,243.1253117039776,153.83412648670333,238.36175502538785,198.827814586413,75.5037855206797,113.76057586194182,179.26157226657187,272.7881726208351,268.0548715364791,288.2422083855168
A.D. 2018-Oct-08 12:20:00.0000 UTC,258.10278351606786,243.63330232047593,154.3184655372044,238.79344543116244,199.85208928409077,75.99562186183711,114.40952939531324,180.45906383133743,272.8890882349232,267.7424038204894,277.30258596208614
A.D. 2018-Oct-09 12:20:00.0000 UTC,257.2984729438599,244.16992548192619,154.80172652070874,239.21858895405728,200.86479585315894,76.48402024542972,115.06934960419451,181.65553613749333,272.99063511947844,267.4298326054644,267.1081635536419
A.D. 2018-Oct-10 12:20:00.0000 UTC,256.5069859924705,244.7354514212104,155.28404680987938,239.63736398967689,201.86569436118145,76.96919222180006,115.74046156883092,182.85019182728175,273.09283027031313,267.11722217846983,257.27047608140657
A.D. 2018-Oct-11 12:20:00.0000 UTC,255.72843863359955,245.3300743455684,155.76557804115288,240.0499445716737,202.85457527533748,77.45134774471003,116.42330370196426,184.04224163767609,273.1956913049393,266.80463866843496,247.43894200246118
A.D. 2018-Oct-12 12:20:00.0000 UTC,254.96296756169738,245.9538982793801,156.24648477859836,240.45650082328004,203.83125892893872,77.93069598052767,117.11832808549923,185.2309078689077,273.2992366111937,266.4921495977971,237.28738783806324
A.D. 2018-Oct-13 12:20:00.0000 UTC,254.21073349811584,246.60692296872455,156.7269421821051,240.857199069194,204.79559460413984,78.40744566389067,117.82600032818635,186.41542777939753,273.40348520359765,266.1798234296442,226.5071816061792
A.D. 2018-Oct-14 12:20:00.0000 UTC,253.471924549189,247.2890304926801,157.20713343979799,241.2522017232777,205.74745934172032,78.88180516082178,118.54679920692837,187.59505670373375,273.5084564444092,265.8677292452454,214.8230103611007
A.D. 2018-Oct-15 12:20:00.0000 UTC,252.7467599289371,247.99997302764046,157.68724781954901,241.64166726405395,206.68675689237674,79.35398256237126,119.28121649142223,188.76907099477413,273.61416991201656,265.5559367392409,202.04854642932347
A.D. 2018-Oct-16 12:20:00.0000 UTC,252.03549383928032,248.73936152876232,158.16747882727032,242.02575002797852,207.61341621304265,79.82418563661612,120.02975655197037,189.93677047596603,273.72064517201596,265.2445162016417,188.1879675297715
A.D. 2018-Oct-17 12:20:00.0000 UTC,251.33841972083832,249.5066554537494,158.64802289143708,242.40460008173818,208.52738997534595,80.29262186340372,120.79293598733007,191.0974807308348,273.8279016302116,264.9335385794016,173.54000559986542
A.D. 2018-Oct-18 12:20:00.0000 UTC,250.65587507839334,250.30115366713315,159.12907892874182,242.7783633804661,209.42865350424702,80.75949872690099,121.57128353716485,192.25055565121232,273.93595862327345,264.62307571459417,158.69191518450634
A.D. 2018-Oct-19 12:20:00.0000 UTC,249.98824663411602,251.12198633054194,159.6108479577407,243.1471818513194,210.3172035383052,81.22502397403147,122.3653398058614,193.3953795204863,274.04483543496303,264.3132004340524,144.32532937278538
A.D. 2018-Oct-20 12:20:00.0000 UTC,249.33597581466807,251.96810794336238,160.09353247522782,243.51119333113724,211.19305673161725,81.68940577646093,123.17565667841338,194.53136852131803,274.1545511717312,264.0039864271626,130.94777166365645
A.D. 2018-Oct-21 12:20:00.0000 UTC,248.69956474959375,252.83829196755738,160.57733567926084,243.87053145738795,212.05624810534314,82.15285287986198,124.00279656590328,195.6579719091637,274.2651245978076,263.69550802096336,118.75714573153849
A.D. 2018-Oct-22 12:20:00.0000 UTC,248.07958310613893,253.73112771026518,161.06246094049172,244.22532574030635,212.9068298492114,82.61557494373145,124.84733185339987,196.77467333704155,274.37657416651865,263.38784010130854,107.6849766490787
A.D. 2018-Oct-23 12:20:00.0000 UTC,247.47667562105735,254.64501982791737,161.54911064016096,244.57570148971996,213.74486982266419,83.07778280961692,125.70984402840305,197.88099152454132,274.48891798819983,263.0810579781451,97.50901528902409
A.D. 2018-Oct-24 12:20:00.0000 UTC,246.89157064464055,255.57819128096318,162.0374845813112,244.9217797709412,214.57044999265233,83.539688842737,126.59092262868731,198.97648051663182,274.6021739030783,262.77523741051243,87.94101875474419
A.D. 2018-Oct-25 12:20:00.0000 UTC,246.32509014377618,256.52869061340334,162.5277785426967,245.26367767640917,215.3836652447036,84.0015075761463,127.49116431382048,200.0607300234874,274.7163599181752,262.4704550869257,78.666620348559
A.D. 2018-Oct-26 12:20:00.0000 UTC,245.77816117018884,257.49440381042444,163.02018251401452,245.6015087035234,216.1846221700329,84.46345643123054,128.4111714993605,201.13336531178712,274.831494765606,262.1667893815556,69.34877997099619
A.D. 2018-Oct-27 12:20:00.0000 UTC,245.2518290995349,258.47307084229345,163.51487919641278,245.9353833630785,216.9734381533718,84.92575655247975,129.35155060917958,202.19404704540366,274.94759862187067,261.8643214317458,59.609671531854346
A.D. 2018-Oct-28 12:20:00.0000 UTC,244.74727283143886,259.4623062965777,164.01204334853625,246.26541001259633,217.7502409510056,85.3886337015975,130.31291001828998,203.2424713758908,275.06469392411185,261.5631364363723,49.00337426925422
A.D. 2018-Oct-29 12:20:00.0000 UTC,244.26582174858612,260.4596235929316,164.51184162593432,246.59169550451665,218.51516824772878,85.85231884625611,131.29585720561974,204.27836975544648,275.18280587222966,261.26332472079963,37.00023780860551
A.D. 2018-Oct-30 12:20:00.0000 UTC,243.80897446619701,261.46245981594694,165.01443304001018,246.9143455108311,219.26836708119046,86.31704837614052,132.30099518606966,205.30150844424324,275.3019625186753,260.9649823843492,23.039486165035854
A.D. 2018-Oct-31 12:20:00.0000 UTC,243.37841949036306,262.46820242658515,165.51997008116354,247.23346449737545,220.00999306844756,86.78306402276417,133.3289184300486,206.31168770359298,275.4221944904824,260.66821149077566,6.769930755060142
A.D. 2018-Nov-01 12:20:00.0000 UTC,242.97605798194516,263.47421525368355,166.0286004713322,247.54915543493095,220.74020944419456,87.2506126665886,134.38020851414342,207.30874070180812,275.5435344927896,260.3731198914769,348.549674739468
A.D. 2018-Nov-02 12:20:00.0000 UTC,242.60402889853358,264.4778638840614,166.54046964738458,247.86151946556888,221.4591860982456,87.71994631128214,135.45542984583622,208.2925323393343,275.6660168947759,260.0798208912832,329.7800181799507
A.D. 2018-Nov-03 12:20:00.0000 UTC,242.26473639555843,265.4765395912674,167.05572316518519,248.17065544684615,222.16709830550084,88.19132218636094,136.5551250053025,209.26295755370697,275.7896772128469,259.7884326821643,312.26145499568463
A.D. 2018-Nov-04 12:20:00.0000 UTC,241.96087947872272,266.46768135293223,167.5745089254801,248.4766595643317,222.86412536376946,88.66500314389437,137.6798097165832,210.21993932372538,275.91455177864475,259.4990776890899,297.05221658306635
A.D. 2018-Nov-05 12:20:00.0000 UTC,241.69548376078026,267.44879569799053,168.0969794121311,248.7796252711989,223.55044954090198,89.14125854690502,138.82996767178187,211.16342684789487,276.04067770111567,259.21188202845855,284.2076742918896
A.D. 2018-Nov-06 12:20:00.0000 UTC,241.4719346649709,268.4174741698804,168.62329373630507,249.07964360009288,224.22625546323025,89.62036561176376,140.00604510588195,212.0933940678964,276.16809315359336,258.92697510196825,273.2661728170065
A.D. 2018-Nov-07 12:20:00.0000 UTC,241.29401083818368,269.37140837258704,169.15361916119758,249.37680373853883,224.8917299132472,90.10261100455469,141.208444906724,213.00983854678088,276.29683783313885,258.6444892516215,263.6703488128575
A.D. 2018-Nov-08 12:20:00.0000 UTC,241.16591554230098,270.3084025044044,169.68813098805822,249.67119339410058,225.5470614318696,90.58829214160372,142.43751931687726,213.9127800194796,276.4269530895327,258.3645591197361,254.92554221608316
A.D. 2018-Nov-09 12:20:00.0000 UTC,241.0923036681383,271.22638414446567,170.22701207238984,249.9628991935904,226.19244026292225,91.07771842985508,143.6935623116893,214.80225938446839,276.5584820588241,258.08732106529067,246.615633419399
A.D. 2018-Nov-10 12:20:00.0000 UTC,241.0783002137545,272.123413440692,170.77045151980394,250.2520068097794,226.82805812561023,91.57121218826514,144.97680125080052,215.67833753229587,276.69146955108,257.8129124751971,238.37289859896248
A.D. 2018-Nov-11 12:20:00.0000 UTC,241.1295047200941,272.9976908319161,171.31864271880366,250.53860079661968,227.4541076896925,92.0691092893338,146.2873878556737,216.5410938512858,276.8259617173507,257.5414710215322,229.83894626826782
A.D. 2018-Nov-12 12:20:00.0000 UTC,241.25197452675744,273.8475635943209,171.8717820424963,250.8227645380757,228.07078229063112,92.57176000378237,147.62538963835217,217.39062505989818,276.96200596122515,257.27313424638055,220.6277915928393
A.D. 2018-Nov-13 12:20:00.0000 UTC,241.45217638004038,274.6715304847237,172.43006699845031,251.1045799612495,228.67827523084142,93.0795296901948,148.99078061832282,218.22704350329124,277.09965065522584,257.008039090147,210.3005040503552
A.D. 2018-Nov-14 12:20:00.0000 UTC,241.7368939086296,275.4682445874788,172.99369514852734,251.38412744055577,229.27677934071343,93.59279979002285,150.3834325544988,219.0504757535713,277.23894510636114,256.74632168780914,198.37928902849416
A.D. 2018-Nov-15 12:20:00.0000 UTC,242.11307497102388,276.2365140020618,173.56286337447102,251.6614857668306,229.8664866096218,94.11196899579923,151.80310644230462,219.86106127674338,277.37993959305163,256.48811724251243,184.4685070057795
A.D. 2018-Nov-16 12:20:00.0000 UTC,242.58760045334043,276.9753001800838,174.13776707448483,251.936732062476,230.4475877368013,94.63745445809627,153.24944409360828,220.65895099442676,277.52268531425443,256.2335598087512,168.56395607336225
A.D. 2018-Nov-17 12:20:00.0000 UTC,243.16695537970253,277.6837142024739,174.7185996824124,252.2099417554224,231.02027181658784,95.1696931758868,154.72196047155543,221.44430603387767,277.66723438907957,255.98278206164483,151.43299469009318
A.D. 2018-Nov-18 12:20:00.0000 UTC,243.85678491405255,278.36101114497785,175.30555194275595,252.48118846003032,231.5847259339227,95.70914341907282,156.22003659628152,222.21729640281026,277.81363974288695,255.73591489746607,134.52573368196352
A.D. 2018-Nov-19 12:20:00.0000 UTC,244.6613252055143,279.0065832264484,175.89881138197262,252.7505439216491,232.14113489949762,96.25628640683884,157.74291386216854,222.97809988716634,277.9619551048346,255.49308702784091,119.16868299552294
A.D. 2018-Nov-20 12:20:00.0000 UTC,245.58271322512408,279.6199522722127,176.4985614983329,253.01807795860898,232.68968096387258,96.81162819795895,159.28968971710438,223.72690096323151,278.11223506852167,255.25442453642705,105.89970353431255
A.D. 2018-Nov-21 12:20:00.0000 UTC,246.62020354914435,280.20076204876426,177.1049800011861,253.2838583474718,233.23054332936226,97.37570170497641,160.85931437145877,224.46388947287272,278.2645351422092,255.02005039057158,94.55945659221537
A.D. 2018-Nov-22 12:20:00.0000 UTC,247.76935376648018,280.74877142246896,177.71823662086513,253.54795098917285,233.763897800636,97.94906912718183,162.45058925595728,225.18925944597245,278.4189121181083,254.79008425777724,84.68638593889783
A.D. 2018-Nov-23 12:20:00.0000 UTC,249.02127947789054,281.26384891356776,178.33849082699712,253.8104208333253,234.2899167928445,98.53232491020466,164.06216755630106,225.90320829769874,278.5754249134053,254.56464287846146,75.76907968457574
A.D. 2018-Nov-24 12:20:00.0000 UTC,250.3621161984119,281.74596855122104,178.96588973446399,254.0713357014465,234.80876976629276,99.12609907301027,165.6925568493653,226.60593647805646,278.73413577397685,254.34384104317024,67.32129781566312
A.D. 2018-Nov-25 12:20:00.0000 UTC,251.77284431697112,282.1952061420651,179.6005663888813,254.33079250304752,235.32062391275426,99.7310604658298,167.3401236464974,227.29764741687382,278.8951114315226,254.1277929105824,58.864468186349605
A.D. 2018-Nov-26 12:20:00.0000 UTC,253.2296179520513,282.61173471147987,180.24263880005557,254.58890806327582,235.82564479880767,100.34791957214212,169.00309993942315,227.97854751250455,279.0584237749169,253.91661322766274,49.868617351508156
A.D. 2018-Nov-27 12:20:00.0000 UTC,254.70467753859825,282.9958184319157,180.8922107719714,254.8454609040303,236.3239969152116,100.97743107510092,170.679592859258,228.64884619490158,279.224150067688,253.7104182234454,39.66831865397181
A.D. 2018-Nov-28 12:20:00.0000 UTC,256.1678213278284,283.3478043972832,181.5493734830752,255.1007424908143,236.8158435951056,101.62039617078449,172.36759663145432,229.308755408291,279.3923724953028,253.5093257604377,27.37673789263691
A.D. 2018-Nov-29 12:20:00.0000 UTC,257.58828696974234,283.66811282472264,182.21420761892185,255.35481700741488,237.3013464732317,102.2776652306584,174.06500695570298,229.9584886507641,279.5631774726171,253.31345492683187,11.928653494578285
A.D. 2018-Nov-30 12:20:00.0000 UTC,258.9367896355789,283.9572266357739,182.886785705858,255.60773551751996,237.7806648098886,102.95014129153569,175.76963763694778,230.5982598684062,279.7366551306081,253.12292539337776,352.68699026636887
A.D. 2018-Dec-01 12:20:00.0000 UTC,260.1874139096211,284.21568109957906,183.56717388265,255.85955875512184,238.25395482202296,103.63878436799463,177.47923862189182,231.2282823164051,279.912899040647,252.93785669551445,330.9326202761489
A.D. 2018-Dec-02 12:20:00.0000 UTC,261.31909088255725,284.44405432813505,184.25543351462258,256.1103495057415,238.72136937236215,104.34461673918447,179.19151561211953,231.8487678035992,280.09200638091244,252.75836770816792,310.14073890904564
A.D. 2018-Dec-03 12:20:00.0000 UTC,262.3164861591734,284.64295873192367,184.95162224432502,256.360170800864,239.18305792119438,105.06872890438892,180.9041504362793,232.45992622161185,280.2740783247757,252.58457624557877,292.9901438162342
A.D. 2018-Dec-04 12:20:00.0000 UTC,263.1702553680782,284.8130335213448,185.65579458169117,256.6090857513777,239.63916672333752,105.8122860684796,182.61482185074001,233.0619653664866,280.459220550711,252.4165987644456,279.6962147858256
A.D. 2018-Dec-05 12:20:00.0000 UTC,263.8767403826977,284.95493797401815,186.36800146888095,256.8571576881497,240.0898390089233,106.576534750622,184.32122576645452,233.6550907674771,280.6475435501364,252.25454996947533,269.31217287621496
A.D. 2018-Dec-06 12:20:00.0000 UTC,264.4372560315893,285.0693458447068,187.08828985503482,257.1044504903441,240.53521537100238,107.36280982258197,186.02109552808747,234.2395058178351,280.8391629816548,252.0985424899029,260.86553084522757
A.D. 2018-Dec-07 12:20:00.0000 UTC,264.85714275769817,285.156940989478,187.81670248838432,257.3510289631924,240.97543429705098,108.17254202778963,187.71222157045517,234.8154121448087,281.03420007755693,251.9486866153629,253.6325684072583
A.D. 2018-Dec-08 12:20:00.0000 UTC,265.14474521921903,285.2184139389192,188.55327728171912,257.59695903000124,241.41063254412552,109.00726571196142,189.39247029191554,235.3830098607693,281.23278186234415,251.80508991893103,247.0958346055596
A.D. 2018-Dec-09 12:20:00.0000 UTC,265.3104379792561,285.2544591592536,189.29804568444507,257.84230759852886,241.84094514138087,109.86862652790626,191.05980150565097,235.94249742858952,281.43504101152325,251.66785665729543,240.8569800420755
A.D. 2018-Dec-10 12:20:00.0000 UTC,265.3657742800935,285.2657731895896,190.05103075463725,258.08714229042494,242.26650522045517,110.7583894556346,192.71228213189042,236.4940713620251,281.64111563110885,251.537087145354,234.56090678616397
A.D. 2018-Dec-11 12:20:00.0000 UTC,265.32279356245783,285.2530539463756,190.81224608850792,258.3315313302064,242.68744401079627,111.67844774641009,194.34809931584184,237.03792613694776,281.8511493972436,251.4128773944421,227.826888054268
A.D. 2018-Dec-12 12:20:00.0000 UTC,265.1934928948869,285.2170005965841,191.58169477601803,258.575543445888,243.10389078000085,112.63083240383705,195.96557134421602,237.574254034173,282.06529177585037,251.29531883813468,220.17013374637676
A.D. 2018-Dec-13 12:20:00.0000 UTC,264.9894487654913,285.15831360161656,192.35936807367318,258.81924773176917,243.51597266603468,113.61772193664177,197.5631556125087,238.10324484765408,282.2836981896846,251.18449806327988,210.89722946929317
A.D. 2018-Dec-14 12:20:00.0000 UTC,264.721566331402,285.07769483654147,193.14524412917982,259.0627135365163,243.92381451129145,114.64145237765648,199.13945405678672,238.62508559372063,282.50653020244664,251.08049658078951,198.98811467572543
A.D. 2018-Dec-15 12:20:00.0000 UTC,264.39993036917724,284.9758478391994,193.93928726586705,259.306010458972,244.3275388275202,115.70452767212593,200.6932166353373,239.13996038096886,282.7339558675885,250.9833906950891,183.15073658459102
A.D. 2018-Dec-16 12:20:00.0000 UTC,264.03373312383644,284.85347796035813,194.7414473938864,259.54920833963763,244.72726576318718,116.8096300205072,202.2233426262121,239.64805029745983,282.96615008283436,250.89325133451547,162.74918703620008
A.D. 2018-Dec-17 12:20:00.0000 UTC,263.63125757249503,284.7112924110725,195.5516593571185,259.7923772105172,245.12311302505802,117.95962984052215,203.7288798223832,240.1495332636671,283.2032949233327,250.81014378273306,139.96320523269705
A.D. 2018-Dec-18 12:20:00.0000 UTC,263.19989866388113,284.55000041347586,196.36984216705116,260.0355872370158,245.5151957657439,119.15759507040644,205.20902188363,240.64458386118977,283.44558004543615,250.73412732449157,119.33816210947028
A.D. 2018-Dec-19 12:20:00.0000 UTC,262.7462090261716,284.37031373522143,197.1958978441934,260.27890870561953,245.9036264385191,120.40679933649812,206.66310393070583,241.13337312099011,283.69320326043345,250.6652548433874,103.27767241041636
A.D. 2018-Dec-20 12:20:00.0000 UTC,262.27595904412317,284.17294776909586,198.02970901353405,260.52241206483416,246.28851455034888,121.71072787520096,208.09059602678272,241.61606816067916,283.94637121675413,250.6035723813516,91.24686804825905
A.D. 2018-Dec-21 12:20:00.0000 UTC,261.79420446044156,283.9586239682465,198.87113621132463,260.7661684079458,246.6699667320829,123.07308084527813,209.49109568917714,242.0928321183886,284.20530073496946,250.54911911798854,81.93327763964723
A.D. 2018-Dec-22 12:20:00.0000 UTC,261.3053567234486,283.7280739936798,199.7200159305598,261.01025063355735,247.04808745927693,124.49777311758035,210.86432041406468,242.5638247507686,284.47022109195893,250.50192816375989,74.26038857636337
A.D. 2018-Dec-23 12:20:00.0000 UTC,260.81325226655304,283.482044419778,200.57615879316987,261.25473480744085,247.42298008191898,125.98892747149306,212.21009968087074,243.0292033496089,284.7413764072952,250.46202790912184,67.46038247688004
A.D. 2018-Dec-24 12:20:00.0000 UTC,260.32121820108705,283.221300916406,201.4393492546721,261.4997012924427,247.79474795068447,127.55085905874188,213.52836732081425,243.48912383984648,285.01902766378583,250.42944368584926,60.93871890709928
A.D. 2018-Dec-25 12:20:00.0000 UTC,259.83213258540366,282.94663049298856,202.3093472181987,261.74523505510393,248.16349506211475,129.18804884741166,214.8191541488865,243.94374149016602,285.30345377477767,250.40419909953297,54.128045570589784
A.D. 2018-Dec-26 12:20:00.0000 UTC,259.3484783166678,282.65884088215375,203.18589039580357,261.9914248811427,248.52932569493439,130.90510355857435,216.08257981501626,244.39321062829842,285.5949514251096,250.38631640149242,46.325461011841604
A.D. 2018-Dec-27 12:20:00.0000 UTC,258.87239111574354,282.3587580314084,204.06869765436585,262.23836226506336,248.89234351719247,132.70670129364672,217.31884436855472,244.83768379385745,285.8938348221726,250.37581619849243,36.45061758555296
A.D. 2018-Dec-28 12:20:00.0000 UTC,258.40570230782856,282.0472226848608,204.95747220494613,262.486140643106,249.25265068000667,134.59752000734457,218.52821940403717,245.27731078598885,286.20043600971803,250.37271687753875,22.671108636091798
A.D. 2018-Dec-29 12:20:00.0000 UTC,257.9499770991444,281.7250869723544,205.85190421226972,262.73485534739797,249.61034740981887,136.5821450113873,219.7110392665606,245.7122380982588,286.5151060399115,250.37703415615772,2.3341688698629435
A.D. 2018-Dec-30 12:20:00.0000 UTC,257.50654862187963,281.3932111554682,206.7516721022057,262.98460404338766,249.96553228158874,138.6649503401312,220.8676923286961,246.1426087169963,286.83821652142444,250.38878074975034,334.9717818601073
A.D. 2018-Dec-31 12:20:00.0000 UTC,257.0765480557324,281.052460707919,207.6564430253277,263.23548740787504,250.31830495426502,140.8499502155526,221.9986128232194,246.5685622384756,287.17016131584637,250.40796615952166,307.93129175605594
A.D. 2019-Jan-01 12:20:00.0000 UTC,256.66093132078356,280.70370411496134,208.56587391768295,263.48761005324127,250.66879809212944,143.1406195578475,223.10427407074698,246.99023541286064,287.5113587043985,250.43459674745637,288.24714695910217
A.D. 2019-Jan-02 12:20:00.0000 UTC,256.2605024660273,280.3478109111734,209.47961242257784,263.7410813813725,251.01720207181512,145.53968220946516,224.18518239817132,247.40776272940755,287.86225357252323,250.4686758302012,275.2218458945332
A.D. 2019-Jan-03 12:20:00.0000 UTC,255.87593395609838,279.9856495840137,210.39729708136562,263.9960161791685,251.36312807903641,148.04886827767766,225.24187124783245,247.8212767926939,288.2233192805625,250.5102036006714,266.24565826543386
A.D. 2019-Jan-04 12:20:00.0000 UTC,255.5077842149984,279.61808531785516,211.3185569664992,264.2525349725661,251.70713776998687,150.66864675030257,226.27489554031789,248.230908489388,288.59505925161693,250.55917688204957,259.57722336149965
A.D. 2019-Jan-05 12:20:00.0000 UTC,255.15651316802868,279.2459783557976,212.24301296408532,264.5107646125386,252.0492237254063,153.39794790823973,227.28482755803552,248.636787451688,288.9780093471655,250.61558919018483,254.23632034680855
A.D. 2019-Jan-06 12:20:00.0000 UTC,254.82249571117902,278.8701822850716,213.17027889454465,264.7708387257389,252.38946274991085,156.23389039820773,228.27225312190362,249.03904234109123,289.37274027697515,250.6794307023226,249.64902833476918
A.D. 2019-Jan-07 12:20:00.0000 UTC,254.5060331422065,278.49154185412715,214.0999612911334,265.03289779953417,252.72794519922425,159.17153384561453,229.2377673573111,249.43780063310646,289.7798594852175,250.75068787236808,245.43742366361786
A.D. 2019-Jan-08 12:20:00.0000 UTC,254.20736327832498,278.11089125437235,215.031660217347,265.29708946652147,253.0647642771808,162.2036886770521,230.1819714279006,249.8331883303259,290.2000137598968,250.8293432535656,241.3029866784108
A.D. 2019-Jan-09 12:20:00.0000 UTC,253.9266692708461,277.72905247894107,215.96497007197758,265.5635688085672,253.40001413727464,165.32081213636155,231.10546953237838,250.22532843356467,290.63389212700133,250.9153753146559,236.94626701860943
A.D. 2019-Jan-10 12:20:00.0000 UTC,253.66408735827687,277.34683383087435,216.8994804950317,265.8324987775053,253.73378937326044,168.51102001177563,232.00886626890247,250.61432808635223,291.08222920147966,251.00875832584927,231.9811132858776
A.D. 2019-Jan-11 12:20:00.0000 UTC,253.4197135667123,276.9650282763675,217.83477668705058,266.10405058917166,254.06618471661383,171.76023527596942,232.8927639734729,250.99948013844207,291.54580860695165,251.1094621552656,225.79228340545745
A.D. 2019-Jan-12 12:20:00.0000 UTC,253.1936096962296,276.5844119752658,218.7704405442509,266.37840433173847,254.3972949508574,175.05248621202026,233.7577606336997,251.3836031523838,292.02546704512287,251.2174522143733,217.231750066805
A.D. 2019-Jan-13 12:20:00.0000 UTC,252.98580862982314,276.20574283195907,219.70605186026214,266.65574971600114,254.72721492904392,178.3703476375331,234.60444818744568,251.76401080146908,292.5220988961839,251.33268946184356,203.94007606636532
A.D. 2019-Jan-14 12:20:00.0000 UTC,252.79631880997218,275.8297586755627,220.64118876712482,266.93628670098406,255.05603940733357,181.6954984241856,235.43341062225485,252.14179137110847,293.03666071593307,251.45513017254817,181.5263675750331
A.D. 2019-Jan-15 12:20:00.0000 UTC,252.62512829362544,275.457175701301,221.5754289108376,267.2202263938261,255.38386304253257,185.00935681579116,236.245222690596,252.5170627923269,293.5701766795135,251.58472582905458,148.4629446898725
A.D. 2019-Jan-16 12:20:00.0000 UTC,252.4722082736216,275.0886869866352,222.50835025681698,267.50779208353765,255.7107803577129,188.2937380166616,237.04044866200252,252.8899420085177,294.12374460723663,251.72142290756332,118.3039751915121
A.D. 2019-Jan-17 12:20:00.0000 UTC,252.33751613600862,274.72496126482014,223.43953097003865,267.79922050456616,256.03688569469,191.53147596453826,237.8196409372659,253.26054505243374,294.6985426245925,251.86516254973574,99.60471840724595
A.D. 2019-Jan-18 12:20:00.0000 UTC,252.2209984427594,274.3666425947731,224.36854917075013,268.0947637668388,256.3622734921493,194.7069588937983,238.58333897824954,253.62898697500492,295.2958372940472,252.0158804802904,88.39142468920772
A.D. 2019-Jan-19 12:20:00.0000 UTC,252.12259399408188,274.0143511587487,225.29498226359436,268.3946921141873,256.6870390472071,197.8065397999639,239.33206866572155,253.9953823950693,295.9169933636453,252.17350738836632,80.94086098760935
A.D. 2019-Jan-20 12:20:00.0000 UTC,252.0422372441819,273.6686849883395,226.2184065968525,268.69929732198426,257.0112797506576,200.81880117668518,240.06634227346882,254.3598465785606,296.56348474045564,252.33796991440656,75.39015082754302
