sun,moon
-12.597942090300865,18.19833372894028
-12.463749080894086,5.081453808210235
-12.327519807479252,-8.012604891194213
-12.189339502320928,-20.79439822367911
-12.049295012710079,-33.0214874007115
-11.907476248317854,-44.45304905355991
-11.763976850326957,-54.740490543968065
-11.618894253215364,-63.16728364302145
-11.472328901225827,-68.2011949237809
-11.32438325017949,-67.97398565172044
-11.1751610572856,-62.92450789087422
-11.024767005713931,-55.23188921619616
-10.87330607648354,-46.320706686907634
-10.720882733965624,-36.79953807085411
-10.567601061056397,-26.917816338870622
-10.413564253129618,-16.784063064109027
-10.258874370329597,-6.449942086809231
-10.103632129118045,4.056351448451335
-9.947935979160476,14.714997527131354
-9.791881881782425,25.50401461713124
-9.635563155845611,36.38322101918517
-9.479069937273533,47.25483601918833
-9.32248858987922,57.84443962119709
-9.165901333963207,67.2763662018523
-9.00938559465303,72.67839374692834
-8.853013489624873,69.63526061951389
-8.696851176651354,60.14130214444069
-8.540957869533319,48.069722029680484
-8.385385565853609,34.93602814593189
-8.230178979761709,21.342349865418026
-8.07537634362335,7.638317795794575
-7.921010848923988,-5.919378629809801
-7.767112617115058,-19.1341887981094
-7.613711408502622,-31.861397093402715
-7.460838384907291,-43.990286811849586
-7.30852674058634,-55.39219727877207
-7.156811651539369,-65.76179386691068
-7.005729603146174,-74.01185452904454
-6.855317774769203,-76.64581387183715
-6.705613554368027,-71.57090931913199
-6.556653769060711,-62.96105888681395
-6.408474342309456,-53.241521134714844
-6.2611104771627195,-43.05235721186493
-6.1145965604841575,-32.567106490947474
-5.968965893983203,-21.834442711140802
-5.824250566083193,-10.866869302923371
-5.68048119279612,0.331677404845561
-5.537686588332539,11.756255778695294
-5.395893389488229,23.396865233805787
-5.2551256085303635,35.23351420022391
-5.115404131574831,47.22118561903893
-4.976746086709086,59.2340258187325
-4.839164316561496,70.79667012693656
-4.702666929254647,79.14071696078129
-4.567256551095555,75.30666981158376
-4.432929574601821,63.86321394425415
-4.299675722557474,50.81925020535726
-4.167477805394625,37.293036305018774
-4.036311746347559,23.63225505043793
-3.9061473821054515,10.043636802783846
-3.7769505999893016,-3.3152400194084377
-3.6486856784382264,-16.32513535169116
-3.5213169079447515,-28.906507737287335
-3.39481028651235,-41.0158970444036
-3.269134452996332,-52.629487249855615
-3.1442603524055963,-63.69436635417761
-3.0201613184270157,-73.9261402810612
-2.896812753706582,-81.3456616440583
-2.774191264927291,-78.67243909057605
-2.652274525010361,-69.6755928279714
-2.531041264173774,-59.4871887615503
-2.410471301957235,-48.882822675285965
-2.290545633139955,-37.9820276133787
-2.1712464207818387,-26.794428546819628
-2.0525570795501635,-15.310982216054091
-1.9344622229293689,-3.5277166246755147
-1.8169473233623992,8.546767011330214
-1.6999983232031035,20.889444454596962
-1.5836011831287908,33.46256312934632
-1.4677411893965697,46.20953578536885
-1.3524021558168915,59.0298943167894
-1.237565586171233,71.6309468070599
-1.1232097708652509,81.90324723658131
-1.009308960469398,77.6139600079631
