pluto,sun,moon
290.02106108529165,281.724688088313,93.50678578170613
290.05734907470355,282.8271111543449,109.81758820191327
290.09369571154696,283.9280938668166,125.78788087606534
290.1300936924933,285.0275359199946,141.03556845633562
290.1665360807561,286.12533618898027,155.3829292180118
290.203016952081,287.22139143740793,168.84613027688812
290.2395338025167,288.3155961174289,181.56667111714182
290.2760952636571,289.4078429837377,193.74243960260458
290.3123861095631,290.4980241057679,205.58141365708775
290.34890961508825,291.5860319341045,217.27578461695762
290.38547111108323,292.6717602262159,228.98735072434047
290.42198629458875,293.755104767342,240.83706253973455
290.4584651700325,294.83596390318706,252.89585622153086
290.49490399229177,295.9142389377683,265.1781214289255
290.5312956064293,296.98983445790526,277.6422225497503
290.56763174522166,298.06265863796705,290.20269876080806
290.60390370052767,299.1326235624277,302.75477406722035
290.6401025777598,300.1996455847987,315.20533833634425
290.676219400403,301.26364572438115,327.50057161327885
290.712245194959,302.3245500917056,339.64246893072806
290.74817102356195,303.3822903329248,351.69267401746714
290.7839880222437,304.4368040931414,3.7670289592445356
290.81968743150566,305.4880355148704,16.025008350025526
290.85526062524167,306.5359358023668,28.655312323221157
290.89069913952704,307.5804638832754,41.85441529227398
290.92599470102147,308.6215871711272,55.791116598544846
290.96113925198165,309.65928236237465,70.55131704166467
290.9961249652724,310.6935360907887,86.07092813637921
291.0309442397215,311.72434514641606,102.09340134724972
291.06558966651835,312.75171593081615,118.2057733967867
291.10005396391074,313.7756629632143,133.96528051091283
291.13432988959255,314.7962065839575,149.04455075090524
291.16841015155904,315.8133703622304,163.30374724640203
291.2022873404823,316.8271788569269,176.77162671691755
291.2359538973605,317.8376561945336,189.5827390378225
291.26940211578784,318.8448255583169,201.91731879670806
291.30262416774895,319.84870937343527,213.9609058692932
291.3356121393017,320.8493298549519,225.8811084738378
291.36835806577926,321.846709631177,237.81403764922914
291.4008539611729,322.8408722670646,249.85506434666544
291.43309184047797,323.83184261792195,262.0523049762325
291.46506373623373,324.8196470149406,274.40451452094237
291.4967617115797,325.8043133229736,286.8666463670178
291.5281778723807,326.78587092831424,299.36511563847847
291.55930438071266,327.76435071863415,311.8208865984802
291.59013347141047,328.73978511274964,324.1743332265539
291.62065747253325,329.71220818544043,336.4047279316264
291.65086882961333,330.6816559130719,348.54011055911843
291.6807601325942,331.64816654261983,0.6576310908341926
291.7103241436974,332.6117810660707,12.87698543398997
291.7395538242453,333.57254377073804,25.34905697881206
291.7684423586661,334.53050283668705,38.239262100785346
291.7969831742326,335.48571096092905,51.702185416913466
291.8251699550728,336.43822599285295,65.84348774840431
291.8529966483271,337.3881115519633,80.67092608595249
291.8804574590915,338.3354375577118,96.0517924905388
291.9075468297471,339.2802805380048,111.71076378446098
291.9342593998541,340.2227235291797,127.29364584600201
291.9605899463771,341.1628553896314,142.4755563650622
291.98653331060603,342.1007694669177,157.05067877234245
292.0120843250493,343.0365617677356,170.95865482588604
292.0372377563083,343.9703289800321,184.25571583289369
292.06198827565055,344.9021667595221,197.06572570826083
292.08633045958294,345.83216857448787,209.53716868974777
292.1102588135902,346.76042518232936,221.8139263931566
292.13376780779555,347.68702461777815,234.01754842480534
292.15685191417094,348.6120524827,246.2368281585276
292.17950563872853,349.5355923360548,258.5222762379239
292.20172354621394,350.457726042356,270.88538703709133
292.2235002777826,351.37853400430055,283.30383782335537
292.2448305637863,352.29809525892273,295.7332299162201
292.2657092344685,353.21648745378684,308.12389969580636
292.2861312314662,354.13378674536165,320.4390639734217
292.30609162272566,355.05006768068915,332.66984379780246
292.3255856227453,355.9654031366825,344.84410582400847
292.34460861887624,356.87986439494216,357.0284339198817
292.3631562027442,357.7935214174708,9.324161994192055
292.38122420396536,358.7064433561136,21.85834054350082
292.39880872179725,359.61869928018336,34.76908613966476
292.4159061498128,0.5303590568347113,48.183146742535506
292.4325131894354,1.4414942857811477,62.18374584350855
292.44862684988215,2.352179184890073,76.77172275357847
292.46424443396637,3.2624913204886035,91.8340297058953
292.47936351054244,4.172512189206873,107.14401618610202
292.4939818750271,5.082327339873043,122.41058000351859
292.5080974999284,5.992028018089677,137.36111940480882
292.52170847843615,6.9017060892096245,151.81422715742642
292.53481296617537,7.8114596758201005,165.70715701912593
292.54740912845665,8.721387679719042,179.07876522841335
292.5594951011977,9.631589728016394,192.0314515639337
292.5710689717777,10.54216473912613,204.69326447094875
292.5821287815561,11.453209653846395,217.1891418047463
292.59267254651775,12.364818540041917,229.62177605796953
292.602698288892,13.277082088200453,242.06014200348446
292.6122040718877,14.190087445280929,254.53455213987036
292.6211880314531,15.103918275076394,267.03843624086875
292.6296484018275,16.018654919932438,279.53720753278134
292.637583534332,16.93437455829509,291.98315600893636
292.64499191074475,17.85115128572059,304.3331843551051
292.651872153705,18.769056080969637,316.5650364623316
292.6582230370953,19.688156649938804,328.6884940239268
292.66404349945486,20.60851717070003,340.7502497142306
292.66933266314936,21.530197996280794,352.83319778555943
292.67408986105147,22.453255407702358,5.051492381001926
292.6783146705833,23.377741539666022,17.541756271178013
292.6820069521089,24.303704607176172,30.44890465280346
292.6851668854291,25.231189522670775,43.90331581173668
292.6877949959265,26.16023890303453,57.986593247475135
292.6898921623054,27.09089434788127,72.68925366751081
292.691459601496,28.02319777644392,87.87696960933835
292.69249883186194,28.95719258910577,103.29400780168469
292.6930116208202,29.89292447947584,118.62228690874873
292.69299992525214,30.83044182506073,133.57531177825453
292.69246583242364,31.76979567444307,147.97489028776286
292.69141150692116,32.71103939481536,161.77434116449143
292.68983914697475,33.654228049863576,175.0342729312745
292.68775095228705,34.599417569361556,187.87925834568765
292.6851491048795,35.546663771277714,200.45735118945183
292.682035763784,36.49602131101316,212.90991383223107
292.6784130731339,37.44754264986542,225.35075964613836
292.6742831814584,38.401277138609224,237.8521827404409
292.6696482683695,39.357270291680756,250.4374792910885
292.66451057408483,40.31556328642639,263.08179483381656
292.65887242762733,41.27619267463569,275.7232523996975
292.652736270864,42.239190255513556,288.2834803477618
292.6461046772473,43.20458303862634,300.6924434059534
292.6389803657133,44.172393221862954,312.91027149915595
292.6313662114082,45.14263811801309,324.9406199355648
292.6232652557306,46.11532997946838,336.8344837049214
292.6146807186205,47.090475692781716,348.6869762093309
292.60561601608384,48.06807634671668,0.6303861067429627
292.59607478536026,49.048126724373304,12.825126964079459
292.5860609184792,50.03061483345308,25.447202600935658
292.5755786017958,51.01552165644515,38.66763475004486
292.56463235465793,52.00282133994485,52.61762632376204
292.5532270561441,52.992481999118745,67.33716104524511
292.54136794769687,53.984467158703296,82.72012456848364
292.52906060396293,54.97873762444032,98.4928393053974
292.5163108736561,55.97525339464465,114.26689497267353
292.5031248021373,56.97397519860318,129.65971017146492
292.4895085520803,57.974865402574515,144.4124785846928
292.47546833612887,58.977888252732534,158.43759961083927
292.461010368661,59.9830095986426,171.7928593593957
292.446140837123,60.99019630129635,184.62414856293893
292.43086588960136,61.999415499064945,197.1121949877269
292.41519163444366,63.010633839546955,209.4349701218181
292.3991241485344,64.02381672951411,221.74303550607158
292.3826694919126,65.0389276261984,234.14237790691587
292.36583372706014,66.055927387403,246.68234892718462
292.3486229412633,67.0747737025999,259.35063392988064
292.33104327024586,68.09542062976419,272.0796223389618
292.3131009211592,69.11781825619504,284.76669166072037
292.2948021932595,70.1419124858084,297.30483222897936
292.27615349524916,71.16764493493436,309.6140572348091
292.2571613591549,72.19495289926921,321.66361150326037
292.2378324515822,73.22376934046095,333.48062097810987
292.218173584039,74.25402283375671,345.1475525073642
292.198191724671,75.2856374194461,356.79393505936605
292.1778940140668,76.31853231352007,8.586604435833488
292.1572877875413,77.35262146390598,20.719227074889243
292.13638060505957,78.38781299754179,33.39770537478931
292.11518028714545,79.42400869554886,46.814164556188054
292.09369495052766,80.46110374301311,61.100831911295664
292.071933031968,81.49898707098153,76.26293485226246
292.0499032857745,82.5375425525347,92.11511792208366
292.0276147440821,83.57665107386823,108.27773455477136
292.00507664050923,84.61619314440217,124.27699375226645
291.9822983123368,85.65605144623754,139.7078015406109
291.95928910473816,86.69611274507008,154.35136123339362
291.9360582973807,87.73626887788625,168.18821145785842
291.9126150622597,88.77641688917213,181.33938266168403
291.88896845003984,89.81645860458042,193.9948066085686
291.86512739605195,90.85629995807301,206.35963670665436
291.84110073668654,91.89585029789833,218.62070146061353
291.81689722959874,92.93502178170318,230.92524350300172
291.7925255742881,93.97372888559931,243.36560997367135
291.76799443189157,95.01188800858023,255.96883946259106
291.74331244416743,96.04941714322071,268.6949968668661
291.71848825189096,97.08623559153598,281.44955914139933
291.69353051266154,98.12226371841705,294.110955145549
291.66844791779005,99.15742274524315,306.5663436676081
291.6432492114749,100.19163458837203,318.7434434604388
291.6179431899916,101.22482174043313,330.6288305336338
291.59253873581855,102.25690717893603,342.27116864828287
291.56704481466994,103.28781427051861,353.77442639818133
