sun,moon
267.7424038204894,277.30258596208614
267.4298326054644,267.1081635536419
267.11722217846983,257.2704760814066
266.804638668435,247.43894200246115
266.4921495977971,237.28738783806324
266.1798234296442,226.5071816061792
265.8677292452454,214.8230103611007
265.5559367392409,202.04854642932347
265.24451620164166,188.1879675297715
264.93353857940156,173.54000559986542
264.6230757145942,158.69191518450634
264.3132004340524,144.32532937278535
264.00398642716266,130.94777166365643
263.69550802096336,118.75714573153847
263.38784010130854,107.68497664907872
263.0810579781451,97.50901528902409
262.77523741051243,87.94101875474419
262.4704550869257,78.66662034855898
262.1667893815556,69.34877997099619
261.8643214317458,59.60967153185434
261.5631364363723,49.00337426925423
261.26332472079963,37.000237808605505
260.9649823843492,23.03948616503585
260.6682114907757,6.769930755060143
260.3731198914769,348.549674739468
260.0798208912832,329.7800181799507
259.7884326821643,312.26145499568463
259.4990776890899,297.0522165830664
259.2118820284585,284.20767429188965
258.92697510196825,273.2661728170065
258.6444892516215,263.6703488128575
258.3645591197361,254.92554221608313
258.0873210652907,246.615633419399
257.8129124751971,238.37289859896248
257.5414710215322,229.8389462682678
257.2731342463806,220.62779159283932
257.008039090147,210.30050405035516
256.74632168780914,198.37928902849418
256.48811724251243,184.4685070057795
256.2335598087512,168.56395607336225
255.9827820616448,151.43299469009318
255.7359148974661,134.52573368196352
255.49308702784094,119.16868299552294
255.25442453642705,105.89970353431254
255.0200503905716,94.55945659221538
254.79008425777724,84.68638593889783
254.56464287846143,75.76907968457574
254.34384104317022,67.32129781566312
254.12779291058237,58.8644681863496
253.91661322766274,49.868617351508156
253.7104182234454,39.668318653971816
253.50932576043766,27.376737892636907
253.31345492683184,11.928653494578285
253.12292539337778,352.6869902663689
252.93785669551445,330.9326202761489
252.7583677081679,310.1407389090456
252.58457624557875,292.9901438162342
252.4165987644456,279.6962147858256
252.2545499694753,269.312172876215
252.0985424899029,260.8655308452276
251.94868661536293,253.6325684072583
251.80508991893106,247.09583460555956
251.6678566572954,240.8569800420755
251.53708714535398,234.56090678616394
251.41287739444206,227.82688805426798
251.29531883813468,220.17013374637673
251.18449806327988,210.8972294692932
251.08049658078951,198.98811467572543
250.98339069508907,183.15073658459102
250.89325133451547,162.74918703620008
250.8101437827331,139.96320523269705
250.73412732449157,119.33816210947026
250.6652548433874,103.27767241041637
250.6035723813516,91.24686804825905
250.54911911798854,81.93327763964724
250.50192816375989,74.26038857636337
250.46202790912182,67.46038247688004
250.42944368584924,60.938718907099265
250.40419909953297,54.128045570589784
250.3863164014924,46.3254610118416
250.37581619849243,36.45061758555296
250.37271687753875,22.671108636091798
250.37703415615775,2.3341688698629435
250.3887807497503,334.9717818601073
250.40796615952172,307.93129175605594
250.43459674745634,288.2471469591022
250.4686758302012,275.2218458945332
250.51020360067136,266.24565826543386
250.55917688204954,259.5772233614997
250.61558919018478,254.23632034680853
250.67943070232266,249.64902833476913
250.7506878723681,245.43742366361784
250.8293432535656,241.3029866784108
250.9153753146559,236.94626701860946
251.00875832584927,231.98111328587765
251.10946215526556,225.79228340545748
251.2174522143733,217.231750066805
251.33268946184353,203.94007606636535
251.4551301725482,181.5263675750331
251.58472582905458,148.4629446898725
251.7214229075633,118.3039751915121
251.86516254973577,99.60471840724595
252.0158804802904,88.39142468920774
252.17350738836632,80.94086098760934
252.33796991440659,75.39015082754302
252.5091921775997,70.7868369506633
252.68709725111074,66.55045859264587
252.87160781519333,62.2089054083224
253.06264598244192,57.205830502965625
253.2601327041394,50.616394888920276
253.46398708155087,40.45577713868646
253.6741261702469,21.782238356708334
253.89046519551,346.0679961852449
254.11291756629885,306.14754992506215
254.34139500785338,283.7427138354522
254.575807761575,272.29573565467774
254.81606450969528,265.55056316218725
255.0620724323671,261.011129030165
255.31373718889822,257.62241590045244
255.57096284687373,254.86662999417283
255.83365196968143,252.44452799985152
256.1017054386324,250.14493328599687
256.3750222645842,247.7745260532634
256.6534994790491,245.09539550390718
256.9370319827899,241.72333382815034
257.22551244926257,236.8765610005702
257.51883122576385,228.5558413633378
257.81687611353664,210.16273361981789
258.1195322368994,163.0418822369871
258.42668195582684,115.13824863874795
258.7382046670809,96.37401743237236
259.0539770000073,88.0149067076867
259.3738734756456,83.24476684844838
259.6977675585015,80.00369664246189
260.0255330380311,77.47946905835002
260.3570449460623,75.25390839784271
260.6921794566684,73.02908415168586
261.030813110489,70.48334868417626
261.37282199654913,67.09191532372209
261.71808142143027,61.65174303808226
262.0664658665071,50.305076631574174
262.4178492842705,15.565947117887541
262.7721053876548,308.40078686335494
263.1291077890876,282.4264670989797
263.4887301203648,273.3138077663324
263.85084598169846,268.8181913783383
264.2153290951688,266.10402924999585
264.58205322810846,264.23679058624356
264.95089213939684,262.81652753179605
265.3217196292535,261.633353040312
265.6944094499511,260.55140283145226
266.06883527099535,259.45623982626995
266.444870409603,258.215999928228
266.82238762802643,256.6248768514614
267.20125907253555,254.26469396014897
267.58135602508025,250.0198303126152
267.9625486307903,239.46684496837162
268.3447057564679,189.70138861932287
268.72769495845273,113.41201411316825
269.1113827085553,97.89063746934762
269.49563483546194,92.57324145262119
269.88031721677146,89.8638361775488
270.26529687169534,88.15090225095221
270.65044280990213,86.88121164941045
271.03562616573623,85.79184829798392
271.42071976546384,84.70761827095257
271.80559720903847,83.45170704425377
272.19013215398184,81.75373630200305
272.57419815578163,79.03213388073037
272.95766880640605,73.5355867003675
273.3404180867899,56.43396761520079
273.72232072836584,332.9731379503648
274.1032523038582,290.35183896836867
274.4830892905237,281.1443912816644
274.8617091539559,277.4090535941704
275.23899036538796,275.3819926086679
275.61481241880483,274.08101264406395
275.98905583763457,273.1331184790093
276.3616023269841,272.356014915313
276.73233471976584,271.6364839566196
277.10113669157147,270.88077336021183
277.4678929893838,269.98100986782356
277.8324874145175,268.76882351980413
278.1948061104955,266.90433798013936
278.5547337829106,263.49413796667767
278.91215502036493,255.0733436960864
279.26695395692224,213.2957459787363
279.6190145676195,124.37103875441821
279.96822109762655,108.28402292568984
280.31445853042874,103.20322180995286
280.6576134844763,100.65878572824921
280.99757490623944,99.0309582203868
281.334234371125,97.78415813798205
281.66748570329923,96.66665057151572
281.99722434145286,95.51005405388531
282.32334681591806,94.14529052671283
282.64575029651525,92.32430360068805
282.9643326084313,89.55889386964954
283.2789926007843,84.59622643874096
283.58963054887505,72.8950995291192
283.896148355103,29.451788080180208
284.19844974986574,319.59569946437284
284.4964403928882,299.8329259408972
284.7900277958983,292.82385234409827
285.07912149229423,289.2211607065752
285.36363326298596,286.9231969287862
285.64347727858296,285.2135256881255
285.9185701156489,283.767074417869
286.1888306477275,282.39231426008297
286.45417995595636,280.93583269590965
286.7145411286444,279.2240266782005
286.96983879120904,276.9889680461013
287.21999852281255,273.69985233166517
287.4649465321252,268.01882364979474
287.7046095303369,255.342776210925
287.93891478022306,214.1604782492173
288.1677905684322,149.02844653194956
288.3911668106988,126.95366847247155
288.60897562219014,118.62492557599829
288.82115190216047,114.13131873366669
289.02763350342326,111.08787670760847
289.2283610853958,108.65766563661924
289.4232777176081,106.44175749884728
289.61232824239835,104.17929579135777
289.7954591115964,101.62470607209853
289.97261843815664,98.45108504155424
290.1437561548041,94.09243036102158
290.3088244641296,87.35047665742364
290.46777818713025,75.18808111717563
290.6205749843847,49.38209861195535
290.7671754581034,4.314067296991841
290.90754330393355,331.1859717777616
291.04164546708614,315.6267389558485
291.1694522043671,307.33134701468373
291.29093737417753,302.02074438326355
291.40607868070526,298.07968073205427
291.5148578169788,294.777001702877
291.61726063169147,291.70006058614837
291.71327679824304,288.54112500580817
291.80289917512573,284.97904288101284
291.8861231527704,280.55314125552707
291.96294585189133,274.41890677567045
292.0333655080367,264.70467085997325
292.0973814007986,246.6993512833819
292.15499421253224,211.77026328046864
292.206206613826,171.026414289992
292.25102379672734,147.49588172458812
292.28945372640214,135.24540055444146
292.3215071432502,127.7423830031618
292.34719738690467,122.35205378042424
292.36654010553025,117.94535200982668
292.3795528439685,113.93957958090174
292.386254859763,109.95434846093833
292.3866672621106,105.65886868499022
292.3808131748524,100.66841929832968
292.3687180022343,94.42202299263207
292.3504098134794,85.9761767886817
292.32591963226133,73.65329527567506
292.2952815308897,54.85752242267565
292.25853285880356,28.503721817177855
292.2157143290696,1.1279463759195805
292.1668700444835,340.6211290935468
292.11204777893755,326.93595508638435
292.05129918274076,317.40165252434304
291.98468018512864,310.13149837425595
291.9122513040832,304.0360543938527
291.8340775723919,298.44285802283383
291.75022818946405,292.8519151069092
291.6607755682391,286.77803504708686
291.56579393724996,279.60273090013226
291.46535818855057,270.3634753973923
291.3595433207503,257.4259977910462
291.2484244771543,238.35054049041037
291.1320770995272,212.14075699008328
291.0105771547771,184.74609568354813
290.88400133846307,163.70264010645556
290.75242695319236,149.3099145179882
290.6159315730966,139.09763572296131
290.4745927107425,131.2208949977712
290.32848762578243,124.60109465401811
290.1776931605848,118.58898111705575
290.0222857205873,112.74123018601512
289.8623415521495,106.69385728176627
289.69793695420435,100.07971328394083
289.5291484687753,92.45862480528383
289.35605316575067,83.24820636718074
289.1787289673953,71.68197981263853
288.99725468398947,56.93850981978587
288.81170993139347,38.78266531138239
288.62217551321544,18.670678488439485
288.428733620988,359.5097868880601
288.2314678897211,343.3318358879655
288.0304637957535,330.28164199310237
287.8258092762416,319.5820029384514
287.61759504520836,310.37339806467395
287.40591444840686,301.94663244338375
287.19086297513314,293.7161710303441
286.97253704778603,285.13536938315445
286.7510324356913,275.60542695803866
286.5264429840492,264.39380699673575
286.2988599299979,250.62643882288228
286.06837177560874,233.58373606913113
285.8350642973389,213.62503169771114
285.5990204400598,193.0142757767424
285.360320108738,174.5660956781608
285.1190399521086,159.45632452307342
284.8752531848483,147.30108215517933
284.6290296033622,137.25860374261524
284.38043580723576,128.5805694580758
284.1295351703964,120.70429871479715
283.8763880183439,113.2073674863672
283.62105209500584,105.74801235702934
283.363582852295,98.01642817847815
283.104033547778,89.69712001101328
282.8424556304876,80.44188639669132
282.5788991456012,69.86301355120099
282.3134129520834,57.577644819332455
282.04604510100035,43.359263412566776
281.77684314074554,27.415492879696338
281.5058544297921,10.595217111242585
281.2331267139867,354.1323292545531
280.95870869682534,338.99132543899805
280.6826505402412,325.4878278766346
280.4050043928029,313.42345531706366
280.125824579062,302.37226712327464
279.8451669775817,291.857271085567
279.5630878128614,281.4081030977687
279.27964229431126,270.5617684337586
278.99488367431996,258.85637949622026
278.7088628208202,245.8613314972532
278.421627599725,231.2959018236835
278.1332225498549,215.25959175749517
277.84368869249386,198.43278966220504
277.5530631801159,181.91857012969015
277.26137932326,166.69143924364886
276.9686670614357,153.1842657384327
276.67495319263764,141.33264579381188
276.38026160384254,130.8273105481593
276.08461383118777,121.30417992102815
275.78802921026295,112.42479188515249
275.4905251535369,103.8918403925199
275.1921177248389,95.43863123073798
274.89282203961045,86.81099536559108
274.59265252907363,77.74893358754773
274.29162338816406,67.9724140422566
273.9897492384297,57.179216458336256
273.687045614758,45.07227788608667
273.38352945631243,31.445216399649244
273.079219691959,16.341730346307337
272.7741378701101,0.21601871567407335
272.46830891700495,343.8940607802869
272.1617617124386,328.23456358227185
271.8545294275263,313.75413460343316
271.54664963182773,300.5316573179651
271.23816383730014,288.34838530770395
270.929116657102,276.8557985978048
270.6195548738472,265.67458126814313
270.3095267234016,254.4341693196905
269.9990813749241,242.78833086408585
269.688268043397,230.43736637647675
269.377135123112,217.18002132944986
269.06572985043454,203.00181305922985
268.75409819196915,188.16169716880353
268.4422849702823,173.18281433561646
268.13033429977224,158.68375431013254
267.8182900873393,145.14303890089803
267.50619630334404,132.7708523468898
267.1940971939422,121.53660498362137
266.88203770294723,111.26652584754724
266.57006372860604,101.72761097386446
266.25822223546834,92.67262161437033
265.94656155550507,83.85391562504932
265.6351318630046,75.01897756921908
265.32398578085775,65.89631818994461
265.0131789856201,56.17719696328274
264.70277078372055,45.50044122362415
264.39282476576744,33.45876962831345
264.08340933552483,19.670112654938556
263.7745982078844,3.979358930504422
263.46647087010825,346.7758573709638
263.15911278292,329.1234975100977
262.85261539407867,312.31521919244057
262.5470759169513,297.1753281973867
262.24259690223295,283.83961575055815
261.93928570660637,272.0085353093328
261.6372539477197,261.2358056338283
261.33661680258876,251.07204640278962
261.03749213267054,241.1011545651552
260.7399993905654,230.93280161218857
260.4442585051658,220.18926046958603
260.1503891330798,208.51227304750353
259.85851031648076,195.61845569594496
259.568740598627,181.42811461001725
259.28119811297796,166.23374726667146
258.99600071032484,150.74647286299341
258.7132662348266,135.85136465092057
258.43311252179785,122.21040718019745
258.1556573086989,110.06293560848222
257.8810181471491,99.30542169930183
257.6093123404543,89.66263998524208
257.34065698327396,80.80724942750946
257.0751692269891,72.4075519135315
256.8129668238556,64.12842967774269
256.55416872020055,55.60615983766922
256.2988957208915,46.40582614008039
256.04727091124226,35.966649606441614
255.79941989634904,23.561354172304544
255.55547101484584,8.382739085781525
255.3155551568,350.0437280470113
255.07980554147304,329.5834118756672
254.84835731006126,309.6186039431199
254.62134687917992,292.39819169219584
254.39891157610958,278.40919846035047
254.1811894606963,267.0369219313324
253.96831890260967,257.46515963362344
253.76043785877482,249.0057157046376
253.5576830882047,241.11776438793515
253.36018913134382,233.34696644736928
253.16808714698286,225.2562660321714
252.98150401084908,216.35968638796953
252.80056196090868,206.0646738871721
252.62537854435647,193.6638380737752
252.4560666159437,178.51866003783914
252.29273434949116,160.66775510831397
252.13548525394702,141.588712797591
251.9844181389802,123.7030081432911
251.83962699746488,108.59507690211937
251.70120085340977,96.38683092648304
251.56922360081074,86.46536790079668
251.44377405108187,78.1232724018427
251.32492646818054,70.7636588978837
251.21275132525471,63.895940714981116
251.1073161474559,57.07141340661693
251.00868635740665,49.7962616642093
250.91692575009168,41.40850227070887
250.83209659596315,30.882746999206773
250.7542593718268,16.573798465147547
250.68347245629113,356.41341785406286
250.61979177274748,330.5956466099144
250.56327034448043,305.1882324553165
250.51395820686295,285.83483152816973
250.47190248955323,272.3483042395629
250.43714744611327,262.6601944816858
250.409734379318,255.2071560126806
250.38970134777847,249.03605468970787
250.37708269323997,243.54893139089336
250.37190838278116,238.31786268355083
250.3742033304429,232.96580372153647
250.38398695849486,227.06762291779935
250.4012729922932,220.02619341010154
250.42606943671757,210.86745424430157
250.45837869383422,197.91419823312876
250.49819765117437,178.72069868889486
250.5455177108709,152.63127537247266
250.60032499173207,126.09049902932092
250.6626002727394,106.2283354832015
250.73231873283913,92.94560162617348
250.80945015111553,83.78005809881024
250.8939593484268,76.95750923150119
250.98580680626895,71.44025985925461
251.0849496920116,66.58876082941362
251.19134303036415,61.93331908960215
251.30494051919405,57.01773871689669
251.4256946654116,51.22916330839042
251.55355643209,43.47981482506322
251.68847471280793,31.412983352078253
251.8303958783952,9.643568689844912
251.97926376803412,332.82361250543863
252.13501975483052,297.86474066331095
252.29760285728324,278.16586512336454
252.4669500171009,267.35052243708367
252.64299625280458,260.58774031547864
252.82567461460852,255.81410040292067
253.01491606748272,252.09416027770524
253.21064926634716,248.93758886349787
253.41280024827932,246.03647228313162
253.62129212588363,243.14539432976596
253.83604477756612,240.00193295607173
254.05697476502678,236.23080361538274
254.28399533710035,231.14953547973374
254.5170163668976,223.23708521005156
254.75594444659689,208.41234767736668
255.00068296858475,176.1289512643738
255.25113217562895,129.53957353083518
255.50718913842658,102.5286817033416
255.76874770690603,90.05459091343833
256.03569876254574,83.21151436621619
256.3079307067755,78.7848337601135
256.58533021098106,75.52585438789586
256.8677833582682,72.84054180738514
257.15517672994724,70.3676640314283
257.44739769394596,67.79922404957874
257.7443338986695,64.73847632244723
258.0458723643655,60.43752046993914
258.3518987781318,52.936387879049775
258.6622972940313,34.86601194703219
258.97695084894406,338.89219598564523
259.2957415586656,288.66799528213437
259.61855092287766,272.93246857379705
259.945260068255,266.31276006038973
260.27574982759575,262.6644786071925
260.60990062014446,260.3005239862192
260.94759248357576,258.5866065529105
261.2887050402337,257.2236081965969
261.63311719673067,256.039172466768
261.98070686723065,254.90803858448288
262.33135082625273,253.70821868751787
262.6849246569622,252.27664875348842
263.0413027131526,250.32424302057441
263.4003580891968,247.18913137047247
263.761962626193,240.81232676069945
264.1259868996833,220.5801269923499
264.49230013918856,137.22439077158995
264.8607702731384,99.76136861452578
265.231263990989,90.68599153877119
265.60364697083514,86.83592139991845
265.97778460900355,84.68955365647162
266.35354291853696,83.27519672677589
266.7307894363452,82.20564247144458
267.1093938416639,81.27333276951896
267.48922775747167,80.31944837384478
267.8701636323808,79.15466991374838
268.25207350025164,77.43328799355406
268.6348286320967,74.23598357560554
269.01829978759486,65.59824550827494
269.4023575734182,6.732983166881306
269.78687296090436,285.759588425908
270.17171762623354,275.03308005276836
270.55676394674856,271.51885397738977
270.94188500716706,269.82859865466355
271.32695466630497,268.85679451643244
271.71184739744405,268.23049233525325
272.0964381545282,267.78341943448487
272.48060247969926,267.4231204060681
272.86421633103384,267.0842615428671
273.24715584839697,266.70498868123235
273.62929727421107,266.20523448095565
274.01051686576614,265.44822135406736
274.39069087343245,264.13465478838344
274.7696953665322,261.38832990061303
275.14740618813215,252.9513273916459
275.5236990106893,172.1783197158017
275.89844931823313,106.28925437412268
276.2715324960314,98.79997782149147
276.6428242843245,96.2103282114043
277.0122015395557,94.90897400948556
277.3795431137072,94.10003152074123
277.7447305642195,93.49382949019032
278.1076481788181,92.93922290488786
278.46818213205347,92.31811811289329
278.8262193238719,91.48569809886577
279.1816465350546,90.18023282277079
279.5343503174917,87.7479142285977
279.884217558422,81.751287435759
280.2311360767711,51.36221891406219
280.5749950159644,305.1505931507705
280.91568503750744,288.77961420609284
281.2530984508484,284.36354372800207
281.587129675982,282.35022003022596
281.9176732170976,281.18395468408147
282.2446277790891,280.38853429757245
282.5678919777197,279.76123142461694
282.88736627042596,279.1901918014074
283.2029527185857,278.59380776850594
283.5145547978775,277.89034365212206
283.82207719849015,276.9692207487084
284.12542564070554,275.63965734144887
284.4245067272176,273.4946747055357
284.71922791897305,269.4216824105328
285.00949742015996,258.90230708266665
285.29522406766534,206.70400878695526
285.5763174754161,131.12795871159418
285.8526883693738,116.42915931608876
286.1242491451841,111.26364654186779
286.3909145439626,108.50763240601825
286.6526021699389,106.63175878887547
286.9092326723301,105.09559712139644
287.1607294299413,103.62312707772445
287.4070175629782,102.00339813036338
287.648022913025,99.98764070453029
287.8836719722417,97.15642792480499
288.1138922793789,92.58043977565819
288.3386129756358,83.5470977102726
288.5577656085971,59.00499626029687
288.77128454489474,355.3848519016016
288.9791069571172,318.3074921633475
289.1811729508017,305.9963540135779
289.37742561592216,300.2139439544889
289.5678110029839,296.72200285006795
289.7522782844672,294.2217913585736
289.9307796427259,292.17959632361027
290.10327023074535,290.31553397058326
290.26970820955387,288.4388398553981
290.43005452652875,286.3723819523871
290.58427266752733,283.89172862491023
290.7323283179633,280.63025780761194
290.87418912033695,275.8536230684483
