time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres
A.D. 2018-Nov-30 12:20:00.0000 UTC,0.6977372941001146,0.40669142180968804,1.0051832259165312,6.343120906433393,10.907744733647542,19.090270668944033,29.82913738852714,34.424801865895205,3.4207169301230573
A.D. 2018-Dec-01 12:20:00.0000 UTC,0.7100609491607769,0.4132602478126495,1.0129741407874238,6.341633303335032,10.915798860206849,19.101272377089803,29.8464063976673,34.43669709944264,3.4145191925091964
A.D. 2018-Dec-02 12:20:00.0000 UTC,0.7249347503275548,0.41990201608883826,1.0207918911259641,6.339927439970193,10.923622330977691,19.112512265068087,29.863700516502437,34.44836875817716,3.4082064437576887
A.D. 2018-Dec-03 12:20:00.0000 UTC,0.7420444405295383,0.42661242664229804,1.028635990595652,6.338003123942062,10.931212854478796,19.123986737866613,29.881014267730677,34.45981318769087,3.4017788941903984
A.D. 2018-Dec-04 12:20:00.0000 UTC,0.761053585541498,0.43338746676417567,1.036505891547322,6.33586026815404,10.938568220621006,19.13569202533829,29.898342097225658,34.47102680633364,3.3952368518599565
A.D. 2018-Dec-05 12:20:00.0000 UTC,0.7816217564754231,0.44022339596658533,1.0444010016650145,6.3334988997556785,10.945686319953799,19.14762418863571,29.915678395521102,34.482006127890465,3.3885807215568375
A.D. 2018-Dec-06 12:20:00.0000 UTC,0.8034192662832517,0.4471167272954153,1.052320701149794,6.3309191638019895,10.952565158467582,19.15977913169209,29.933017520614264,34.49274778048536,3.38181099932354
A.D. 2018-Dec-07 12:20:00.0000 UTC,0.8261379104420374,0.4540642060000361,1.060264359372828,6.328121321832449,10.959202867397114,19.172152616697932,29.950353820627704,34.50324852087366,3.3749282631701325
A.D. 2018-Dec-08 12:20:00.0000 UTC,0.8494978425274242,0.46106278680522245,1.0682313498049973,6.325105745980097,10.965597707797029,19.18474028212659,29.96768165475089,34.51350524356228,3.3679331610627616
A.D. 2018-Dec-09 12:20:00.0000 UTC,0.8732511305294393,0.46810961126344136,1.0762210621544197,6.3218729097638535,10.971748070263558,19.197537661546708,29.98499541105499,34.52351498478722,3.3608263976091153
A.D. 2018-Dec-10 12:20:00.0000 UTC,0.8971827180662337,0.47520198663657365,1.0842329110856173,6.3184233771249385,10.977652470843324,19.210540201480768,30.002289520318293,34.53327492210402,3.3536087210131913
A.D. 2018-Dec-11 12:20:00.0000 UTC,0.9211095247896102,0.482337367397022,1.0922663415313292,6.314757791332493,10.983309544631725,19.223743276996,30.0195584657717,34.54278237093508,3.3462809115984036
A.D. 2018-Dec-12 12:20:00.0000 UTC,0.9448783335750329,0.4895133398506492,1.100320831228031,6.310876865070451,10.988718038656378,19.23714220441738,30.036796789423914,34.55203477966488,3.3388437726847138
A.D. 2018-Dec-13 12:20:00.0000 UTC,0.968362984350405,0.49672760974749375,1.108395891539787,6.306781372448395,10.993876805375258,19.250732251313778,30.053999096151408,34.561029724745985,3.331298123902714
A.D. 2018-Dec-14 12:20:00.0000 UTC,0.991461261780567,0.5039779922027259,1.116491067820353,6.302472143019269,10.998784797608085,19.264508644548012,30.071160056953275,34.569764906858815,3.3236447964772498
A.D. 2018-Dec-15 12:20:00.0000 UTC,1.014091745908894,0.5112624028598488,1.1246059405272726,6.297950057259054,11.003441065094428,19.278466577618754,30.08827441270428,34.57823814858421,3.315884629452439
A.D. 2018-Dec-16 12:20:00.0000 UTC,1.0361907990553239,0.5185788489788297,1.1327401280908038,6.2932160424127,11.007844752203539,19.292601218748842,30.105336979438057,34.586447393374115,3.308018465554095
A.D. 2018-Dec-17 12:20:00.0000 UTC,1.0577097896603103,0.5259254190114904,1.1408932921559818,6.288271067146342,11.011995095624442,19.306907721182476,30.12234265566445,34.59439070486226,3.300047145137994
A.D. 2018-Dec-18 12:20:00.0000 UTC,1.0786126017971835,0.5333002692880627,1.149065145183247,6.283116133114771,11.01589142015131,19.321381236862344,30.139286431407097,34.602066264741936,3.2919714967147304
A.D. 2018-Dec-19 12:20:00.0000 UTC,1.0988734440121377,0.5407016068539882,1.1572554593924247,6.277752261536303,11.019533130069217,19.33601693387456,30.15616339744773,34.60947236664752,3.2837923229274026
A.D. 2018-Dec-20 12:20:00.0000 UTC,1.1184749493099624,0.5481276685368429,1.1654640746287859,6.272180473526045,11.022919693488625,19.35081001653805,30.172968751728828,34.61660740303742,3.2755103819888367
A.D. 2018-Dec-21 12:20:00.0000 UTC,1.1374065463517053,0.5555766981856897,1.1736909012030825,6.2664017647115635,11.026050617885264,19.365755744743144,30.189697798422117,34.62346984263034,3.267126366632566
A.D. 2018-Dec-22 12:20:00.0000 UTC,1.155663077552471,0.5630469264390822,1.1819359129518303,6.260417077639787,11.02892541766158,19.38084944671569,30.20634593482902,34.63005819822228,3.258640885328507
A.D. 2018-Dec-23 12:20:00.0000 UTC,1.173243639942873,0.5705365592120921,1.190199126936383,6.254227278798632,11.031543578589988,19.396086518310316,30.222908623326955,34.63637098880134,3.250054452718421
A.D. 2018-Dec-24 12:20:00.0000 UTC,1.1901506261603831,0.5780437805801701,1.19848057008099,6.247833148629746,11.033904527828003,19.411462404048844,30.239381350448237,34.64240670431364,3.241367495796579
A.D. 2018-Dec-25 12:20:00.0000 UTC,1.206388942914751,0.5855667718475145,1.2067802384925126,6.241235390551683,11.036007618971105,19.42697256081642,30.255759581103245,34.64816378327818,3.2325803782526417
A.D. 2018-Dec-26 12:20:00.0000 UTC,1.2219653819850866,0.5931037426883803,1.215098059066208,6.234434658836868,11.037852137603162,19.44261241190368,30.27203871928421,34.65364061042415,3.223693438841761
A.D. 2018-Dec-27 12:20:00.0000 UTC,1.2368881163431658,0.6006529658209072,1.2234338624239185,6.227431598466302,11.03943732568407,19.458377302741635,30.288214084632305,34.65883553463772,3.21470703450569
A.D. 2018-Dec-28 12:20:00.0000 UTC,1.251166294324235,0.6082128064650973,1.23178737149915,6.2202268868998525,11.040762417140892,19.474262467929364,30.30428090809163,34.6637469008555,3.2056215784102555
A.D. 2018-Dec-29 12:20:00.0000 UTC,1.2648097088091559,0.6157817414285618,1.2401582043881054,6.212821269376339,11.041826675402936,19.490263013682707,30.32023434350526,34.668373086824765,3.1964375667989198
A.D. 2018-Dec-30 12:20:00.0000 UTC,1.277828524389569,0.6233583672351438,1.2485458866141195,6.205215583792648,11.042629426066304,19.506373914394313,30.336069488749864,34.67271253725115,3.1871555935356954
A.D. 2018-Dec-31 12:20:00.0000 UTC,1.290233050974337,0.630941399756834,1.256949867558964,6.197410775341788,11.043170081796136,19.522590019125357,30.35178141027763,34.67676379148819,3.1777763547253994
A.D. 2019-Jan-01 12:20:00.0000 UTC,1.3020335559290743,0.6385296686615207,1.2653695373498324,6.18940790326698,11.043448159657702,19.538906063671313,30.36736516709252,34.68052550414704,3.168300646865683
A.D. 2019-Jan-02 12:20:00.0000 UTC,1.313240108693768,0.646122109362169,1.2738042424087603,6.181208142394147,11.043463292402922,19.555316685110586,30.38281583244829,34.6839964597314,3.158729361444347
A.D. 2019-Jan-03 12:20:00.0000 UTC,1.3238624526135734,0.6537177540477243,1.282253299251313,6.172812781410951,11.043215235372623,19.571816437210266,30.39812851300879,34.687175582773236,3.149063477747163
A.D. 2019-Jan-04 12:20:00.0000 UTC,1.333909899119803,0.6613157224504965,1.290716006751241,6.16422321897944,11.042703870800464,19.58839980606825,30.413298365766277,34.690061944579824,3.1393040546795374
A.D. 2019-Jan-05 12:20:00.0000 UTC,1.3433912398064265,0.6689152125012996,1.2991916571500672,6.155440958152886,11.041929208584287,19.60506122578773,30.428320612975302,34.69265476717381,3.129452221879793
A.D. 2019-Jan-06 12:20:00.0000 UTC,1.3523146725012667,0.6765154909112875,1.3076795458798496,6.146467599336346,11.040891385531562,19.6217950939694,30.443190555101168,34.69495342465725,3.1195091702467046
A.D. 2019-Jan-07 12:20:00.0000 UTC,1.3606877381161857,0.6841158838453096,1.3161789800447699,6.1373048321041646,11.039590662194,19.638595786624595,30.45790358159194,34.696957442170785,3.1094761422240706
A.D. 2019-Jan-08 12:20:00.0000 UTC,1.3685172657778673,0.6917157680323,1.3246892853350496,6.1279544263864505,11.038027418031218,19.655457671986486,30.472455179302983,34.698666492794736,3.0993544222904394
A.D. 2019-Jan-09 12:20:00.0000 UTC,1.3758093243694776,0.6993145627458972,1.3332098112713062,6.118418223676881,11.03620214550235,19.672375122761387,30.486840938634213,34.70008039299398,3.0891453282123957
A.D. 2019-Jan-10 12:20:00.0000 UTC,1.3825691790694836,0.7069117230143473,1.341739934950832,6.108698128880512,11.034115443842333,19.689342526631638,30.50105655778123,34.70119909741537,3.0788502034743166
A.D. 2019-Jan-11 12:20:00.0000 UTC,1.3888012517212038,0.7145067341856384,1.3502790637894382,6.098796103182358,11.031768013214732,19.70635429522264,30.515097845817298,34.70202269924027,3.0684704109658187
A.D. 2019-Jan-12 12:20:00.0000 UTC,1.3945090839218832,0.7220991076333934,1.3588266380255616,6.088714157916867,11.029160649655037,19.7234048721678,30.52896072550054,34.70255139737213,3.05800732764452
