pluto,sun,moon
-22.1339199706714,-16.268983975502646,-16.268983975502646
-22.132898078297497,-16.561957952444914,-16.561957952444914
-22.131811963262535,-16.85028002283568,-16.85028002283568
-22.130662093470107,-17.133833136856822,-17.133833136856822
-22.129448953266,-17.41250137037022,-17.41250137037022
-22.128173041889667,-17.686170098767864,-17.686170098767864
-22.126834872403567,-17.954726091869446,-17.954726091869446
-22.125434971036974,-18.21805756320617,-18.21805756320617
-22.123973876808826,-18.476054206043102,-18.476054206043102
-22.12245214126791,-18.72860724184838,-18.72860724184838
-22.120870328195636,-18.975609498241624,-18.975609498241624
-22.119229013141403,-19.21695552434022,-19.21695552434022
-22.117528782703072,-19.45254174153629,-19.45254174153629
-22.115770233531514,-19.682266616006295,-19.682266616006295
-22.113953971138674,-19.906030825418355,-19.906030825418355
-22.11208060872475,-20.123737379020383,-20.123737379020383
-22.11015076637698,-20.335291644485935,-20.335291644485935
-22.108165071061936,-20.540601245885117,-20.540601245885117
-22.106124157744183,-20.739575829854836,-20.739575829854836
-22.104028671689754,-20.932126743288137,-20.932126743288137
-22.10187927164117,-21.118166703587065,-21.118166703587065
-22.09967663327081,-21.297609549465466,-21.297609549465466
-22.09742145228188,-21.470370132234876,-21.470370132234876
-22.095114446720494,-21.636364362298018,-21.636364362298018
-22.092756358348296,-21.795509387734278,-21.795509387734278
-22.090347953146015,-21.94772386483918,-21.94772386483918
-22.08789002111308,-22.09292828217605,-22.09292828217605
-22.085383375523147,-22.231045309838056,-22.231045309838056
-22.082828851757608,-22.36200015494534,-22.36200015494534
-22.0802273058166,-22.48572090889428,-22.48572090889428
-22.077579612618344,-22.602138872513642,-22.602138872513642
-22.074886664224227,-22.711188845373886,-22.711188845373886
-22.072149368141876,-22.81280936793068,-22.81280936793068
-22.06936864583972,-22.906942910712598,-22.906942910712598
-22.066545431554527,-22.993536011940378,-22.993536011940378
-22.063680671403066,-23.07253937142278,-23.07253937142278
-22.060775322743535,-23.143907912462232,-23.143907912462232
-22.057830353683936,-23.207600824342755,-23.207600824342755
-22.05484674261072,-23.263581596330017,-23.263581596330017
-22.051825477607437,-23.311818050906712,-23.311818050906712
-22.0487675556507,-23.352282379798574,-23.352282379798574
-22.045673981515055,-23.384951181346302,-23.384951181346302
-22.042545766404444,-23.409805491803027,-23.409805491803027
-22.039383926470048,-23.426830796525255,-23.426830796525255
-22.036189481567025,-23.436017001727315,-23.436017001727315
-22.0329634547808,-23.437358347843126,-23.437358347843126
-22.02970687328292,-23.430853256766447,-23.430853256766447
-22.026420770810432,-23.416504128217113,-23.416504128217113
-22.02310619150375,-23.39431712634664,-23.39431712634664
-22.019764194247106,-23.36430200980186,-23.36430200980186
-22.016395856416604,-23.32647204567691,-23.32647204567691
-22.013002276219282,-23.280844016612846,-23.280844016612846
-22.009584573386423,-23.227438299957598,-23.227438299957598
-22.006143888486204,-23.166278983486848,-23.166278983486848
-22.00268138132361,-23.097393984791015,-23.097393984791015
-21.999198228824113,-23.020815152708842,-23.020815152708842
-21.99569562259056,-22.936578340602413,-22.936578340602413
-21.992174766089214,-22.84472344870776,-22.84472344870776
-21.988636871181626,-22.745294436170322,-22.745294436170322
-21.985083153419286,-22.638339304305013,-22.638339304305013
-21.98151482510073,-22.523910052825382,-22.523910052825382
-21.97793308514854,-22.40206261114088,-22.40206261114088
-21.974339113354166,-22.2728567475138,-22.2728567475138
-21.970734199485335,-22.13635595962198,-22.13635595962198
-21.967123089167153,-21.992627350249887,-21.992627350249887
-21.96455289025403,-21.84174149109278,-21.84174149109278
-21.959911118816752,-21.683772275855073,-21.683772275855073
-21.956257241754987,-21.518796761166936,-21.518796761166936
-21.952613855988726,-21.346894990699937,-21.346894990699937
-21.948970390699674,-21.16814979491628,-21.16814979491628
-21.945326239539124,-20.982646557547564,-20.982646557547564
-21.941682127779668,-20.790472942411046,-20.790472942411046
-21.93803911348731,-20.59171858371502,-20.59171858371502
-21.934398366000018,-20.386474761755,-20.386474761755
-21.9307610983798,-20.17483411062355,-20.17483411062355
-21.92712854598371,-19.95689042215171,-19.95689042215171
-21.92350195727589,-19.73273860095969,-19.73273860095969
-21.919882595379022,-19.502474779812843,-19.502474779812843
-21.916271739646184,-19.266196542103433,-19.266196542103433
-21.91267068703948,-19.024003159846472,-19.024003159846472
-21.909080751791517,-18.775995765858884,-18.775995765858884
-21.90550326344184,-18.52227742365841,-18.52227742365841
-21.901939563953228,-18.26295310372983,-18.26295310372983
-21.898391004641216,-17.99812959788546,-17.99812959788546
-21.894858943374903,-17.727915404306852,-17.727915404306852
-21.891344742208542,-17.452420605420187,-17.452420605420187
-21.887849765407555,-17.171756748739178,-17.171756748739178
-21.884375377751372,-16.886036731917414,-16.886036731917414
-21.880922942992324,-16.595374688554188,-16.595374688554188
-21.877493822386995,-16.299885870119944,-16.299885870119944
-21.874089373262102,-15.999686520632055,-15.999686520632055
-21.870710947616992,-15.694893743189287,-15.694893743189287
-21.86735989078227,-15.385625359812682,-15.385625359812682
-21.864037540151177,-15.071999767122689,-15.071999767122689
-21.860745223978512,-14.754135789409274,-14.754135789409274
-21.857484260212065,-14.432152527431807,-14.432152527431807
-21.854255955298605,-14.106169196292354,-14.106169196292354
-21.851061602905055,-13.776304940025295,-13.776304940025295
-21.84790248253118,-13.44267860602372,-13.44267860602372
-21.844779858080557,-13.105408462336959,-13.105408462336959
-21.841694976611496,-12.76461185026902,-12.76461185026902
-21.838649067692863,-12.420404789461747,-12.420404789461747
-21.835643343964747,-12.07290159457603,-12.07290159457603
-21.832679003483168,-11.722214609832294,-11.722214609832294
-21.829757234017123,-11.368454187647519,-11.368454187647519
-21.826879218656046,-11.011728991551974,-11.011728991551974
-21.824046141259508,-10.652146587535427,-10.652146587535427
-21.821259190070613,-10.28981416313497,-10.28981416313497
-21.81851955851211,-9.924839167532841,-9.924839167532841
-21.815828443342475,-9.557329728138878,-9.557329728138878
-21.81318704119636,-9.187394813996562,-9.187394813996562
-21.810596544681516,-8.815144205938722,-8.815144205938722
-21.80805813884453,-8.440688363904213,-8.440688363904213
-21.80557299833733,-8.064138267278615,-8.064138267278615
-21.803142285268045,-7.685605273267285,-7.685605273267285
-21.800767147553152,-7.305201010469524,-7.305201010469524
-21.798448717553065,-6.923037306403455,-6.923037306403455
-21.796188110808934,-6.539226138061765,-6.539226138061765
-21.793986424758444,-6.153879591074244,-6.153879591074244
-21.79184473737348,-5.767109813625618,-5.767109813625618
-21.78976410571976,-5.379028954498473,-5.379028954498473
-21.787745564478843,-4.989749079224467,-4.989749079224467
-21.785790124491434,-4.599382062871675,-4.599382062871675
-21.78389877137578,-4.2080394608009195,-4.2080394608009195
-21.782072464255435,-3.8158323584818494,-3.8158323584818494
-21.780312134611194,-3.4228711978531488,-3.4228711978531488
-21.778618685273386,-3.029265571970449,-3.029265571970449
-21.776992989613102,-2.635123974891957,-2.635123974891957
-21.77543589108519,-2.2405534948670573,-2.2405534948670573
-21.77394820340884,-1.8456594522592893,-1.8456594522592893
-21.77253071179047,-1.4505450144795577,-1.4505450144795577
-21.771184175589358,-1.055310866315049,-1.055310866315049
-21.769909332559855,-0.6600550569028256,-0.6600550569028256
-21.768706904225287,-0.26487314794438055,-0.26487314794438055
-21.767577601238067,0.13014128105624817,0.13014128105624817
-21.766522127217787,0.5248958441453192,0.5248958441453192
-21.765541179925336,0.9192984690355677,0.9192984690355677
-21.764635449613056,1.313256645224078,1.313256645224078
-21.763805615375492,1.7066769407970683,1.7066769407970683
-21.76305234075125,2.099464806967873,2.099464806967873
-21.762376269623662,2.491524599157316,2.491524599157316
-21.76177802296524,2.882759713810285,2.882759713810285
-21.761258196510642,3.2730727557649635,3.2730727557649635
-21.760817359171433,3.662365683460168,3.662365683460168
-21.760456051914456,4.050539909371036,4.050539909371036
-21.76017478683875,4.437496354191567,4.437496354191567
-21.75997404624509,4.823135466068454,4.823135466068454
-21.759854281567417,5.207357223205857,5.207357223205857
-21.759815912112426,5.590061140502886,5.590061140502886
-21.75985932363144,5.971146298995481,5.971146298995481
-21.759984866817174,6.350511435493955,6.350511435493955
-21.760192855868265,6.728055276831399,6.728055276831399
-21.760483567285547,7.103675896040851,7.103675896040851
-21.76085723904941,7.4772720353271955,7.4772720353271955
-21.76131407029182,7.848743075233588,7.848743075233588
-21.76185422154124,8.217988889104866,8.217988889104866
-21.762477815608737,8.584910519118338,8.584910519118338
-21.763184939205605,8.949410492408425,8.949410492408425
-21.76397564540936,9.311393137511466,9.311393137511466
-21.764849957065817,9.670764878387843,9.670764878387843
-21.765807871055497,10.02743441847401,10.02743441847401
-21.76684936303869,10.381312734424794,10.381312734424794
-21.767974391910144,10.732312817011614,10.732312817011614
-21.769182902968094,11.08034915791073,11.08034915791073
-21.77047482897188,11.425337066378905,11.425337066378905
-21.771850088853775,11.767191962792866,11.767191962792866
-21.77330858458019,12.105828797218026,12.105828797218026
-21.774850197125943,12.441161681993469,12.441161681993469
-21.776474782536827,12.77310374701124,12.77310374701124
-21.778182168723216,13.101567166759773,13.101567166759773
-21.77997215320548,13.426463286061493,13.426463286061493
-21.781844501714396,13.747702778918734,13.747702778918734
-21.78379894739144,14.065195795604328,14.065195795604328
-21.785835190299466,14.378852074667506,14.378852074667506
-21.787952896988937,14.68858101367939,14.68858101367939
-21.79015169992812,14.994291705105915,14.994291705105915
-21.792431196683914,15.29589295313533,15.29589295313533
-21.794790948830197,15.59329329463054,15.59329329463054
-21.797230480666514,15.88640105211435,15.88640105211435
-21.799749277942002,16.175124446801746,16.175124446801746
-21.802346786872395,16.459371792826694,16.459371792826694
-21.805022413774477,16.73905177934184,16.73905177934184
-21.807775525591587,17.014073828057228,17.014073828057228
-21.810605451450538,17.284348496305128,17.284348496305128
-21.813511485218886,17.54978788628245,17.54978788628245
-21.816492888883797,17.810306022038684,17.810306022038684
-21.819548896492797,18.06581916361646,18.06581916361646
-21.822678718373126,18.316246035973062,18.316246035973062
-21.82588154533298,18.561507954316518,18.561507954316518
-21.829156552504244,18.801528828527772,18.801528828527772
-21.8325029024189,19.03623503407572,19.03623503407572
-21.835919746888734,19.26555515226717,19.26555515226717
-21.839406227368915,19.48941960931592,19.48941960931592
-21.842961473760074,19.70776027182675,19.70776027182675
-21.846584601958995,19.92051007060609,19.92051007060609
-21.850274710746266,20.127602715582707,20.127602715582707
-21.854030878670454,20.328972535659997,20.328972535659997
-21.857852161444566,20.5245544427369,20.5245544427369
-21.861737590110454,20.714283993198258,20.714283993198258
-21.865686169974968,20.898097509102264,20.898097509102264
-21.869696880151334,21.07593222305579,21.07593222305579
-21.873768673464987,21.247726419550567,21.247726419550567
-21.877900476477866,21.413419556211075,21.413419556211075
-21.88209118942167,21.572952358324834,21.572952358324834
-21.886339685889073,21.726266888750086,21.726266888750086
-21.8906448122144,21.87330660346697,21.87330660346697
-21.895005386588547,22.014016410913584,22.014016410913584
-21.899420198100263,22.148342759735332,22.148342759735332
-21.903888006058292,22.27623378159511,22.27623378159511
-21.908407540065262,22.397639508944597,22.397639508944597
-21.912977501300745,22.512512169849973,22.512512169849973
-21.91759656526747,22.62080653650536,22.62080653650536
-21.922263385891856,22.722480281100918,22.722480281100918
-21.926976600494893,22.817494284182178,22.817494284182178
-21.931734834936904,22.90581285147651,22.90581285147651
-21.93653670827229,22.98740381913485,22.98740381913485
-21.941380836465335,23.06223855197516,23.06223855197516
-21.94626583497181,23.130291854981902,23.130291854981902
-21.951190320173396,23.19154182324431,23.19154182324431
-21.95615290973946,23.245969653965393,23.245969653965393
-21.961152222030627,23.29355944138189,23.29355944138189
-21.96618687470301,23.334297973954918,23.334297973954918
-21.97125548274374,23.36817455226276,23.36817455226276
-21.976356656240014,23.395180843421223,23.395180843421223
