name_id,date,time,correct,displaced,bracketed,body_bracket,degree,degree_type,symbol,body,body1
4,2019-06-25,10:00:00,0.6666666666666666%,0.3333333333333333%,YES,Neptune,6,Applying,120,Chiron,Mars
4,2019-07-02,14:00:00,0%,1%,YES,Venus,8,Applying,120,Sun,Neptune
4,2019-05-04,10:45:00,0%,1%,YES,Mercury,7,Applying,120,Sun,Saturn
4,2019-05-04,10:45:00,0%,1%,YES,Uranus,7,Applying,120,Sun,Saturn
4,2019-05-04,10:45:00,0%,1%,YES,Mercury,9,Applying,120,Sun,Pluto
4,2019-05-04,10:45:00,0%,1%,YES,Uranus,9,Applying,120,Sun,Pluto
2,2019-08-09,11:35:00,0.7%,1.3%,YES,Ceres,8,Seperating,120,Jupiter,Chiron
2,2019-08-30,10:10:00,0.875%,0.125%,YES,Mercury,7,Applying,120,Sun,Saturn
2,2019-09-09,08:15:00,0.7083333333333334%,0.2916666666666667%,YES,Saturn,4,Applying,120,Pluto,Sun
2,2019-09-09,08:15:00,0.7083333333333334%,0.2916666666666667%,YES,Saturn,6,Applying,120,Pluto,Mars
3,2019-08-30,11:55:00,0%,1%,YES,Mercury,7,Applying,120,Sun,Saturn
3,2019-09-09,08:15:00,1%,0%,YES,Saturn,4,Applying,120,Pluto,Sun
3,2019-09-09,08:15:00,1%,0%,YES,Saturn,6,Applying,120,Pluto,Mars
1,2019-08-09,14:05:00,0.3%,0.7%,YES,Ceres,7,Seperating,120,Jupiter,Chiron
1,2019-08-30,11:55:00,1%,0%,YES,Mercury,7,Applying,120,Sun,Saturn
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Pluto,8,Seperating,120,Saturn,Venus
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Mercury,8,Seperating,120,Saturn,Venus
2,2020-04-15,10:45:00,0%,1%,YES,Pluto,8,Seperating,120,Saturn,Venus
2,2020-04-15,10:45:00,0%,1%,YES,Jupiter,8,Seperating,120,Saturn,Venus
4,2020-04-15,10:45:00,0%,1%,YES,Pluto,8,Applying,120,Saturn,Venus
4,2020-04-15,10:45:00,0%,1%,YES,Jupiter,8,Applying,120,Saturn,Venus
3,2020-04-15,10:45:00,0%,1%,YES,Pluto,8,Seperating,120,Saturn,Venus
3,2020-04-15,10:45:00,0%,1%,YES,Jupiter,8,Seperating,120,Saturn,Venus
