name_id,date,time,correct,displaced,bracketed,body_bracket,degree,degree_type,symbol,body,body1
1,2019-09-06,09:40:00,1%,0%,YES,Mars,4,Seperating,90,Jupiter,Venus
1,2019-12-28,14:11:00,0.625%,0.375%,YES,Pluto,7,Seperating,90,Venus,Uranus
1,2019-12-28,14:11:00,0.625%,0.375%,YES,Pluto,7,Seperating,90,Venus,Uranus
3,2019-12-28,14:15:00,1%,0%,YES,Pluto,6,Seperating,90,Venus,Uranus
4,2019-12-28,13:55:00,1%,0%,YES,Pluto,7,Seperating,90,Venus,Uranus
1,2019-12-28,14:11:00,0.625%,0.375%,YES,Pluto,7,Seperating,90,Venus,Uranus
1,2019-12-28,14:11:00,0.625%,0.375%,YES,Pluto,7,Seperating,90,Venus,Uranus
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Mercury,4,Seperating,90,Saturn,Uranus
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Mercury,5,Applying,90,Saturn,Sun
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Pluto,4,Seperating,90,Saturn,Uranus
1,2020-04-15,10:45:00,0.16666666666666666%,0.8333333333333334%,YES,Pluto,5,Applying,90,Saturn,Sun
2,2020-04-15,10:45:00,0%,1%,YES,Jupiter,4,Seperating,90,Saturn,Uranus
2,2020-04-15,10:45:00,0%,1%,YES,Jupiter,5,Applying,90,Saturn,Sun
2,2020-04-15,10:45:00,0%,1%,YES,Pluto,4,Seperating,90,Saturn,Uranus
2,2020-04-15,10:45:00,0%,1%,YES,Pluto,5,Applying,90,Saturn,Sun
4,2020-04-15,10:45:00,0%,1%,YES,Jupiter,4,Seperating,90,Saturn,Uranus
4,2020-04-15,10:45:00,0%,1%,YES,Jupiter,5,Applying,90,Saturn,Sun
4,2020-04-15,10:45:00,0%,1%,YES,Pluto,4,Seperating,90,Saturn,Uranus
4,2020-04-15,10:45:00,0%,1%,YES,Pluto,5,Applying,90,Saturn,Sun
3,2020-04-15,10:45:00,0%,1%,YES,Jupiter,4,Seperating,90,Saturn,Uranus
3,2020-04-15,10:45:00,0%,1%,YES,Jupiter,5,Applying,90,Saturn,Sun
3,2020-04-15,10:45:00,0%,1%,YES,Pluto,4,Seperating,90,Saturn,Uranus
3,2020-04-15,10:45:00,0%,1%,YES,Pluto,5,Applying,90,Saturn,Sun
3,2020-04-16,08:25:00,1%,0%,YES,Saturn,5,Seperating,90,Mars,Uranus
1,2020-04-16,08:25:00,0.625%,0.375%,YES,Saturn,5,Seperating,90,Mars,Uranus
2,2020-04-16,08:25:00,1%,0%,YES,Saturn,5,Applying,90,Mars,Uranus
4,2020-04-16,08:25:00,0.5%,0.5%,YES,Saturn,5,Seperating,90,Mars,Uranus
1,2020-04-21,11:00:00,1%,0%,YES,Chiron,7,Applying,90,Mercury,Pluto
1,2020-04-21,11:00:00,1%,0%,YES,Chiron,9,Applying,90,Mercury,Jupiter
3,2020-04-21,11:00:00,1%,0%,YES,Chiron,7,Applying,90,Mercury,Pluto
3,2020-04-21,11:00:00,1%,0%,YES,Chiron,9,Applying,90,Mercury,Jupiter
4,2020-04-21,11:00:00,1%,0%,YES,Chiron,7,Applying,90,Mercury,Pluto
4,2020-04-21,11:00:00,1%,0%,YES,Chiron,9,Applying,90,Mercury,Jupiter
2,2020-04-21,11:00:00,0.08333333333333333%,0.9166666666666666%,YES,Chiron,7,Applying,90,Mercury,Pluto
2,2020-04-21,11:00:00,0.08333333333333333%,0.9166666666666666%,YES,Chiron,9,Applying,90,Mercury,Jupiter
